name,name_simbadable,ra_j2000_formula,dec_j2000_formula,teff_atmo,radius_atmo,logg_atmo,log_lbol_lsun,log_lbol_lsun_err
2MASS J05012406-0010452,2MASS J05012406-0010452,75.3504,-0.1793,1700,1.09,4.5,-4.05,0.02
PSO J075.4182-17.8327,Null,75.4182,-17.8327,2400,1.81,3.5,-3.01,0.03
2MASSI J0502134+144236,2MASS J05021345+1442367,75.556,14.7102,1900,2.25,5.5,-3.24,0.02
PSO J076.7092+52.6087,2MASS J05065012+5236338,76.7089,52.6094,1100,0.97,4.0,-4.91,0.06
PSO J077.1034+24.3810,2MASS J05082480+2422518,77.1034,24.381,1800,1.41,5.5,-3.72,0.09
LSR J0510+2713,LSR J0510+2713,77.5837,27.2339,2700,1.22,5.0,-3.15,0.02
2MASS J05103520-4208140,2MASS J05103524-4208146,77.647,-42.1374,1100,0.85,5.5,-5.02,0.05
2MASSI J0512063-294954,2MASS J05120636-2949540,78.0265,-29.8316,1700,0.92,4.5,-4.22,0.05
PSO J078.9904+31.0171,PSO J078.9904+31.0171,78.9903,31.0172,1800,1.13,5.5,-3.91,0.23
2MASS J05160945-0445499,2MASS J05160945-0445499,79.0392,-4.764,1000,1.36,4.0,-4.77,0.07
2MASS J05161597-3332046,2MASS J05161597-3332046,79.0666,-33.5346,1800,0.86,5.0,-4.16,0.07
2MASS J05170548-4154413,Gaia DR2 4806828785235308544,79.2728,-41.9115,2300,1.68,4.0,-3.14,0.02
2MASS J05173766-3349027,LEHPM 2-183,79.4071,-33.8175,2300,1.49,4.0,-3.27,0.02
2MASS J05184616-2756457,2MASSI J0518461-275645,79.6924,-27.946,1700,2.28,5.5,-3.41,0.04
WISE J052126.29+102528.4,2MASS J05212615+1025328,80.3571,10.4267,800,0.99,3.5,-5.43,0.06
UGPS J052127.27+364048.6,UGPS J052127.27+364048.6,80.3622,36.6834,700,0.62,4.5,-6.08,0.08
PSO J080.3940+23.0999,Gaia DR3 3416336838301404672,80.394,23.1003,2300,1.44,3.5,-3.29,0.04
WISEPA J052536.33+673952.3,WISE J052536.35+673952.6,81.4033,67.6647,900,0.83,5.5,-5.39,0.15
2MASS J05264348-4455455,DENIS J052643.4-445545,81.6812,-44.9293,1800,1.9,5.5,-3.46,0.02
WISE J052857.68+090104.4,WISE J052857.68+090104.4,82.2405,9.018,1800,1.21,5.5,-3.85,0.22
2MASS J05341594-0631397,2MASS J05341594-0631397,83.5665,-6.5277,2500,3.1,3.5,-2.46,0.2
2MASS J05345844-1511439,SIPS J0534-1511,83.7435,-15.1955,2400,0.92,3.5,-3.6,0.02
2MASS J05361998-1920396,2MASSI J0536199-192039,84.0833,-19.3444,1700,1.77,4.5,-3.63,0.07
HIP 26653B,2MASS J05394952+5253597,84.9564,52.8999,1800,1.22,5.5,-3.84,0.02
SDSSp J053951.99-005902.0,SIPS J0539-0059,84.9667,-0.9837,1800,0.77,5.5,-4.25,0.02
2MASS J05441150-2433018,2MASS J05441150-2433018,86.048,-24.5507,2500,1.19,4.0,-3.3,0.02
2MASS J05445741+3705039,2MASS J05445741+3705039,86.2392,37.0845,1800,1.84,5.5,-3.5,0.02
WISE J054601.19-095947.5,2MASS J05460119-0959472,86.505,-9.9965,1100,0.87,5.5,-4.99,0.08
WISEA J055007.94+161051.9,2MASS J05500772+1610556,87.5323,16.1819,1700,1.21,5.5,-3.96,0.03
PSO J087.7749-12.6537,2MASS J05510608-1239130,87.7754,-12.6536,1600,0.79,5.5,-4.45,0.09
PSO J088.0452+43.2123,2MASS J05521084+4312451,88.0452,43.2125,1700,0.95,5.5,-4.17,0.07
PSO J088.3324-24.4439,PSO J088.3324-24.4439,88.3323,-24.4438,2300,0.91,3.5,-3.69,0.07
PSO J088.5709-00.1430,2MASS J05541699-0008334,88.5709,-0.1426,1200,1.16,4.5,-4.6,0.09
PSO J089.1751-09.4513,PSO J089.1751-09.4513,89.1754,-9.4509,1100,0.84,4.5,-5.06,0.06
2MASS J05591914-1404488,2MASS J05591914-1404488,89.8299,-14.0803,1200,1.18,5.0,-4.58,0.03
2MASS J06020638+4043588,2MASS J06020638+4043588,90.5265,40.733,1200,0.67,5.0,-5.08,0.05
LSR J0602+3910,LSR J0602+3910,90.6269,39.1829,1800,1.56,5.5,-3.63,0.02
2MASS J06050196-2342270,2MASSI J0605019-234226,91.2582,-23.7075,1900,1.43,5.5,-3.63,0.02
WISEP J060738.65+242953.4,2MASS J06073908+2429574,91.9126,24.4991,1500,0.65,5.5,-4.7,0.06
WISEA J060742.13+455037.0,2MASS J06074202+4550435,91.9251,45.8453,1800,1.02,5.5,-4.01,0.03
2MASS J06085283-2753583,DENIS J060852.8-275358,92.2201,-27.8995,2200,2.09,3.5,-3.06,0.02
HD 253662B,2MASS J06135342+1514062,93.4726,15.235,1800,2.38,5.5,-3.26,0.02
SIPS J0614-2019,SIPS J0614-2019,93.5499,-20.3218,1800,1.3,5.5,-3.79,0.02
WISE J061437.73+095135.0,2MASS J06143845+0951408,93.6563,9.8602,900,0.85,3.5,-5.37,0.06
2MASS J06143818+3950357,2MASS J06143818+3950357,93.6591,39.8432,1400,0.71,5.0,-4.76,0.07
DENIS-P J0615493-010041,DENIS J061549.3-010041,93.9557,-1.0116,1900,1.32,5.5,-3.7,0.02
WISEPA J062309.94-045624.6,WISE J062309.94-045624.6,95.7941,-4.9406,700,0.89,5.5,-5.77,0.11
WISE J062442.37+662625.6,2MASS J06244172+6626309,96.174,66.442,1900,1.37,5.5,-3.67,0.02
2MASS J06244595-4521548,2MASS J06244595-4521548,96.1914,-45.3652,1800,0.68,5.0,-4.36,0.02
SDSS J062621.22+002934.2,2MASS J06262121+0029341,96.5884,0.4928,1900,1.37,5.5,-3.66,0.08
WISEPA J062720.07-111428.8,2MASS J06272007-1114241,96.8337,-11.2401,1000,1.0,4.0,-5.04,0.06
LSPM J0632+5053B,2MASS J06324849+5053351,98.2021,50.8931,1800,1.43,5.5,-3.71,0.07
PSO J098.2822-23.2845,Null,98.2823,-23.2848,1400,0.69,5.5,-4.78,0.12
2MASS J06411840-4322329,SIPS J0641-4322,100.3268,-43.3757,1800,1.3,5.5,-3.79,0.02
WISE J064205.58+410155.5,2MASS J06420559+4101599,100.5233,41.0331,1400,0.66,4.0,-4.83,0.09
2MASS J06431685-1843375,2MASS J06431685-1843375,100.8203,-18.7271,1800,2.2,5.5,-3.32,0.02
PSO J101.8428+39.7462,PSO J101.8428+39.7462,101.8428,39.7463,2300,1.0,3.5,-3.6,0.08
HIP 32728B,2MASS J06493041+3626276,102.3768,36.4409,2700,1.02,5.0,-3.31,0.02
DENIS-P J0652197-253450,DENIS J065219.7-253450,103.0823,-25.5807,2300,1.02,3.5,-3.59,0.02
2MASSI J0652307+471034,2MASS J06523073+4710348,103.128,47.1764,1800,0.78,5.0,-4.23,0.02
SDSS J065405.63+652805.4,2MASS J06540564+6528051,103.5235,65.4681,1700,0.85,5.5,-4.26,0.13
WISEPA J065609.60+420531.0,2MASS J06560926+4205301,104.039,42.0916,1200,0.93,5.5,-4.78,0.08
ESO 207-61,Ruiz 207-61,106.972,-49.014,2500,1.01,4.5,-3.45,0.02
2MASSW J0708213+295035,2MASSW J0708213+295035,107.089,29.843,1800,0.73,5.0,-4.3,0.13
PSO J108.4590+38.2086,2MASS J07135018+3812312,108.4591,38.2087,1700,0.61,4.5,-4.56,0.13
WISEA J071552.38-114532.9,2MASS J07155182-1145284,108.9661,-11.758,1800,0.94,5.5,-4.08,0.02
DENIS-P J0716478-063037,2MASS J07164790-0630369,109.1996,-6.5103,1800,1.52,5.5,-3.65,0.02
PSO J109.4864+46.5278,PSO J109.4864+46.5278,109.4863,46.528,1800,0.55,5.5,-4.55,0.11
UGPS J072227.51-054031.2,[BGM2011b] J072227.28-054030.0,110.6164,-5.6761,600,0.61,4.0,-6.38,0.11
2MASS J07231462+5727081,2MASS J07231462+5727081,110.8109,57.4522,1800,1.58,5.5,-3.62,0.02
2MASSI J0727182+171001,2MASSI J0727182+171001,111.8265,17.1665,900,0.84,4.5,-5.39,0.05
2MASS J07290002-3954043,2MASS J07290002-3954043,112.2501,-39.9008,600,1.65,4.0,-5.49,0.12
SDSS J073519.59+410850.4,2MASS J07351967+4108510,113.8318,41.1474,2500,0.89,4.0,-3.55,0.04
2MASS J07354882+2720167,2MASS J07354882+2720167,113.9534,27.3379,1900,1.21,5.5,-3.77,0.06
SDSS J073922.26+661503.5,2MASS J07392203+6615039,114.8419,66.2511,1300,0.95,5.5,-4.64,0.12
2MASSW J0740096+321203,2MASSW J0740096+321203,115.0402,32.2008,1800,0.86,5.0,-4.15,0.22
PSO J115.0659+59.0473,2MASS J07401580+5902504,115.066,59.0473,2300,1.06,4.0,-3.55,0.08
2MASS J07410404-0359495,2MASS J07410404-0359495,115.2668,-3.9971,2400,0.82,3.5,-3.7,0.02
SDSS J074149.15+235127.5,2MASS J07414920+2351275,115.4549,23.8578,1100,0.62,5.0,-5.3,0.05
2MASS J07415784+0531568,2MASS J07415784+0531568,115.491,5.5325,1800,1.3,5.5,-3.79,0.02
SDSS J074201.41+205520.5,2MASS J07420130+2055198,115.505,20.9221,1100,0.76,4.5,-5.12,0.05
SDSS J074756.31+394732.9,2MASS J07475631+3947329,116.9847,39.7924,1800,1.88,5.5,-3.46,0.03
PSO J117.0600-01.6779,PSO J117.0600-01.6779,117.0615,-1.6767,1000,1.06,4.0,-4.99,0.09
SDSS J074838.61+174332.9,2MASS J07483864+1743329,117.161,17.7259,1800,0.71,5.0,-4.32,0.12
SDSS J075054.74+445418.7,2MASS J07505479+4454205,117.7282,44.9056,2500,0.88,4.0,-3.56,0.02
DENIS-P J0751164-253043,DENIS J075116.4-253043,117.8183,-25.512,1900,1.35,5.5,-3.68,0.02
2MASSI J0753321+291711,2MASSI J0753321+291711,118.384,29.2866,1700,1.58,5.5,-3.72,0.04
NLTT 18587B,SDSS J075413.28+372143.3,118.5552,37.362,2500,0.96,4.0,-3.48,0.02
2MASSI J0755480+221218,2MASSI J0755480+221218,118.9496,22.2048,1100,0.8,5.0,-5.07,0.05
SDSS J075752.70+091410.0,2MASS J07575274+0914103,119.4698,9.2362,1700,1.07,5.5,-4.07,0.07
HIP 38939B,2MASS J07580132-2538587,119.5057,-25.6499,1200,0.76,5.0,-4.97,0.03
SDSS J075840.33+324723.4,2MASS J07584037+3247245,119.6681,32.79,1400,0.67,5.5,-4.81,0.06
SDSS J080048.13+465825.5,2MASS J08004815+4658256,120.2006,46.9738,1800,1.4,5.5,-3.72,0.04
2MASSW J0801405+462850,2MASSW J0801405+462850,120.4189,46.4803,1700,0.83,5.5,-4.29,0.14
2MASS J08041429+0330474,2MASS J08041429+0330474,121.0595,3.5132,2300,1.49,4.0,-3.26,0.02
WISE J080700.23+413026.8,2MASS J08070024+4130305,121.7511,41.5084,1700,0.59,5.5,-4.58,0.06
SDSS J080959.01+443422.2,2MASS J08095903+4434216,122.4948,44.5719,1700,0.69,5.0,-4.45,0.07
NLTT 19109B,2MASS J08115898-0857597,122.9958,-8.9665,2500,0.87,4.0,-3.57,0.02
SDSS J081757.49+182405.0,2MASS J08175749+1824048,124.4895,18.4014,1900,1.4,5.5,-3.65,0.02
SDSS J081812.28+331048.2,2MASS J08181234+3310479,124.5513,33.18,1900,1.27,5.5,-3.74,0.08
2MASS J08194602+1658539,2MASS J08194602+1658539,124.9417,16.9816,2400,1.08,3.5,-3.46,0.02
WISEPA J081958.05-033529.0,2MASS J08195820-0335266,124.9924,-3.5908,1200,0.96,4.0,-4.76,0.04
2MASSW J0820299+450031,2MASSW J0820299+450031,125.1249,45.0087,1700,0.95,4.5,-4.17,0.11
SDSS J082030.12+103737.0,2MASS J08203013+1037372,125.1257,10.627,1400,0.87,3.5,-4.56,0.24
WISEPA J082131.63+144319.3,2MASS J08213173+1443231,125.3821,14.7228,1100,0.83,4.5,-5.04,0.09
2MASS J08230838+6125208,2MASS J08230838+6125208,125.7847,61.4224,1700,1.29,5.5,-3.9,0.03
2MASS J08234818+2428577,2MASS J08234818+2428577,125.9507,24.4827,1700,1.15,5.5,-4.0,0.03
2MASSI J0825196+211552,2MASSI J0825196+211552,126.3317,21.2643,1700,0.57,4.5,-4.63,0.02
SDSS J082642.65+193922.0,2MASS J08264262+1939224,126.6776,19.6562,2400,0.98,3.5,-3.55,0.02
SSSPM J0829-1309,SSSPM J0829-1309,127.1424,-13.1555,1800,1.29,5.5,-3.8,0.02
2MASSW J0829066+145622,2MASSI J0829066+145622,127.2776,14.9395,1800,1.19,5.5,-3.87,0.02
LHS 248,G  51-15,127.4556,26.776,2700,1.29,5.0,-3.1,0.02
PSO J127.4696+10.5777,PSO J127.4696+10.5777,127.4697,10.5778,1800,1.51,5.0,-3.65,0.08
2MASSW J0829570+265510,2MASSW J0829570+265510,127.4878,26.9195,1700,0.69,4.5,-4.46,0.22
SDSSp J083008.12+482847.4,2MASS J08300825+4828482,127.534,48.4799,1400,0.7,3.5,-4.75,0.09
PSO J127.5648-11.1861,2MASS J08301554-1111101,127.5648,-11.1861,1300,0.92,4.5,-4.66,0.09
LHS 2021,LP  485-17,127.6357,9.7876,2500,1.33,4.5,-3.21,0.02
SDSS J083048.80+012831.1,2MASS J08304878+0128311,127.7034,1.4754,1100,0.99,4.5,-4.89,0.11
2MASS J08315598+1025417,2MASS J08315598+1025417,127.9833,10.4283,2400,1.2,3.5,-3.37,0.02
2MASSW J0832045-012835,2MASSW J0832045-012835,128.0188,-1.4767,1800,1.38,5.5,-3.74,0.02
WISE J083450.79+642526.8,2MASS J08345101+6425295,128.7124,64.4248,2500,0.96,4.0,-3.49,0.04
SDSS J083506.16+195304.4,2MASS J08350622+1953050,128.7759,19.8847,1800,0.76,5.0,-4.25,0.12
2MASS J08352366+1029318,2MASS J08352366+1029318,128.8486,10.4922,2500,1.18,4.5,-3.31,0.02
2MASSI J0835425-081923,2MASS J08354256-0819237,128.9272,-8.3232,1700,0.87,4.5,-4.24,0.02
SDSS J083545.33+222430.9,2MASS J08354537+2224310,128.939,22.4086,2400,1.2,4.0,-3.38,0.05
2MASS J08355829+0548308,ULAS2MASS J0835+0548,128.9929,5.8086,1800,1.82,5.5,-3.5,0.02
SDSS J083621.98+494931.5,2MASS J08362199+4949312,129.0917,49.8255,2300,1.09,4.0,-3.53,0.04
SDSS J083646.35+052642.6,2MASS J08364635+0526426,129.1932,5.4452,1900,2.21,5.5,-3.25,0.02
SDSSp J083717.22-000018.3,SDSS J083717.21-000018.0,129.3215,-0.0051,1400,0.78,5.5,-4.69,0.1
2MASS J08391608+1253543,2MASS J08391608+1253543,129.817,12.8984,2400,1.5,3.5,-3.18,0.02
SDSS J084016.42+543002.1,2MASS J08401643+5430019,130.0685,54.5006,2300,0.84,3.5,-3.76,0.06
LHS 2034,V* AZ Cnc,130.1237,18.4024,2700,1.32,5.0,-3.08,0.02
SDSS J084106.85+603506.3,2MASS J08410686+6035067,130.2785,60.5852,1800,1.3,5.5,-3.78,0.09
SDSS J084307.95+314129.2,2MASS J08430796+3141297,130.7831,31.6915,1800,1.48,5.5,-3.68,0.08
SDSS J084333.28+102443.5,2MASS J08433323+1024470,130.8885,10.4131,1900,1.11,5.5,-3.85,0.02
2MASSI J0847287-153237,SIPS J0847-1532,131.8698,-15.5437,1800,1.37,5.5,-3.75,0.02
SDSS J084751.48+013811.0,2MASS J08475148+0138110,131.9645,1.6364,1700,1.01,5.5,-4.11,0.07
SDSS J085116.20+181730.0,2MASS J08511627+1817302,132.8178,18.2917,1800,0.69,5.0,-4.34,0.07
WISEA J085224.36+513925.5,2MASS J08522440+5139319,133.1016,51.6587,2700,1.16,3.5,-3.17,0.02
SDSS J085234.90+472035.0,2MASS J08523490+4720359,133.1454,47.3431,1800,0.54,5.5,-4.58,0.07
LHS 2065,LP  666-9,133.4007,-3.4923,1800,1.86,5.5,-3.47,0.02
PSO J133.8302+06.0160,2MASS J08551923+0600579,133.8301,6.0161,2400,1.38,3.5,-3.24,0.2
SDSSp J085758.45+570851.4,2MASS J08575849+5708514,134.4936,57.1476,1700,0.75,4.5,-4.38,0.02
SDSS J085834.42+325627.7,2MASS J08583467+3256275,134.643,32.9407,1400,0.83,3.5,-4.6,0.12
SDSS J085836.98+271050.8,2MASS J08583693+2710518,134.6539,27.1811,1800,2.11,5.5,-3.37,0.05
2MASSI J0859254-194926,2MASSI J0859254-194926,134.856,-19.824,1500,0.75,5.0,-4.61,0.08
2MASS J08593854+6341355,2MASS J08593854+6341355,134.9106,63.6932,1800,1.55,5.5,-3.63,0.02
2MASS J08594029+1145325,2MASS J08594029+1145325,134.9179,11.759,1900,1.8,5.5,-3.43,0.02
PSO J135.0395+32.0845,2MASS J09000957+3205045,135.0399,32.0846,1800,1.81,5.5,-3.49,0.08
LP 368-128,LP  368-128,135.0981,21.8347,2700,1.31,5.0,-3.09,0.02
SDSS J090023.68+253934.3,2MASS J09002367+2539345,135.0987,25.6596,1800,0.76,5.5,-4.26,0.12
WISEA J090258.99+670833.1,2MASS J09025921+6708355,135.7469,67.1431,1600,0.76,4.0,-4.46,0.21
PSO J135.7840+16.9932,2MASS J09030814+1659358,135.784,16.9933,1800,0.98,5.5,-4.06,0.23
ULAS J090521.61+100654.9,PSO J136.3401+10.1151,136.3401,10.1156,1400,0.67,5.5,-4.8,0.13
2MASS J09054654+5623117,2MASS J09054654+5623117,136.4439,56.3866,1800,0.85,5.0,-4.18,0.03
PSO J136.5380-14.3267,PSO J136.5380-14.3267,136.5389,-14.3272,1200,0.9,5.5,-4.81,0.11
PSO J136.5494-06.1944,2MASS J09061182-0611397,136.5493,-6.1944,1900,1.15,5.5,-3.82,0.02
2MASSI J0908380+503208,2MASS J09083803+5032088,137.1584,50.5356,1800,0.52,5.5,-4.6,0.02
SDSS J090900.73+652527.2,2MASS J09090085+6525275,137.2538,65.4244,1300,0.66,5.5,-4.94,0.07
SDSS J090948.13+194043.9,2MASS J09094822+1940428,137.4509,19.6786,1800,1.58,5.5,-3.61,0.03
DENIS-P J090957.1-065806,DENIS J090957.1-065806,137.4895,-6.9718,1800,1.6,5.5,-3.61,0.02
PSO J138.1887-06.9862,Null,138.189,-6.986,2400,1.26,3.5,-3.32,0.03
2MASS J09161504+2139512,2MASS J09161504+2139512,139.0625,21.6642,2400,0.95,4.0,-3.57,0.02
WISEA J091657.18-112104.7,2MASS J09165708-1120597,139.2379,-11.3501,2400,0.91,4.0,-3.6,0.02
2MASS J09175418+6028065,2MASS J09175418+6028065,139.4757,60.4685,1700,0.8,5.0,-4.32,0.12
PSO J139.5493+39.0380,2MASS J09181190+3902168,139.5495,39.0379,1800,0.96,5.5,-4.06,0.07
2MASSW J0918382+213406,2MASSW J0918382+213406,139.6592,21.5682,1700,0.83,5.5,-4.28,0.14
WISE J092055.40+453856.3,2MASS J09205549+4539058,140.2312,45.6514,1800,0.45,5.5,-4.73,0.03
2MASS J09211410-2104446,SIPS J0921-2104,140.3088,-21.079,2300,0.74,4.0,-3.87,0.02
SDSS J092308.70+234013.7,2MASS J09230861+2340152,140.7859,23.671,2300,0.9,5.0,-3.7,0.02
2MASSW J0928397-160312,2MASSW J0928397-160312,142.1654,-16.0535,1700,1.31,5.5,-3.89,0.03
SDSS J093113.23+280227.1,2MASS J09311309+2802289,142.8047,28.0412,1900,1.06,5.5,-3.88,0.03
2MASS J09312823+0528223,LP  548-1,142.8676,5.4729,2600,1.33,4.0,-3.14,0.02
SDSS J093237.47+672514.5,2MASS J09323750+6725153,143.1562,67.4209,2300,0.85,4.0,-3.74,0.04
NLTT 22073B,SIPS J0933-2752,143.4055,-27.8792,2500,0.91,3.5,-3.53,0.02
PSO J143.6774-29.8356,2MASS J09344258-2950074,143.6774,-29.8354,2300,0.86,4.0,-3.75,0.07
2MASSI J0937347+293142,2MASSI J0937347+293142,144.3952,29.5282,900,0.87,5.5,-5.34,0.06
2MASS J09384022-2748184,SIPS J0938-2748,144.6676,-27.8051,2600,1.23,4.0,-3.2,0.02
SDSS J093858.88+044343.9,2MASS J09385888+0443438,144.7453,4.7288,2400,1.16,3.5,-3.39,0.03
2MASS J09393548-2448279,2MASS J09393548-2448279,144.8979,-24.8077,600,1.29,5.5,-5.73,0.16
SDSS J094047.88+294653.0,2MASS J09404793+2946534,145.1996,29.7815,1800,1.84,5.5,-3.48,0.05
SDSS J094134.92+100942.0,2MASS J09413492+1009428,145.3955,10.1619,2300,1.38,4.0,-3.32,0.02
TVLM 262-111511,TVLM 262-111511,145.594,42.7598,2500,1.11,4.0,-3.37,0.02
2MASSW J0944027+313132,2MASSW J0944027+313132,146.0116,31.5258,1800,1.16,5.5,-3.89,0.04
PSO J146.0144+05.1319,2MASS J09440344+0507550,146.0144,5.132,1800,1.63,5.5,-3.6,0.22
2MASS J09474477+0224327,2MASS J09474477+0224327,146.9366,2.4091,2500,1.42,4.0,-3.15,0.02
2MASS J09490860-1545485,2MASS J09490860-1545485,147.2859,-15.7635,1400,0.83,4.5,-4.62,0.1
LHS 2195,LP  548-37,147.3426,8.1125,2500,1.06,4.5,-3.41,0.02
PSO J147.5092-27.6337,2MASS J09500220-2738011,147.5092,-27.6336,1900,1.38,5.5,-3.66,0.06
LP 261-75B,LP  261-75 B,147.773,35.9671,1600,0.76,5.5,-4.47,0.06
TVLM 262-70502,TVLM 262-70502,147.9488,42.564,2700,1.27,5.0,-3.11,0.02
PSO J149.0341-14.7857,2MASS J09560810-1447065,149.0339,-14.7853,1300,0.76,4.0,-4.83,0.06
PSO J149.1907-19.1730,2MASS J09564583-1910227,149.191,-19.173,1800,1.05,5.5,-3.98,0.03
WISEA J095729.41+462413.5,2MASS J09572983+4624177,149.3743,46.4048,1700,0.88,4.5,-4.24,0.14
2MASS J09593276+4523309,2MASS J09593276+4523309,149.8865,45.3919,1600,1.45,4.0,-3.9,0.08
2MASS J10031918-0105079,LP  609-24,150.8298,-1.0856,2600,1.18,5.0,-3.25,0.02
G 196-3B,G 196-3B,151.086,50.3832,1700,1.24,4.5,-3.95,0.02
2MASSW J1004392-333518,2MASSW J1004392-333518,151.1638,-33.5886,1700,1.08,5.5,-4.06,0.03
SDSS J100711.74+193056.2,2MASS J10071185+1930563,151.7994,19.5155,1800,0.38,5.5,-4.88,0.04
2MASS J10073369-4555147,2MASS J10073369-4555147,151.8906,-45.9207,1000,0.9,4.5,-5.12,0.05
PSO J152.2977+15.9912,2MASS J10091160+1559289,152.2983,15.9912,1900,1.17,5.5,-3.81,0.07
WISE J100926.40+354137.5,2MASS J10092633+3541415,152.3598,35.6947,2400,1.15,3.5,-3.41,0.03
2MASSI J1010148-040649,2MASS J10101480-0406499,152.5615,-4.1139,1800,0.58,5.0,-4.48,0.06
TVLM 263-71765,TVLM 263-71765,152.751,42.7509,2600,1.26,5.0,-3.18,0.02
NLTT 23716B,2MASS J10131700-0601197,153.3209,-6.0222,2500,0.98,4.5,-3.47,0.02
PSO J153.7969-11.3631,Null,153.7971,-11.363,1900,1.41,5.5,-3.64,0.06
2MASS J10163470+2751497,LP  315-53,154.1445,27.8636,2600,1.39,4.0,-3.1,0.02
SDSS J101742.51+431057.9,2MASS J10174252+4310584,154.4271,43.1828,1800,1.4,5.5,-3.72,0.04
2MASSW J1018588-290953,SIPS J1018-2909,154.7449,-29.1649,1800,1.52,5.5,-3.65,0.02
DENIS J1019245-270717,SIPS J1019-2707,154.8518,-27.1214,2400,0.89,4.0,-3.63,0.02
PSO J154.9622+04.8279,2MASS J10195117+0449444,154.9631,4.829,1800,0.85,5.5,-4.17,0.13
TVLM 213-2005,TVLM 213-2005,155.3641,50.9179,2600,1.19,5.0,-3.24,0.02
2MASS J10213232-2044069,SIPS J1021-2044,155.3846,-20.7353,2400,1.02,3.5,-3.5,0.02
SDSS J102204.88+020047.5,2MASS J10220489+0200477,155.5204,2.0133,1800,1.7,5.5,-3.55,0.02
HD 89744B,2MASS J10221489+4114266,155.562,41.2407,1800,1.59,5.5,-3.61,0.03
2MASS J10224821+5825453,2MASS J10224821+5825453,155.7009,58.4293,1800,1.41,5.5,-3.72,0.02
WISEA J102304.04+155616.4,2MASS J10230417+1556241,155.7672,15.9397,2500,0.89,4.5,-3.55,0.02
SDSS J102552.43+321234.0,2MASS J10255227+3212349,156.4681,32.2097,1800,0.46,5.0,-4.7,0.03
2MASSI J1029216+162652,2MASSI J1029216+162652,157.3404,16.4478,1700,1.23,5.5,-3.95,0.03
ULAS J102940.52+093514.6,ULAS J102940.52+093514.6,157.4201,9.5877,500,2.43,3.5,-5.44,0.12
SDSS J102947.68+483412.2,2MASS J10294770+4834128,157.4487,48.5701,2400,0.97,3.5,-3.55,0.07
SDSS J103026.78+021306.4,SDSS J103026.78+021306.4,157.6117,2.2185,1800,0.71,5.0,-4.31,0.13
2MASS J10315064+3349595,2MASS J10315064+3349595,157.9609,33.8332,1700,1.43,5.5,-3.83,0.07
PSO J158.1597+05.2231,PSO J158.1597+05.2231,158.1603,5.2234,1900,1.17,5.5,-3.8,0.23
SDSS J103309.11+121626.0,2MASS J10330903+1216265,158.2878,12.274,1800,1.63,5.5,-3.59,0.03
SDSS J103321.92+400549.5,2MASS J10332186+4005499,158.3412,40.0973,1800,0.76,5.5,-4.25,0.13
SDSS J103405.67+035016.3,2MASS J10340564+0350164,158.5235,3.8379,1800,1.89,5.5,-3.46,0.03
2MASSW J1035245+250745,2MASSW J1035246+250745,158.8522,25.1291,1800,1.4,5.5,-3.72,0.02
HIP 51877B,2MASS J10355478+3655420,158.9781,36.9283,1800,1.72,5.5,-3.54,0.04
WISEA J103602.80+030615.6,2MASS J10360307+0306160,159.0129,3.1044,1800,0.98,5.5,-4.04,0.06
PSO J159.0433-27.6357,2MASS J10361043-2738055,159.0434,-27.6349,1800,1.44,5.5,-3.71,0.23
2MASSW J1036530-344138,2MASSW J1036530-344138,159.2211,-34.694,1800,0.48,5.5,-4.68,0.03
PSO J159.2399-26.3885,2MASS J10365759-2623188,159.24,-26.3886,1400,1.72,5.5,-4.0,0.17
WISE J103907.73-160002.9,WISE J103907.73-160002.9,159.783,-16.0003,800,1.28,5.0,-5.21,0.07
SDSS J103931.35+325625.5,2MASS J10393137+3256263,159.8807,32.9406,1400,1.13,5.5,-4.35,0.1
PSO J160.0416-21.3281,2MASS J10401018-2119405,160.0423,-21.3279,1400,0.82,5.5,-4.62,0.15
2MASS J10430758+2225236,2MASSI J1043075+222523,160.7815,22.4234,1400,0.93,4.0,-4.53,0.1
SDSS J104335.08+121314.1,2MASS J10433508+1213149,160.8962,12.2208,1500,0.65,5.5,-4.71,0.07
SDSS J104409.43+042937.6,2MASS J10440942+0429376,161.0393,4.4938,1500,1.19,5.5,-4.17,0.1
2MASS J10461875+4441149,2MASS J10461875+4441149,161.5783,44.6874,1800,1.02,5.5,-4.01,0.04
DENIS-P J104731.1-181558,DENIS J104731.1-181558,161.8794,-18.266,1900,1.35,5.5,-3.68,0.02
2MASSI J1047538+212423,2MASSW J1047539+212423,161.9735,21.4063,1000,0.7,5.5,-5.36,0.06
PSO J162.0614+13.9756,2MASS J10481476+1358341,162.0614,13.976,1800,0.78,5.5,-4.24,0.13
SDSS J104829.21+091937.8,2MASS J10482926+0919373,162.122,9.3269,1300,0.78,5.5,-4.79,0.11
SDSS J104842.84+011158.5,LSPM J1048+0111,162.1784,1.1995,1800,1.47,5.5,-3.67,0.02
SDSS J104922.45+012559.2,2MASS J10492244+0125593,162.3435,1.4331,1800,0.76,5.0,-4.26,0.13
2MASS J10511900+5613086,2MASS J10511900+5613086,162.8291,56.2191,1800,1.35,5.5,-3.76,0.02
SDSS J105151.25+131116.3,2MASS J10515129+1311164,162.9636,13.1879,1800,2.81,5.5,-3.12,0.07
