name,name_simbadable,ref_discovery,flag,ref_flag,age_category,age_category_justification,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,designation_P1_formula,g_P1,gerr_P1,ref_g_P1,r_P1,rerr_P1,ref_r_P1,i_P1,ierr_P1,ref_i_P1,z_P1,zerr_P1,ref_z_P1,y_P1,yerr_P1,ref_y_P1,designation_2mass,J_2MASS,Jerr_2MASS,ref_J_2MASS,H_2MASS,Herr_2MASS,ref_H_2MASS,Ks_2MASS,Kserr_2MASS,ref_Ks_2MASS,designation_ukidss,J_ukidss,Jerr_ukidss,H_ukidss,Herr_ukidss,K_ukidss,Kerr_ukidss,J_MKO,Jerr_MKO,ref_J_MKO,H_MKO,Herr_MKO,ref_H_MKO,K_MKO,Kerr_MKO,ref_K_MKO,designation_WISE,W1,W1err,ref_W1,W2,W2err,ref_W2,W3,W3err,ref_W3,W4,W4err,ref_W4,ch1,ch1err,ch2,ch2err,ref_Spitzer,plx_formula,plxerr_formula,ref_plx_formula,grav_opt,ref_grav_opt,grav_ir,ref_grav_ir,spt_opt,ref_spt_opt,spt_ir,ref_spt_ir,sptnum_opt_formula,sptnum_ir_formula,sptnum_formula,dist_formula,disterr_formula,dist_formula_source,spex_slit_size,spex_prism_snr,spex_prism_ref,best_fit_atmo_model_name,reduced_chi2_best_fit,teff_atmo,radius_atmo,logg_atmo,log_lbol_lsun,log_lbol_lsun_err,lbol_flag,evo_model_name,teff_evo,teff_evo_err,radius_evo,radius_evo_err,mass_evo,mass_evo_err,logg_evo,logg_evo_err
WISE J023038.90-022554.0,2MASS J02303865-0225546,Thom13,Null,Null,Field,UCS+BANYAN,37.6612,-2.4319,PS1,PSO J037.6622-02.4316,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.3,0.032,Cham16,19.139,0.034,Cham16,2MASS J02303865-0225546,16.682,0.114,Cutr03,15.724,0.111,Cutr03,14.928,0.111,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.86,0.02,Best20,15.877,0.054,Best21,15.075,0.054,Best21,CWISE J023039.01-022553.7,14.232,0.014,Maro21,13.663,0.013,Maro21,11.824,0.215,Cutr13,9.097,NaN,Cutr13,13.82,0.02,13.65,0.02,Thom13,35,4,Best20,Null,Null,Null,Null,Null,Null,L8: pec,Thom13,NaN,18,18,29,3,dist_plx_formula,0.8,15.0; 34.0; 31.0; 28.0; 34.0; 37.0,Sang23,BT-Settl,8.9,1400,0.86,4.5,-4.59,0.12,FALSE,SM08,1252,105,1.07,0.17,30.06,23.03,4.84,0.49
2MASS J02304442-3027275,2MASS J02304442-3027275,Kirk10,Null,Null,FLD-G,Sang23,37.6851,-30.4575,Gaia23,PSO J037.6857-30.4579,NaN,NaN,Null,NaN,NaN,Null,20.236,0.032,Cham16,18.763,0.015,Cham16,17.797,0.057,Cham16,2MASS J02304442-3027275,15.822,0.077,Cutr03,15.21,0.107,Cutr03,14.886,0.107,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.78,0.077,Best21,15.287,0.107,Best21,14.865,0.107,Best21,CWISE J023044.58-302728.6,14.298,0.014,Maro21,14.058,0.015,Maro21,12.865,0.5,Cutr13,8.772,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,17.4,1.1,Gaia23,Null,Null,FLD-G,Sang23,Null,Null,L1,Kirk10,NaN,11,11,57,4,dist_plx_formula,0.5,36.0; 77.0; 52.0; 47.0; 47.0; 48.0,Kirk10,BT-Settl,8.9,1800,1.37,5.5,-3.73,0.06,FALSE,BHAC15,1781,91,1.42,0.14,17.62,11.93,4.35,0.28
DENIS J0230450-095305,2MASS J02304498-0953050,Mart10,Null,Null,Field,UCS+BANYAN,37.6875,-9.8848,Gaia23,PSO J037.6881-09.8849,NaN,NaN,Null,21.555,0.122,Cham16,19.155,0.011,Cham16,17.728,0.007,Cham16,16.749,0.007,Cham16,2MASS J02304498-0953050,14.818,0.032,Cutr03,13.912,0.037,Cutr03,13.403,0.037,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.772,0.032,Best21,13.98,0.037,Best21,13.384,0.037,Best21,CWISE J023045.15-095305.8,12.941,0.012,Maro21,12.72,0.01,Maro21,11.805,0.196,Cutr13,9.109,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,33.8,0.5,Gaia23,Null,Null,Null,Null,L0,Mart10,L0.9,Bard14,10,10.9,10,29.6,0.4,dist_plx_formula,0.5,60.0; 122.0; 100.0; 94.0; 79.0; 83.0,Bard14,BT-Settl,24.8,1800,1.26,5.5,-3.82,0.02,FALSE,SM08,2018,195,1.01,0.19,61.42,24.19,5.2,0.41
NLTT 8245B,2MASS J02332368+6545493,Deac14b,Null,Null,NLTT 8245B,system_age,38.3486,65.7637,Gaia23,PSO J038.3476+65.7629,NaN,NaN,Null,NaN,NaN,Null,18.657,0.017,Cham16,17.375,0.006,Cham16,16.498,0.011,Cham16,2MASS J02332368+6545493,14.922,0.052,Cutr03,14.221,0.056,Cutr03,13.812,0.056,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.893,0.052,Best21,14.281,0.056,Best21,13.787,0.056,Best21,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,NaN,NaN,Null,17.3,0.27,Gaia23,Null,Null,Null,Null,Null,Null,M7,Deac14b,NaN,7,7,57.8,0.9,dist_plx_formula,0.8,45.0; 77.0; 48.0; 45.0; 38.0; 39.0,Deac14b,BT-Settl,19.5,2500,1.15,4,-3.33,0.02,FALSE,BHAC15,2563,26,1.09,0.02,91.22,4.94,5.3,0.04
SDSS J023547.56-084919.8,2MASS J02354756-0849198,Hawl02,Null,Null,Field,UCS+BANYAN,38.9482,-8.8222,Gaia23,PSO J038.9480-08.8221,NaN,NaN,Null,22.222,0.104,Cham16,19.895,0.013,Cham16,18.42,0.006,Cham16,17.442,0.013,Cham16,2MASS J02354756-0849198,15.571,0.055,Cutr03,14.812,0.067,Cutr03,14.191,0.067,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.524,0.055,Best21,14.881,0.067,Best21,14.17,0.067,Best21,CWISE J023547.53-084919.7,13.788,0.014,Maro21,13.543,0.013,Maro21,12.29,NaN,Cutr13,9.315,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,21.7,0.9,Gaia23,Null,Null,Null,Null,L2,Hawl02,L2,Bard14,12,12,12,46.1,1.9,dist_plx_formula,0.5,67.0; 140.0; 107.0; 102.0; 88.0; 90.0,Bard14,BT-Settl,33.9,1800,1.37,5.5,-3.74,0.04,FALSE,BHAC15,2099,198,1.01,0.19,64.02,24.28,5.21,0.4
GJ 1048B,HD  16270B,Gizi01a,Null,Null,GJ 1048B,system_age,38.9997,-23.5223,Gaia23,PSO J039.0001-23.5222,NaN,NaN,Null,NaN,NaN,Null,17.404,0.033,Cham16,16.164,0.048,Cham16,15.39,0.052,Cham16,2MASS J02355993-2331205,12.69,NaN,Cutr03,12.725,0.081,Cutr03,12.186,0.081,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,12.66,0.5,Fahe12,12.795,0.081,Best21,12.17,0.08,Fahe12,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,NaN,NaN,Null,46.42,0.22,Gaia23,Null,Null,FLD-G,Sang23,L1,Gizi01a,L1,Gizi01a,11,11,11,21.54,0.1,dist_plx_formula,0.5,112.0; 233.0; 204.0; 187.0; 165.0; 173.0,Burg08c,BT-Settl,8.6,1800,1.67,5.5,-3.57,0.03,FALSE,BHAC15,2332,24,1,0.01,82,2.67,5.33,0.02
SDSSp J023617.93+004855.0,2MASS J02361794+0048548,Geba02,specblend?,Bard14;Bard15,ABDMG?,UCS+BANYAN,39.0748,0.8152,PS1,PSO J039.0752+00.8146,NaN,NaN,Null,NaN,NaN,Null,21.411,0.033,Cham16,19.238,0.015,Cham16,18.138,0.025,Cham16,2MASS J02361794+0048548,16.098,0.077,Cutr03,15.265,0.091,Cutr03,14.666,0.091,Cutr03,ULAS J023617.99+004853.7,NaN,NaN,15.131,0.008,14.55,0.008,16.008,0.077,Best21,15.131,0.008,Lawr12,14.55,0.008,Lawr12,CWISE J023618.06+004852.1,13.829,0.014,Maro21,13.421,0.012,Maro21,12.655,0.477,Cutr13,9.103,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,Null,Null,L6,Hawl02,L6.5,Knap04,16,16.5,16,31,8,dist_W2_formula_young,0.5,48.0; 103.0; 85.0; 84.0; 70.0; 78.0,Bard14,BT-Settl,11.9,1800,0.75,5.5,-4.28,0.23,FALSE,SM08,1400,76,1.22,0.03,23.25,7.97,4.6,0.16
PSO J039.6352-21.7746,PSO J039.6352-21.7746,Alle16a,lowg,Alle16a,INT-G,Alle16a,39.635,-21.7742,Gaia23,PSO J039.6354-21.7748,NaN,NaN,Null,21.568,0.06,Cham16,19.122,0.008,Cham16,17.492,0.007,Cham16,16.549,0.01,Cham16,2MASS J02383238-2146268,14.8,0.036,Cutr03,14.164,0.044,Cutr03,13.778,0.05,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.73,0.04,Alle16a,14.24,0.05,Alle16a,13.68,0.05,Alle16a,CWISE J023832.49-214629.3,13.407,0.014,Maro21,13.135,0.011,Maro21,12.091,0.234,Cutr13,9.384,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,26.6,0.3,Gaia23,Null,Null,INT-G,Alle16a,Null,Null,L2.6: INT-G,Alle16a,NaN,12.6,12.6,37.6,0.4,dist_plx_formula,0.5,61.0; 79.0; 55.0; 52.0; 46.0; 45.0,Alle16a,BT-Settl,10,2400,0.81,4,-3.71,0.02,FALSE,BHAC15,1886,88,1.3,0.12,25.96,10.32,4.6,0.25
2MASSI J0239424-173547,SIPS J0239-1735,Cruz03,Null,Null,Field,UCS+BANYAN,39.9269,-17.5965,Gaia23,PSO J039.9271-17.5968,NaN,NaN,Null,20.715,0.039,Cham16,18.532,0.004,Cham16,17.103,0.005,Cham16,16.156,0.006,Cham16,2MASS J02394245-1735471,14.291,0.032,Cutr03,13.525,0.032,Cutr03,13.039,0.032,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.25,0.032,Best21,13.587,0.032,Best21,13.02,0.032,Best21,CWISE J023942.51-173548.7,12.717,0.013,Maro21,12.46,0.009,Maro21,11.792,0.196,Cutr13,9.078,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,33.2,0.26,Gaia23,Null,Null,Null,Null,L0,Cruz03,M9,Maro13,10,9,10,30.12,0.24,dist_plx_formula,0.5,76.0; 145.0; 121.0; 115.0; 94.0; 103.0,Bard14,BT-Settl,75.7,1800,1.61,5.5,-3.6,0.02,TRUE,BHAC15,2263,201,1.03,0.18,70.91,24.47,5.24,0.38
2MASS J02411151-0326587,2MASS J02411151-0326587,Cruz07,lowg;young,Cruz07;Cruz09;Alle13a,gamma,Cruz09;Alle13a,40.298,-3.4497,PS1,PSO J040.2982-03.4497,NaN,NaN,Null,22.86,0.137,Cham16,20.469,0.019,Cham16,18.964,0.018,Cham16,17.888,0.022,Cham16,2MASS J02411151-0326587,15.799,0.065,Cutr03,14.811,0.05,Cutr03,14.035,0.05,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.723,0.065,Best21,14.871,0.05,Best21,13.997,0.05,Best21,CWISE J024111.60-032659.2,13.643,0.015,Maro21,13.306,0.011,Maro21,12.521,NaN,Cutr13,9.287,NaN,Cutr13,13.39,0.02,13.24,0.02,Luhm09b,18.5,2.1,Liu_16,gamma,Cruz09,VL-G,Alle13a,L0 gamma,Cruz09,L1: VL-G,Alle13a,10,11,10,54,6,dist_plx_formula,0.5,20.0; 46.0; 38.0; 31.0; 42.0; 43.0,Burg17,BT-Settl,12.5,1700,1.79,5.5,-3.61,0.1,FALSE,BHAC15,1896,100,1.45,0.13,18.58,8.99,4.36,0.24
WISE J024124.73-365328.0,WISE J024124.73-365328.0,Kirk12,Argus?,Zhan21a,ARG,UCS+BANYAN,40.3522,-36.8915,CatWISE,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,Null,NaN,NaN,Null,NaN,NaN,Null,17.08,0.07,McMa13,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.72,0.01,McMa13,17.04,0.07,Kirk19,17.269,0.053,usyn23,CWISE J024124.83-365327.5,16.69,0.036,Maro21,14.392,0.018,Maro21,12.514,0.33,Cutr13,9.444,NaN,Cutr13,15.739,0.027,14.348,0.019,Kirk19,53.1,2.5,Kirk21,Null,Null,Null,Null,Null,Null,T7,Tinn18,NaN,27,27,18.8,0.9,dist_plx_formula,0.8,29.0; 47.0; 8.0; 17.0; 3.0; 11.0,Zhan21d,ATMO 2020,4.4,900,0.88,5,-5.33,0.06,FALSE,SM08,747,9,1.29,0.01,4.97,0.33,3.89,0.03
LSPM J0241+2553B,LSPM J0241+2553B,Deac14b,Null,Null,LSPM J0241+2553B,system_age,40.4648,25.8958,PS1,PSO J040.4646+25.8952,NaN,NaN,Null,NaN,NaN,Null,21.135,0.032,Cham16,19.919,0.041,Cham16,18.994,0.028,Cham16,2MASS J02415153+2553452,17.027,0.18,Cutr03,16.028,0.149,Cutr03,15.331,0.149,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.945,0.021,Schn23b,16.136,0.052,Schn23b;UCS_23,15.424,0.021,Schn23b,CWISE J024151.49+255342.6,15.035,0.018,Maro21,14.809,0.027,Maro21,11.721,NaN,Cutr13,9.004,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,13.11,0.2,Gaia23,Null,Null,Null,Null,Null,Null,L1,Deac14b,NaN,11,11,76.3,1.2,dist_plx_formula,0.8,15.0; 33.0; 21.0; 19.0; 22.0; 23.0,Deac14b,BT-Settl,4,1800,1.2,5.5,-3.86,0.03,FALSE,SM08,1874,201,1.11,0.24,52.3,27.44,5.04,0.49
2MASSI J0241536-124106,2MASS J02415367-1241069,Cruz03,Null,Null,FLD-G,Sang23,40.4738,-12.6853,Gaia23,PSO J040.4748-12.6854,NaN,NaN,Null,NaN,NaN,Null,20.024,0.032,Cham16,18.624,0.012,Cham16,17.635,0.008,Cham16,2MASS J02415367-1241069,15.605,0.068,Cutr03,14.646,0.063,Cutr03,13.931,0.063,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.56,0.068,Best21,14.717,0.063,Best21,13.91,0.063,Best21,CWISE J024154.03-124107.6,13.603,0.014,Maro21,13.349,0.011,Maro21,12.875,0.435,Cutr13,9.397,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,25.4,0.9,Gaia23,Null,Null,FLD-G,Sang23,L2:,Cruz03,L1.9,Bard14,12,11.9,12,39.4,1.4,dist_plx_formula,0.5,25.0; 86.0; 85.0; 80.0; 67.0; 72.0,Burg08c,BT-Settl,17,1800,1.17,5.5,-3.88,0.04,FALSE,SM08,1624,79,1.44,0.14,14.65,11.34,4.26,0.28
2MASSW J0242435+160739,2MASSW J0242435+160739,Kirk99a,Null,Null,Field,UCS+BANYAN,40.6815,16.1275,Gaia23,PSO J040.6820+16.1267,NaN,NaN,Null,NaN,NaN,Null,20.11,0.016,Cham16,18.623,0.014,Cham16,17.678,0.005,Cham16,2MASS J02424355+1607392,15.776,0.053,Cutr03,14.998,0.058,Cutr03,14.349,0.058,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.718,0.053,Best21,15.106,0.051,Schn23b;UCS_23,14.356,0.009,Schn23b,CWISE J024243.72+160735.7,14.032,0.028,Maro21,13.781,0.029,Maro21,12.081,NaN,Cutr13,8.93,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,21.3,1.9,Gaia23,Null,Null,Null,Null,L1.5,Kirk99a,L1.7,Bard14,11.5,11.7,11.5,47,4,dist_plx_formula,0.5,39.0; 83.0; 50.0; 45.0; 55.0; 55.0,Bard14,BT-Settl,17,1800,1.27,5.5,-3.81,0.08,FALSE,SM08,1987,202,1.04,0.21,65.98,24.78,5.2,0.42
SDSS J024256.98+212319.6,2MASS J02425693+2123204,Chiu06,Null,Null,FLD-G,Sang23,40.7373,21.3888,PS1,PSO J040.7374+21.3885,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.447,0.04,Cham16,19.398,0.021,Cham16,2MASS J02425693+2123204,16.977,0.195,Cutr03,15.938,0.234,Cutr03,15.474,0.234,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,17.088,0.028,Schn23b,16.056,0.052,Schn23b;UCS_23,15.423,0.018,Schn23b,CWISE J024257.01+212318.5,14.687,0.017,Maro21,14.375,0.02,Maro21,12.47,NaN,Cutr13,8.259,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,FLD-G,Sang23,Null,Null,L4,Chiu06,NaN,14,14,52,4,dist_W2_formula,0.5,10.0; 6.0; 4.0; 5.0; 5.0; 4.0,Chiu06,BT-Settl,2.8,1600,1.07,5.5,-4.18,0.08,FALSE,SM08,1410,63,1.35,0.11,14.47,10.52,4.31,0.25
2MASSI J0243137-245329,2MASSI J0243137-245329,Burg02a,Null,Null,Field,UCS+BANYAN,40.8071,-24.8917,PS1,PSO J040.8060-24.8923,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,19.825,0.011,Cham16,17.951,0.021,Cham16,2MASS J02431371-2453298,15.381,0.05,Cutr03,15.137,0.168,Cutr03,15.216,0.168,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.13,0.03,Knap04,15.39,0.03,Knap04,15.34,0.03,Knap04,CWISE J024313.38-245332.8,14.666,0.017,Maro21,12.968,0.01,Maro21,11.488,0.142,Cutr13,9.196,NaN,Cutr13,13.952,0.019,12.976,0.017,Kirk19,94,4,Vrba04,Null,Null,Null,Null,T5.5,Pine16,T6,Burg06b,25.5,26,26,10.6,0.5,dist_plx_formula,0.5,80.0; 158.0; 37.0; 61.0; 14.0; 53.0,Burg04b,ATMO 2020,20.1,1000,0.85,4,-5.18,0.06,FALSE,SM08,890,69,1.08,0.17,19.27,18.05,4.63,0.51
WISE J024512.62-345047.8,WISE J024512.62-345047.8,Mace13a,Null,Null,Field,UCS+BANYAN,41.3029,-34.8466,CatWISE,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,Null,17.77,0.09,Kirk21,17.67,0.1,Kirk21,NaN,NaN,Null,Null,NaN,NaN,NaN,NaN,NaN,NaN,17.77,0.09,Mace13a,18.272,0.105,Best21,18.047,0.108,Best21,CWISE J024512.57-345048.1,16.962,0.044,Maro21,14.66,0.019,Maro21,12.184,0.327,Cutr13,8.952,NaN,Cutr13,16.047,0.03,14.587,0.02,Mace13a,43,4,Kirk21,Null,Null,Null,Null,Null,Null,T8,Mace13a,NaN,28,28,23.3,2.2,dist_plx_formula,0.5,10.0; 20.0; 2.0; 7.0; 1.0; 5.0,Mace13a,ATMO 2020,3.7,700,1.36,5,-5.4,0.12,FALSE,SM08,776,58,1.09,0.16,15.95,16.32,4.54,0.5
PSO J041.5426+01.9456,2MASS J02461021+0156447,Best15,Null,Null,Field,UCS+BANYAN,41.5425,1.9458,PS1,PSO J041.5427+01.9456,NaN,NaN,Null,NaN,NaN,Null,22.954,0.154,Cham16,20.182,0.026,Cham16,19.093,0.031,Cham16,2MASS J02461021+0156447,16.876,NaN,Cutr03,15.874,0.131,Cutr03,15.014,0.131,Cutr03,ULAS J024610.23+015644.2,16.846,0.02,15.868,0.015,15.086,0.013,16.846,0.02,Lawr12,15.868,0.015,Lawr12,15.086,0.013,Lawr12,CWISE J024610.24+015644.0,14.248,0.015,Maro21,13.71,0.014,Maro21,11.995,0.365,Cutr13,9.046,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,33.2,2.4,Best20,Null,Null,Null,Null,Null,Null,L8.5,Best15,NaN,18.5,18.5,30.1,2.2,dist_plx_formula,0.8,17.0; 30.0; 27.0; 25.0; 32.0; 34.0,Best15,BT-Settl,6.5,1400,0.89,4.5,-4.56,0.09,FALSE,SM08,1277,105,1.07,0.17,31.05,23.29,4.85,0.49
SDSS J024749.90-163112.6,2MASS J02474978-1631132,Chiu06,specblend,Burg10a;Bard15,Field,UCS+BANYAN,41.9576,-16.5203,PS1,PSO J041.9585-16.5198,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.475,0.108,Cham16,19.247,0.038,Cham16,2MASS J02474978-1631132,17.186,0.183,Cutr03,16.17,0.193,Cutr03,15.616,0.193,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,17.034,0.183,Best21,16.245,0.193,Best21,15.634,0.193,Best21,CWISE J024750.10-163110.8,15.177,0.018,Maro21,14.42,0.019,Maro21,12.741,NaN,Cutr13,9.39,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,Null,Null,Null,Null,T2:,Chiu06,NaN,22,22,29,4,dist_W2_formula,0.5,19.0; 29.0; 26.0; 27.0; 16.0; 25.0,Chiu06,BT-Settl,8.8,1400,0.71,5.5,-4.76,0.13,FALSE,SM08,1138,97,1.07,0.17,25.54,21.14,4.77,0.49
BR B0246-1703,LP  771-21,Tinn96,Null,Null,Field,UCS+BANYAN,42.1708,-16.8561,Gaia23,PSO J042.1707-16.8570,20.521,0.041,Cham16,18.962,0.011,Cham16,16.326,0.003,Cham16,14.977,0.002,Cham16,14.181,0.003,Cham16,2MASS J02484100-1651216,12.551,0.022,Cutr03,11.872,0.021,Cutr03,11.422,0.021,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,12.5,0.03,Legg98,11.81,0.03,Legg98,11.45,0.03,Legg98,CWISE J024840.95-165126.4,11.208,0.013,Maro21,11.012,0.008,Maro21,10.754,0.08,Cutr13,8.935,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,44.62,0.13,Gaia23,Null,Null,Null,Null,M8,Kirk97b,M8,Sang23,8,8,8,22.41,0.07,dist_plx_formula,0.8,37.0; 79.0; 68.0; 68.0; 40.0; 43.0,Sang23,BT-Settl,25.3,2600,1.22,5,-3.22,0.02,FALSE,BHAC15,2651,225,1.16,0.2,92.09,28.18,5.25,0.38
2MASS J0249-0557 c,2MASS J02495436-0558015,Dupu18,BPMG;lowg;young,Dupu18,BPMG,Dupu18,42.4766,-5.9671,PS1,PSO J042.4767-05.9672,NaN,NaN,Null,NaN,NaN,Null,21.413,0.045,Cham16,19.923,0.027,Cham16,18.935,0.026,Cham16,2MASS J02495436-0558015,16.545,0.114,Cutr03,15.484,0.132,Cutr03,14.881,0.124,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.64,0.06,Dupu18,15.61,0.06,Dupu18,14.78,0.03,Dupu18,CWISE J024954.41-055802.3,14.138,0.015,Maro21,13.615,0.014,Maro21,12.516,0.357,Cutr13,9.053,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,15.09,0.06,Gaia23,Null,Null,VL-G,Dupu18,Null,Null,L2 VL-G,Dupu18,NaN,12,12,66.27,0.26,dist_plx_formula,0.5,20.0; 35.0; 33.0; 28.0; 38.0; 37.0,Alle16b; Sang23,BT-Settl,7.8,1800,1.32,5,-3.77,0.02,FALSE,SM08,1651,8,1.58,0.01,13.18,0.11,4.13,0.01
TVLM 831-154910,TVLM 831-154910,Tinn93d,plx-discrep;lowg,Gagn15c;Liu_16,THA,UCS+BANYAN,42.5486,-1.8582,Gaia23,PSO J042.5489-01.8583,19.769,0.013,Cham16,18.462,0.008,Cham16,16.053,0.003,Cham16,14.947,0.004,Cham16,14.348,0.003,Cham16,2MASS J02501167-0151295,12.886,0.028,Cutr03,12.278,0.019,Cutr03,11.909,0.019,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,12.858,0.028,Best21,12.329,0.019,Best21,11.881,0.019,Best21,CWISE J025011.74-015130.2,11.706,0.013,Maro21,11.466,0.009,Maro21,11.321,0.243,Cutr13,9.078,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,19.66,0.11,Gaia23,Null,Null,VL-G,Gagn15c,Null,Null,M7.3 VL-G,Gagn15c,NaN,7.3,7.3,50.86,0.28,dist_plx_formula,0.8,139.0; 133.0; 117.0; 125.0; 72.0; 80.0,Hurt23,BT-Settl,10.3,2700,2.1,4.5,-2.65,0.02,FALSE,BHAC15,2849,28,1.94,0.03,66.92,3.51,4.66,0.03
TVLM 831-161058,TVLM 831-161058,Tinn93b,Null,Null,Field,UCS+BANYAN,42.8052,0.7934,Gaia23,PSO J042.8061+00.7936,21.893,0.119,Cham16,20.387,0.034,Cham16,17.627,0.003,Cham16,16.229,0.006,Cham16,15.406,0.005,Cham16,2MASS J02511327+0047364,13.773,0.026,Cutr03,13.104,0.028,Cutr03,12.681,0.028,Cutr03,ULAS J025113.36+004736.7,13.713,0.002,13.107,0.002,12.632,0.002,13.736,0.002,Lawr12,13.107,0.002,Lawr07,12.625,0.002,Lawr12,CWISE J025113.51+004737.2,12.4,0.012,Maro21,12.182,0.009,Maro21,11.707,0.219,Cutr13,8.509,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,28.16,0.18,Gaia23,Null,Null,Null,Null,M8,West08a,Null,Null,8,NaN,8,35.51,0.23,dist_plx_formula,0.5,230.0; 360.0; 298.0; 293.0; 208.0; 217.0,Bard14,BT-Settl,72.2,2500,1.18,4,-3.32,0.02,TRUE,BHAC15,2556,215,1.11,0.19,85.95,26.61,5.26,0.37
PSO J042.8405+35.3726,Null,Alle16b; Sang23,lowg,Alle16b,INT-G,Alle16b,42.8401,35.3729,Gaia23,PSO J042.8405+35.3726,NaN,NaN,Null,21.578,0.122,Cham16,18.92,0.007,Cham16,17.396,0.007,Cham16,16.419,0.009,Cham16,2MASS J02512161+3522226,14.633,0.03,Cutr03,13.932,0.032,Cutr03,13.403,0.034,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.557,0.03,Best21,13.971,0.032,usyn23,13.442,0.034,usyn23,CWISE J025121.74+352221.2,13.069,0.013,Maro21,12.727,0.01,Maro21,11.89,NaN,Cutr13,8.644,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,21.4,0.4,Gaia23,Null,Null,INT-G,Alle16b,Null,Null,M9.4 INT-G,Alle16b,NaN,9.4,9.4,46.7,0.9,dist_plx_formula,0.5,73.0; 132.0; 93.0; 86.0; 77.0; 77.0,Alle16b; Sang23,BT-Settl,30.8,2400,1.12,3.5,-3.43,0.02,FALSE,BHAC15,2186,113,1.33,0.14,33.25,13.68,4.68,0.27
