name,name_simbadable,ref_discovery,flag,ref_flag,age_category,age_category_justification,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,designation_P1_formula,g_P1,gerr_P1,ref_g_P1,r_P1,rerr_P1,ref_r_P1,i_P1,ierr_P1,ref_i_P1,z_P1,zerr_P1,ref_z_P1,y_P1,yerr_P1,ref_y_P1,designation_2mass,J_2MASS,Jerr_2MASS,ref_J_2MASS,H_2MASS,Herr_2MASS,ref_H_2MASS,Ks_2MASS,Kserr_2MASS,ref_Ks_2MASS,designation_ukidss,J_ukidss,Jerr_ukidss,H_ukidss,Herr_ukidss,K_ukidss,Kerr_ukidss,J_MKO,Jerr_MKO,ref_J_MKO,H_MKO,Herr_MKO,ref_H_MKO,K_MKO,Kerr_MKO,ref_K_MKO,designation_WISE,W1,W1err,ref_W1,W2,W2err,ref_W2,W3,W3err,ref_W3,W4,W4err,ref_W4,ch1,ch1err,ch2,ch2err,ref_Spitzer,plx_formula,plxerr_formula,ref_plx_formula,grav_opt,ref_grav_opt,grav_ir,ref_grav_ir,spt_opt,ref_spt_opt,spt_ir,ref_spt_ir,sptnum_opt_formula,sptnum_ir_formula,sptnum_formula,dist_formula,disterr_formula,dist_formula_source,spex_slit_size,spex_prism_snr,spex_prism_ref,best_fit_atmo_model_name,reduced_chi2_best_fit,teff_atmo,radius_atmo,logg_atmo,log_lbol_lsun,log_lbol_lsun_err,lbol_flag,evo_model_name,teff_evo,teff_evo_err,radius_evo,radius_evo_err,mass_evo,mass_evo_err,logg_evo,logg_evo_err
WISEPA J132233.66-234017.1,WISE J132233.64-234016.8,Kirk11,Null,Null,Field,UCS+BANYAN,200.6412,-23.6726,CatWISE,PSO J200.6401-23.6715,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,Null,17.006,0.105,Kirk11,16.605,0.141,Kirk11,17.48,0.14,McMa13,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.837,0.016,McMa13,17.204,0.057,usyn23,17.387,0.068,usyn23,CWISE J132233.51-234015.3,16.716,0.043,Maro21,13.952,0.015,Maro21,12.489,0.38,Cutr13,8.691,0.342,Cutr13,15.666,0.026,13.89,0.018,Kirk11,78,4,Kirk19,Null,Null,Null,Null,Null,Null,T8,Kirk11,NaN,28,28,12.8,0.7,dist_plx_formula,0.5,10.0; 22.0; 5.0; 11.0; 2.0; 4.0,Kirk11,ATMO 2020,7.6,800,0.78,5.5,-5.65,0.09,FALSE,SM08,670,44,1.1,0.14,13.36,14.06,4.45,0.48
DENIS-P J1323-1806,2MASS J13233597-1806379,Mart99e,Null,Null,Field,UCS+BANYAN,200.8999,-18.1105,Gaia23,PSO J200.8994-18.1107,NaN,NaN,Null,NaN,NaN,Null,19.447,0.009,Cham16,17.965,0.009,Cham16,16.97,0.007,Cham16,2MASS J13233597-1806379,14.903,0.036,Cutr03,14.193,0.047,Cutr03,13.663,0.047,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.867,0.036,Best21,14.261,0.047,Best21,13.641,0.047,Best21,CWISE J132335.85-180638.6,13.337,0.013,Maro21,13.112,0.011,Maro21,12.845,0.53,Cutr13,8.861,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,16.4,0.5,Gaia23,Null,Null,Null,Null,L0,Mart99e,L0.0,Bard14,10,10,10,61,1.9,dist_plx_formula,0.5,52.0; 106.0; 77.0; 72.0; 72.0; 72.0,Bard14,BT-Settl,35.5,1800,2.29,5.5,-3.29,0.03,FALSE,BHAC15,2572,218,1.13,0.19,87.38,27.02,5.26,0.37
PSO J201.0320+19.1072,2MASS J13240776+1906271,Deac11,Null,Null,Field,UCS+BANYAN,201.0323,19.1075,PS1,PSO J201.0319+19.1071,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,19.944,0.02,Cham16,18.193,0.019,Cham16,2MASS J13240776+1906271,15.769,0.075,Cutr03,15.467,0.158,Cutr03,15.415,0.158,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.574,0.009,Schn23b,15.573,0.051,Schn23b;UCS_23,15.559,0.032,Schn23b,CWISE J132407.64+190625.5,15.067,0.018,Maro21,13.838,0.014,Maro21,11.983,0.235,Cutr13,9.06,NaN,Cutr13,NaN,NaN,13.806,0.016,Kirk21,34,4,Best20,Null,Null,Null,Null,Null,Null,T3.5,Deac11,NaN,23.5,23.5,29,3,dist_plx_formula,0.8,56.0; 122.0; 53.0; 67.0; 20.0; 44.0,Deac11,ATMO 2020,28.9,1200,1.33,4.5,-4.46,0.11,FALSE,SM08,1355,116,1.06,0.18,37.06,24.11,4.93,0.49
2MASS J13243553+6358281,2MASS J13243553+6358281,Loop07a,specblend;ABDor;young,Burg10a;Geis11;Gagn18a,ABDMG!,UCS+BANYAN,201.1479,63.9744,PS1,PSO J201.1452+63.9742,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,19.311,0.059,Cham16,17.872,0.048,Cham16,2MASS J13243553+6358281,15.596,0.067,Cutr03,14.576,0.06,Cutr03,14.058,0.06,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.435,0.067,Best21,14.677,0.06,Best21,14.082,0.06,Best21,CWISE J132434.67+635827.1,13.112,0.012,Maro21,12.318,0.008,Maro21,10.781,0.068,Cutr13,9.295,NaN,Cutr13,12.612,0.01,12.359,0.016,Kirk21,100,6,Kirk21,Null,Null,Null,Null,Null,Null,T2.5 pec,Kirk10,NaN,22.5,22.5,10,0.6,dist_plx_formula,0.5,28.0; 56.0; 47.0; 46.0; 35.0; 48.0,Loop07a,BT-Settl,20,1200,0.7,4,-5.03,0.08,FALSE,SM08,917,15,1.2,0.01,11.25,0.55,4.3,0.02
SDSSp J132629.82-003831.5,2MASS J13262981-0038314,Fan_00b,Null,Null,Field,UCS+BANYAN,201.6242,-0.6421,PS1,PSO J201.6233-00.6424,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,19.546,0.02,Cham16,18.538,0.017,Cham16,2MASS J13262981-0038314,16.103,0.071,Cutr03,15.05,0.067,Cutr03,14.208,0.067,Cutr03,ULAS J132629.65-003832.5,16.199,0.009,15.111,0.007,14.171,0.006,16.221,0.011,Lawr12,15.111,0.007,Lawr12,14.171,0.006,Lawr12,CWISE J132629.56-003833.2,13.252,0.014,Maro21,12.789,0.01,Maro21,12.188,0.312,Cutr13,9.25,NaN,Cutr13,NaN,NaN,12.805,0.016,Kirk21,47.9,2.9,Best20,Null,Null,Null,Null,L8:,Fan_00b,L7,Maro15,18,17,18,20.9,1.3,dist_plx_formula,0.5,20.0; 57.0; 61.0; 53.0; 68.0; 62.0,Burg10a,BT-Settl,12.7,1700,0.62,5,-4.54,0.06,FALSE,SM08,1292,104,1.07,0.17,31.79,23.53,4.86,0.49
SDSS J132715.21+075937.5,2MASS J13271524+0759375,Schm10b,Null,Null,Field,UCS+BANYAN,201.8136,7.9938,Gaia23,PSO J201.8129+07.9938,NaN,NaN,Null,NaN,NaN,Null,19.164,0.01,Cham16,17.682,0.005,Cham16,16.694,0.007,Cham16,2MASS J13271524+0759375,14.599,0.039,Cutr03,13.785,0.037,Cutr03,13.236,0.037,Cutr03,ULAS J132715.13+075937.8,14.583,0.002,13.833,0.002,13.199,0.002,14.583,0.004,Lawr12,13.837,0.003,Lawr12,13.181,0.003,Lawr12,CWISE J132715.06+075937.8,12.817,0.014,Maro21,12.559,0.01,Maro21,12.086,0.369,Cutr13,9.058,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,28.6,0.4,Gaia23,Null,Null,Null,Null,L1,Schm10b,L0.5,Bard14,11,10.5,11,35,0.5,dist_plx_formula,0.5,92.0; 198.0; 169.0; 156.0; 153.0; 153.0,Bard14,BT-Settl,59.2,1800,1.59,5.5,-3.61,0.03,TRUE,BHAC15,2246,206,1.03,0.19,69.92,24.94,5.23,0.39
HIP 65706B,LP  323-115,Deac14b,Null,Null,HIP 65706B,system_age,202.0872,30.0552,Gaia23,PSO J202.0864+30.0545,20.499,0.018,Cham16,19.142,0.012,Cham16,16.682,0.005,Cham16,15.513,0.005,Cham16,14.841,0.003,Cham16,2MASS J13282091+3003189,13.315,0.022,Cutr03,12.642,0.024,Cutr03,12.297,0.024,Cutr03,ULAS J132820.76+300316.9,13.246,0.001,12.693,0.001,12.258,0.002,13.246,0.001,Lawr12,12.693,0.001,Lawr12,12.258,0.002,Lawr12,CWISE J132820.70+300315.9,12.024,0.011,Maro21,11.821,0.008,Maro21,11.68,0.209,Cutr13,9.137,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,24.1,0.12,Gaia23,Null,Null,Null,Null,Null,Null,M7,Deac14b,NaN,7,7,41.49,0.21,dist_plx_formula,0.8,29.0; 47.0; 33.0; 31.0; 26.0; 26.0,Deac14b,BT-Settl,10.6,2700,1.45,5,-3,0.02,FALSE,BHAC15,2857,27,1.29,0.02,108.93,2.77,5.23,0.01
PSO J202.1635-03.7660,PSO J202.1635-03.7660,Best15,Null,Null,Field,UCS+BANYAN,202.1642,-3.7661,PS1,PSO J202.1634-03.7660,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,19.548,0.035,Cham16,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.91,0.02,Best20,16.687,0.038,Best15,16.637,0.059,Best21,CWISE J132839.18-034557.9,15.774,0.024,Maro21,14.527,0.021,Maro21,12.401,NaN,Cutr13,8.959,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,31.7,2.4,Best20,Null,Null,Null,Null,Null,Null,T4.5,Best15,NaN,24.5,24.5,31.5,2.4,dist_plx_formula,0.8,14.0; 25.0; 9.0; 12.0; 3.0; 8.0,Best15,BT-Settl,4,1200,0.86,5.5,-4.87,0.08,FALSE,SM08,1067,88,1.07,0.17,23.48,19.84,4.73,0.5
2MASSW J1328550+211449,2MASS J13285503+2114486,Kirk99a,Null,Null,Field,UCS+BANYAN,202.2293,21.2467,PS1,PSO J202.2301+21.2453,NaN,NaN,Null,NaN,NaN,Null,21.295,0.061,Cham16,19.465,0.017,Cham16,18.375,0.023,Cham16,2MASS J13285503+2114486,16.192,0.105,Cutr03,15.002,0.083,Cutr03,14.265,0.083,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.027,0.011,Schn23b,15.023,0.05,Schn23b;UCS_23,14.202,0.007,Schn23b,CWISE J132855.29+211441.9,13.6,0.013,Maro21,13.4,0.012,Maro21,12.244,NaN,Cutr13,8.953,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,30.3,2.1,Dahn17,Null,Null,Null,Null,L5,Kirk99a,L4.1,Bard14,15,14.1,15,33,2.3,dist_plx_formula,0.5,30.0; 89.0; 95.0; 81.0; 84.0; 93.0,Bard14,BT-Settl,19.1,1800,0.86,5,-4.14,0.06,FALSE,SM08,1639,158,1.05,0.2,52.96,24.02,5.1,0.45
2MASS J13313310+3407583,2MASS J13313310+3407583,Reid08b,v-red,Kirk10,FLD-G,Liu_16,202.888,34.1328,Gaia23,PSO J202.8865+34.1322,NaN,NaN,Null,20.891,0.053,Cham16,18.553,0.003,Cham16,17.12,0.005,Cham16,16.149,0.007,Cham16,2MASS J13313310+3407583,14.333,0.027,Cutr03,13.401,0.022,Cutr03,12.885,0.022,Cutr03,ULAS J133132.80+340756.5,14.133,0.003,13.422,0.002,12.814,0.002,14.133,0.003,Lawr12,13.422,0.002,Lawr12,12.814,0.002,Lawr12,CWISE J133132.66+340755.5,12.542,0.011,Maro21,12.34,0.008,Maro21,11.754,0.234,Cutr13,9.011,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,34.79,0.28,Gaia23,Null,Null,FLD-G,Liu_16,L0,Reid08b,L0: FLD-G,Liu_16,10,10,10,28.74,0.23,dist_plx_formula,0.5,40.0; 93.0; 76.0; 69.0; 65.0; 68.0,Kirk10,BT-Settl,38.2,1800,1.59,5.5,-3.61,0.02,FALSE,BHAC15,1899,94,1.44,0.14,19.1,12.66,4.38,0.28
SDSS J133148.92-011651.4,2MASS J13314894-0116500,Hawl02,Null,Null,FLD-G,Sang23,202.9538,-1.2809,Gaia23,PSO J202.9525-01.2841,NaN,NaN,Null,NaN,NaN,Null,20.839,0.019,Cham16,18.467,0.005,Cham16,17.494,0.014,Cham16,2MASS J13314894-0116500,15.459,0.042,Cutr03,14.475,0.068,Cutr03,14.073,0.068,Cutr03,ULAS J133148.66-011700.6,15.338,0.006,14.671,0.004,14.051,0.005,15.33,0.006,Lawr12,14.671,0.004,Lawr12,14.051,0.005,Lawr12,CWISE J133148.45-011708.3,13.432,0.011,Maro21,13.162,0.01,Maro21,12.489,0.435,Cutr13,9.323,NaN,Cutr13,12.96,0.03,13.13,0.03,Legg10a,47.1,1.4,Gaia23,Null,Null,FLD-G,Sang23,L6,Hawl02,L6:,Maro15,16,16,16,21.2,0.6,dist_plx_formula,0.5,26.0; 66.0; 48.0; 43.0; 41.0; 49.0,Burg10a,BT-Settl,12.7,1800,0.65,5.5,-4.41,0.03,FALSE,SM08,1263,42,1.3,0.08,10.06,8.92,4.34,0.22
SDSS J133312.79+150956.6,2MASS J13331284+1509569,Schm10b,Null,Null,Field,UCS+BANYAN,203.3034,15.1658,Gaia23,PSO J203.3027+15.1657,NaN,NaN,Null,NaN,NaN,Null,19.732,0.013,Cham16,18.347,0.006,Cham16,17.563,0.012,Cham16,2MASS J13331284+1509569,15.839,0.072,Cutr03,15.275,0.138,Cutr03,15.086,0.138,Cutr03,ULAS J133312.73+150956.7,15.834,0.007,15.229,0.007,14.78,0.008,15.82,0.007,Lawr12,15.229,0.007,Lawr12,14.78,0.008,Lawr12,CWISE J133312.65+150956.7,14.585,0.014,Maro21,14.421,0.018,Maro21,12.437,NaN,Cutr13,9.208,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,11.6,0.8,Gaia23,Null,Null,Null,Null,L0,Schm10b,M7.8,Bard14,10,7.8,10,86,6,dist_plx_formula,0.5,41.0; 68.0; 42.0; 39.0; 35.0; 36.0,Bard14,BT-Settl,8.6,2500,1.05,4.5,-3.41,0.06,FALSE,BHAC15,2448,216,1.1,0.19,80.39,26.39,5.25,0.38
SDSS J133345.36-021600.2,2MASS J13334540-0215599,Schm10b,Null,Null,Field,UCS+BANYAN,203.4391,-2.2667,Gaia23,PSO J203.4382-02.2670,NaN,NaN,Null,NaN,NaN,Null,19.667,0.018,Cham16,18.194,0.008,Cham16,17.226,0.011,Cham16,2MASS J13334540-0215599,15.378,0.043,Cutr03,14.368,0.051,Cutr03,13.852,0.051,Cutr03,ULAS J133345.19-021601.1,15.171,0.006,14.467,0.006,13.868,0.006,15.171,0.006,Lawr12,14.467,0.006,Lawr12,13.868,0.006,Lawr12,CWISE J133345.11-021601.7,13.534,0.013,Maro21,13.279,0.011,Maro21,12.567,0.445,Cutr13,8.614,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,26.6,0.9,Gaia23,Null,Null,Null,Null,L3,Schm10b,L2.2,Bard14,13,12.2,13,37.6,1.3,dist_plx_formula,0.5,52.0; 127.0; 101.0; 91.0; 98.0; 99.0,Bard14,BT-Settl,28,1800,1.27,5.5,-3.81,0.04,FALSE,BHAC15,2032,195,1,0.19,62.34,24.14,5.21,0.41
LSPM J1336+2541B,2MASS J13362502+2540368,Deac14b,Null,Null,LSPM J1336+2541B,system_age,204.1043,25.6769,PS1,PSO J204.1036+25.6769,NaN,NaN,Null,NaN,NaN,Null,21.561,0.092,Cham16,20.142,0.019,Cham16,19.117,0.029,Cham16,2MASS J13362502+2540368,16.863,0.16,Cutr03,16.017,0.2,Cutr03,15.713,0.2,Cutr03,ULAS J133624.88+254037.2,16.935,0.017,16.122,0.018,15.478,0.016,16.935,0.017,Lawr12,16.122,0.018,Lawr12,15.478,0.016,Lawr12,CWISE J133624.82+254037.2,14.858,0.016,Maro21,14.617,0.02,Maro21,12.503,NaN,Cutr13,8.826,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,12.663,0.017,Gaia23,Null,Null,Null,Null,Null,Null,L4,Deac14b,NaN,14,14,78.97,0.11,dist_plx_formula,0.8,12.0; 28.0; 21.0; 17.0; 20.0; 22.0,Deac14b,BT-Settl,3.5,1800,1.22,5.5,-3.85,0.02,FALSE,SM08,2007,43,0.98,0.04,79.27,8.33,5.33,0.09
2MASS J13364062+3743230,2MASSI J1336406+374323,Cruz07,Null,Null,Field,UCS+BANYAN,204.1691,37.723,Gaia23,PSO J204.1680+37.7227,NaN,NaN,Null,21.111,0.052,Cham16,18.723,0.009,Cham16,17.236,0.006,Cham16,16.264,0.004,Cham16,2MASS J13364062+3743230,14.412,0.029,Cutr03,13.63,0.024,Cutr03,13.099,0.024,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.322,0.004,Schn23b,13.697,0.024,Best21,13.053,0.003,Schn23b,CWISE J133640.32+374321.7,12.782,0.012,Maro21,12.563,0.008,Maro21,12.453,0.406,Cutr13,9.173,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,32.18,0.25,Gaia23,Null,Null,Null,Null,L1,Cruz07,L0.4,Bard14,11,10.4,11,31.08,0.24,dist_plx_formula,0.5,102.0; 185.0; 137.0; 131.0; 111.0; 116.0,Bard14,BT-Settl,60.9,1800,1.57,5.5,-3.62,0.02,TRUE,BHAC15,2232,200,1.03,0.18,69.18,24.5,5.23,0.38
2MASS J13373116+4938367,2MASS J13373116+4938367,Cruz07,Null,Null,Field,UCS+BANYAN,204.3799,49.6435,Gaia23,PSO J204.3801+49.6437,22.512,0.123,Cham16,20.637,0.027,Cham16,17.951,0.003,Cham16,16.492,0.005,Cham16,15.538,0.008,Cham16,2MASS J13373116+4938367,13.765,0.028,Cutr03,13.035,0.03,Cutr03,12.576,0.03,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,13.73,0.02,Best20,13.098,0.03,Best21,12.552,0.03,Best21,CWISE J133731.24+493837.7,12.26,0.012,Maro21,11.985,0.008,Maro21,11.576,0.15,Cutr13,9.415,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,36.22,0.17,Gaia23,Null,Null,Null,Null,L0,Cruz07,M8.9,Bard14,10,8.9,10,27.61,0.13,dist_plx_formula,0.8,75.0; 122.0; 91.0; 86.0; 76.0; 76.0,Bard14,BT-Settl,59,2300,1.1,3.5,-3.52,0.02,TRUE,BHAC15,2344,205,1.05,0.18,74.15,25.2,5.25,0.38
WISE J133750.46+263648.6,2MASS J13375038+2636512,Mace13a,Null,Null,Field,UCS+BANYAN,204.4597,26.6142,PS1,PSO J204.4603+26.6133,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,21.013,0.052,Cham16,19.198,0.089,Cham16,2MASS J13375038+2636512,16.673,0.148,Cutr03,16.115,NaN,Cutr03,16.966,NaN,Cutr03,ULAS J133750.47+263648.7,16.559,0.015,16.813,0.034,17.02,0.063,16.559,0.015,Lawr12,16.813,0.034,Lawr12,17.02,0.063,Lawr12,CWISE J133750.50+263647.1,16.439,0.032,Maro21,14.605,0.021,Maro21,12.17,NaN,Cutr13,8.787,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,40.4,2.1,Best20,Null,Null,Null,Null,Null,Null,T5,Mace13a,NaN,25,25,24.8,1.3,dist_plx_formula,0.8,28.0; 68.0; 15.0; 23.0; 4.0; 14.0,Sang23,ATMO 2020,4.2,1000,1.01,4,-5.03,0.06,FALSE,SM08,976,78,1.07,0.17,21.61,18.74,4.69,0.5
2MASSW J1338261+414034,2MASSW J1338261+414034,Kirk00,Null,Null,Field,UCS+BANYAN,204.6089,41.676,Gaia23,PSO J204.6082+41.6749,NaN,NaN,Null,20.915,0.026,Cham16,18.627,0.008,Cham16,17.182,0.003,Cham16,16.195,0.009,Cham16,2MASS J13382615+4140342,14.221,0.025,Cutr03,13.311,0.024,Cutr03,12.771,0.024,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.094,0.003,Schn23b,13.383,0.024,Best21,12.701,0.003,Schn23b,CWISE J133825.91+414028.7,12.309,0.012,Maro21,12.053,0.008,Maro21,11.711,0.191,Cutr13,8.875,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,47.63,0.22,Gaia23,Null,Null,Null,Null,L2.5,Kirk00,L2.4,Bard14,12.5,12.4,12.5,21,0.1,dist_plx_formula,0.8,41.0; 86.0; 70.0; 64.0; 65.0; 65.0,Bard14,BT-Settl,18.6,1800,1.19,5.5,-3.87,0.02,FALSE,SM08,1924,189,1.04,0.2,63.56,24.4,5.18,0.42
2MASS J13384944+0437315,2MASS J13384944+0437315,Reid08b,Null,Null,Field,UCS+BANYAN,204.706,4.6254,Gaia23,PSO J204.7063+04.6246,NaN,NaN,Null,20.734,0.028,Cham16,18.523,0.007,Cham16,17.086,0.004,Cham16,16.132,0.004,Cham16,2MASS J13384944+0437315,14.157,0.032,Cutr03,13.249,0.033,Cutr03,12.737,0.033,Cutr03,ULAS J133849.52+043729.2,14.101,0.002,13.326,0.002,12.708,0.002,14.101,0.002,Lawr12,13.326,0.002,Lawr12,12.708,0.002,Lawr12,CWISE J133849.54+043728.1,12.426,0.013,Maro21,12.227,0.009,Maro21,11.97,0.222,Cutr13,9.048,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,26.9,0.3,Gaia23,Null,Null,Null,Null,L1,Reid08b,L0.0,Bard14,11,10,11,37.2,0.4,dist_plx_formula,0.8,38.0; 74.0; 59.0; 56.0; 57.0; 59.0,Bard14,BT-Settl,24.2,1800,2.13,5.5,-3.36,0.02,FALSE,BHAC15,2511,213,1.1,0.19,83.49,26.42,5.26,0.37
PM I13410+0542B,2MASS J13410235+0542489,Deac14b,Null,Null,PM I13410+0542B,system_age,205.2598,5.7135,PS1,PSO J205.2599+05.7135,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,18.83,-999,Cham16,17.897,-999,Cham16,2MASS J13410235+0542489,16.187,0.143,Cutr03,15.128,0.138,Cutr03,14.799,0.138,Cutr03,ULAS J134102.38+054248.7,16.116,0.007,15.362,0.008,14.744,0.009,16.125,0.009,Lawr12,15.358,0.008,Lawr12,14.727,0.008,Lawr12,CWISE J134102.43+054248.3,14.33,0.026,Maro21,14.032,0.026,Maro21,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,NaN,NaN,Null,17.533,0.018,Gaia23,Null,Null,Null,Null,Null,Null,L4,Deac14b,NaN,14,14,57.04,0.06,dist_plx_formula,0.8,10.0; 23.0; 18.0; 16.0; 15.0; 16.0,Deac14b,BT-Settl,5,1700,1.46,5.5,-3.8,0.03,FALSE,SM08,2057,42,0.98,0.04,80.13,8.08,5.33,0.08
SDSS J134203.11+134022.2,2MASS J13420311+1340222,Chiu06,Null,Null,FLD-G,Sang23,205.5129,13.6729,PS1,PSO J205.5128+13.6727,NaN,NaN,Null,NaN,NaN,Null,22.077,0.068,Cham16,20.385,0.03,Cham16,19.275,0.027,Cham16,2MASS J13420311+1340222,16.756,0.145,Cutr03,15.708,0.142,Cutr03,15.109,0.142,Cutr03,ULAS J134203.10+134021.9,16.923,0.017,15.978,0.01,15.159,0.011,16.923,0.017,Lawr07,15.978,0.01,Lawr12,15.159,0.011,Lawr12,CWISE J134203.07+134021.6,14.455,0.015,Maro21,14.158,0.017,Maro21,12.744,NaN,Cutr13,8.957,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,FLD-G,Sang23,Null,Null,L5.5,Chiu06,NaN,15.5,15.5,41,6,dist_W2_formula,0.5,18.0; 49.0; 38.0; 32.0; 42.0; 43.0,Chiu06,BT-Settl,11.8,1800,0.69,5,-4.34,0.13,FALSE,SM08,1271,60,1.38,0.1,10.91,9.67,4.17,0.27
