name,ref_discovery,flag,ref_flag,exoplanet,multiple_unresolved_in_this_table,multiple_resolved_in_this_table,has_higher_mass_companion,sep_companion,Best20b_vollim_sample,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,designation_P1_formula,ra_j2000_P1,dec_j2000_P1,ra_epoch_P1,dec_epoch_P1,epoch_mjd_P1,ref_radec_P1,g_P1,gerr_P1,g_nphot_P1,g_src_P1,ref_g_P1,r_P1,rerr_P1,r_nphot_P1,r_src_P1,ref_r_P1,i_P1,ierr_P1,i_nphot_P1,i_src_P1,ref_i_P1,z_P1,zerr_P1,z_nphot_P1,z_src_P1,ref_z_P1,y_P1,yerr_P1,y_nphot_P1,y_src_P1,ref_y_P1,G_BP_DR2,G_BPerr_DR2,G_DR2,Gerr_DR2,G_RP_DR2,G_RPerr_DR2,designation_2mass,ra_epoch_2mass,dec_epoch_2mass,epoch_2mass,J_2MASS,Jerr_2MASS,ref_J_2MASS,H_2MASS,Herr_2MASS,ref_H_2MASS,Ks_2MASS,Kserr_2MASS,ref_Ks_2MASS,Cflg_2MASS,designation_ukidss,Y_MKO,Yerr_MKO,ref_Y_MKO,J_MKO,Jerr_MKO,ref_J_MKO,H_MKO,Herr_MKO,ref_H_MKO,K_MKO,Kerr_MKO,ref_K_MKO,designation_WISE,ra_j2000_allwise,dec_j2000_allwise,ra_epoch_allwise,dec_epoch_allwise,W1,W1err,W2,W2err,W3,W3err,W4,W4err,ref_WISE,cc_flg_WISE,nb_WISE,neigh_WISE,ch1,ch1err,ch2,ch2err,ref_Spitzer,plx_formula,plxerr_formula,ref_plx_formula,pmra_formula,pmraerr_formula,pmdec_formula,pmdecerr_formula,ref_pm_formula,plx_lit,plxerr_lit,ref_plx_lit,pmra_lit,pmraerr_lit,pmdec_lit,pmdecerr_lit,pm_lit,pmerr_lit,angle_lit,angleerr_lit,ref_pm_lit,plx_UKIRT,plxerr_UKIRT,pmra_UKIRT,pmraerr_UKIRT,pmdec_UKIRT,pmdecerr_UKIRT,ref_plx_UKIRT,GaiaDetect_DR2,ra_j2000_dr2,dec_J2000_dr2,ra_epoch_dr2,dec_epoch_dr2,plx_DR2,plxerr_DR2,pmra_DR2,pmraerr_DR2,pmdec_DR2,pmdecerr_DR2,RUWE_DR2,excessNoise_DR2,excessNoisesig_DR2,nep_DR2,sourceID_DR2,pmra_P1,pmraerr_P1,pmdec_P1,pmdecerr_P1,ref_pm_P1,grav_opt,ref_grav_opt,grav_ir,ref_grav_ir,youth,spt_opt,ref_spt_opt,spt_ir,ref_spt_ir,sptnum_opt_formula,sptnum_ir_formula,sptnum_formula,sptnumabs_formula,dist_plx_formula,disterr_plx_formula,sptnum_photdist_formula,MJ_2MASS_formula,dist_J_2MASS_formula,disterr_J_2MASS_formula,MJ_MKO_formula,dist_J_MKO_formula,disterr_J_MKO_formula,MKs_2MASS_formula,dist_Ks_2MASS_formula,disterr_Ks_2MASS_formula,MK_MKO_formula,dist_K_MKO_formula,disterr_K_MKO_formula,MW2_formula,dist_W2_formula,disterr_W2_formula,dist_formula,disterr_formula,dist1sig_formula,dist_formula_source,note,name_simbad,ra_j2000_simbad,dec_j2000_simbad,ref_radec_j2000_simbad,pmra_simbad,pmraerr_simbad,pmdec_simbad,pmdecerr_simbad,ref_pm_simbad,plx_simbad,plxerr_simbad,ref_plx_simbad,identifiers_simbad,firstref_simbad,rv_lit,rverr_lit,ref_rv_lit,rv_note_lit,pmra_P1_PV34,pmraerr_P1_PV34,pmdec_P1_PV34,pmdecerr_P1_PV34,ref_pm_P1_PV34,ukidss_survey,ra_ukidss,dec_ukidss,epoch_mjd_ukidss,ra_j2000_ukidss,dec_j2000_ukidss,Y_ukidss,Yerr_ukidss,J_ukidss,Jerr_ukidss,H_ukidss,Herr_ukidss,K_ukidss,Kerr_ukidss,banyan_sigma_results,banyan_sigma_max_hypo_young,banyan_sigma_max_prob_young,banyan_sigma_input_params,ra_today_formula,dec_today_formula,source_radec_today_formula
SDSS J133148.92-011651.4,Hawl02,null,null,N,N,N,N,NaN,Y,202.9539,-1.2809,PS1,PSO J202.9525-01.2841,202.9539,-1.2809,202.9525,-1.2842,55740.93,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.84,0.02,4,C,Cham16,18.47,0.01,8,C,Cham16,17.49,0.01,6,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J13314894-0116500,202.953943,-1.280572,1999-02-09,15.459,0.042,Cutr03,14.475,0.068,Cutr03,14.073,0.068,Cutr03,000,ULAS J133148.66-011700.6,16.498,0.009,Lawr12,15.330,0.006,Lawr12,14.671,0.004,Lawr12,14.051,0.005,Lawr12,WISEA J133148.63-011702.0,202.9526339,-1.2839011,202.9526301,-1.2839111,13.442,0.024,13.146,0.028,12.489,0.435,9.323,NaN,Cutr13,0000,1,0,12.96,0.03,13.13,0.03,Legg10a,50,5,Smar18,-406.6,1,-1035.2,1.5,Smar18,49.98,4.59,Smar18,-406.62,0.98,-1035.16,1.54,1112.16,1.48,201.45,0.06,Smar18,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,-415.8,3.4,-1043.0,5.5,Best18,null,null,null,null,N,L6,Hawl02,L6:,Maro15,16,16,16,16,20,2,16.0,13.94,20.15,2.99,13.81,20.11,3.24,12.17,24.03,3.84,12.08,24.84,3.43,11.03,26.54,3.19,20,2,18,dist_plx_formula,Target for PARSEC program (Andr11). Unusually blue object that Maro13 suggest is part of the thick disk population. Knap04 find near-IR spectral type L8±2.5 and Bard14 find near-IR spectral type L6.1 both based on indices. Maro13 find near-IR spectral type L1 pec.,2MASS J13314894-0116500,202.9539,-1.2806,2003yCat.2246....0C,-421.90,5.70,-1039.00,5.20,2013AJ....146..161M,67.30,12.60,2013AJ....146..161M,2MASS J13314894-0116500|BRLT 212|SDSS J133148.92-011651.4|SDSS J133148.90-011651.4|SDSS J133148.88-011652.5|ULAS J133148.66-011700.6|WISEA J133148.63-011702.0|EQ J1331-0116,2002AJ....123.3409H,21.00,177.00,2009yCat.2294....0A,z_simbad,-419.98,19.32,"-1,028.15",22.11,Magn20,ULAS,202.9528,-1.2835,54988.85,NaN,NaN,16.498,0.009,15.338,0.006,14.671,0.004,14.051,0.005,FIELD (99.9%),ABDMG,0.00,pm+trig-plx+rv,202.9515,-1.2869,PS1; Smar18
WISEA J133300.03-160754.4,Kirk19,photSpT,Kirk19,N,N,N,N,NaN,Y,203.2501,-16.1318,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,NaN,NaN,null,18.370,0.130,Kirk19,NaN,NaN,null,WISEA J133300.03-160754.4,203.2501402,-16.1317835,203.2501497,-16.1317903,17.698,0.194,14.943,0.069,12.409,NaN,9.218,NaN,Cutr13,0000,1,0,16.81,0.05,15.00,0.02,Kirk19,48,5,Kirk19,-315.3,2.5,-125.7,1.9,Kirk19,48.00,4.70,Kirk19,-315.30,2.50,-125.70,1.90,339.43,2.42,248.26,0.34,Kirk19,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T7.5,Kirk19,NaN,27.5,27.5,27.5,20.8,2.2,27.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.27,21.60,2.01,20.8,2.2,18.6,dist_plx_formula,spectral type is photometric from ch1-ch2 and H-ch2 (Kirk19).,null,NaN,NaN,null,NaN,NaN,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (94.7%); ARG (3.7%); CARN (1.6%),ARG,0.04,pm+trig-plx,203.2482,-16.1325,AllWISE; Kirk19
ULAS J133553.45+113005.2,Burn08,null,null,N,N,N,N,NaN,N,203.9725,11.5013,AllWISE,PSO J203.9725+11.5011,NaN,NaN,203.9725,11.5012,55901.72,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,ULAS J133553.45+113005.2,18.810,0.040,Burn08,17.900,0.010,Burn08,18.250,0.010,Burn08,18.280,0.030,Burn08,WISEA J133553.41+113004.7,203.9725472,11.5013161,203.9725469,11.5013159,16.939,0.104,13.892,0.039,12.151,0.358,8.904,NaN,Cutr13,0000,1,0,15.99,0.03,13.94,0.02,Kirk19,99.9,1.6,Dupu12,-190.3,1.9,-202.7,1.5,Dupu12,99.90,1.60,Dupu12,-190.30,1.90,-202.70,1.50,278.03,1.70,223.19,0.36,Dupu12,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T9,Burn08,NaN,29,29,29,10.01,0.16,29.0,NaN,NaN,NaN,17.78,10.57,2.09,NaN,NaN,NaN,18.32,9.82,2.40,13.78,10.55,0.94,10.01,0.16,9.85,dist_plx_formula,null,ULAS J133553.45+113005.2,203.9727,11.5014,2013yCat.2319....0L,-183.38,13.10,-214.17,10.92,2013MNRAS.433..457B,96.70,3.20,2012ApJ...752...56F,ULAS J133553.45+113005.1|ULAS J133553.45+113005.2|WISEP J133553.41+113004.7,2008MNRAS.391..320B,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,ULAS,203.9726,11.5013,55003.94,203.9731,11.5019,18.697,0.046,17.909,0.032,18.158,0.120,18.482,0.202,FIELD (99.9%),BPMG,0.00,pm+trig-plx,203.9714,11.5001,AllWISE; Dupu12
SDSSp J134646.45-003150.4,Tsve00,null,null,N,N,N,N,NaN,Y,206.6934,-0.5307,PS1,PSO J206.6918-00.5310,206.6934,-0.5307,206.6919,-0.5310,55482.07,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.34,0.00,3,C,Cham16,18.63,0.03,5,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J13464634-0031501,206.693104,-0.530592,2001-02-03,16.000,0.102,Cutr03,15.459,0.274,Cutr03,15.772,0.274,Cutr03,000,ULAS J134646.10-003151.4,16.795,0.010,Lawr12,15.641,0.006,Lawr12,15.973,0.011,Lawr12,15.961,0.021,Lawr12,WISEA J134646.05-003151.5,206.6919162,-0.5309895,206.6919003,-0.5309948,15.398,0.038,13.632,0.034,11.921,0.239,9.074,NaN,Cutr13,0000,1,0,14.67,0.02,13.67,0.02,Kirk19,69.2,2.3,Tinn03b; Kirk19,-503,3,-114.3,1.9,Tinn03b,69.20,2.30,Tinn03b; Kirk19,-503.18,3.24,-114.32,1.91,516.00,3.30,257.20,0.20,Tinn03b,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,-492.9,13.7,-115.1,11.4,Best18,null,null,null,null,N,T7,Burg03d,T6.5,Burg06b,27,26.5,26.5,26.5,14.5,0.5,26.5,15.31,13.76,2.61,15.03,13.27,2.63,15.36,12.09,3.52,15.47,12.54,3.06,12.98,13.48,1.20,14.5,0.5,14,dist_plx_formula,null,2MASS J13464634-0031501,206.6931,-0.5306,2003yCat.2246....0C,-503.00,3.00,-114.00,2.00,2009AJ....137....1F,68.30,2.30,2012ApJ...752...56F,2MASS J13464634-0031501|** ABE  20|2MASSI J1346464-003150|2MASSW J1346464-003150|SDSS J134646.43-003150.3|SDSS J134646.45-003150.4|ULAS J134646.10-003151.4|WDS J13468-0032AB|WISEA J134646.05-003151.5|WISEP J134646.09-003151.4|WISE J134646.07-003151.4|[B2006] J134646.4-003150,1999ApJ...522L..65B,NaN,NaN,null,null,-502.44,39.65,-106.73,39.64,Magn20,ULAS,206.6920,-0.5310,55136.46,206.6934,-0.5307,16.795,0.010,15.655,0.006,15.973,0.011,15.961,0.021,FIELD (99.5%); CARN (0.5%),CARN,0.01,pm+trig-plx,206.6905,-0.5314,PS1; Tinn03b
2MASS J14044941-3159329,Loop07a,null,null,N+N,Y: Loop08a,N,N,NaN,N,211.2072,-31.9926,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J14044948-3159330,211.206184,-31.992516,2001-02-04,15.577,0.063,Cutr03,14.955,0.095,Cutr03,14.538,0.095,Cutr03,000,null,16.594,0.078,Best20b,15.510,0.060,Fahe12,14.970,0.070,Fahe12,14.696,0.078,Best20b,WISEA J140449.73-315933.4,211.2072361,-31.9926185,211.2072421,-31.9926178,13.819,0.025,12.901,0.027,11.786,0.200,9.326,NaN,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,42.5,1.1,Dupu17,333.9,0.5,-22.1,0.7,Dupu17,42.50,1.10,Dupu17,333.90,0.50,-22.10,0.70,334.63,0.50,93.79,0.12,Dupu17,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,T0,Loop08a,T2.5,Loop07a,20,22.5,22.5,22.5,23.5,0.6,19.0,14.67,24.21,3.65,14.55,25.32,4.14,12.82,25.42,4.15,12.97,25.01,3.58,NaN,NaN,NaN,23.5,0.6,22.9,dist_plx_formula,Target for PARSEC program (Andr11). Target for NPARSEC program (Smar13).,2MASS J14044948-3159330,211.2062,-31.9925,2003yCat.2246....0C,334.50,4.90,-15.50,4.70,2012ApJ...752...56F,42.50,1.10,2017ApJS..231...15D,2MASS J14044948-3159330|WISEA J140449.73-315933.4|WISEP J140449.73-315933.0|WISE J140449.73-315933.3|EQ J1404-3159,2007AJ....134.1162L,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),TAU,0.00,pm+trig-plx,211.2095,-31.9927,AllWISE; Dupu17
WISEPC J140518.40+553421.4,Cush11,null,null,N,N,N,N,NaN,N,211.3263,55.5726,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,21.240,0.100,Legg13,21.060,0.060,Legg13,21.410,0.080,Legg13,21.610,0.120,Legg15,WISEA J140518.32+553421.3,211.3263496,55.5726027,211.3263524,55.5726011,18.765,0.396,14.097,0.037,12.204,0.263,8.981,NaN,Cutr13,0000,1,0,16.88,0.05,14.06,0.02,Dupu13b,158,3,Kirk19,-2326.5,1.7,236.1,1.3,Kirk19,157.90,3.10,Kirk19,-2326.50,1.70,236.10,1.30,2338.45,1.70,275.79,0.03,Kirk19,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,Y0.5 (pec?),Schn15; Cush16,NaN,30.5,30.5,30.5,6.33,0.12,30.5,NaN,NaN,NaN,20.63,12.18,2.43,NaN,NaN,NaN,20.99,13.29,3.33,14.39,8.73,0.78,6.33,0.12,6.21,dist_plx_formula,MKO photometry from Palomar/WIRC.,WISE J140518.39+553421.3,211.3266,55.5726,2012yCat.2311....0C,-2334.00,5.00,232.00,5.00,2017ApJ...842..118L,133.00,81.00,2013ApJ...762..119M,WISEA J140518.32+553421.3|WISEP J140518.40+553421.5|WISEP J140518.40+553421.4|WISE J140518.39+553421.3|EQ J1405+5534,2011ApJS..197...19K,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),TAU,0.00,pm+trig-plx,211.3025,55.5740,AllWISE; Kirk19
ULAS J141756.22+133045.8,Burn13,null,null,N,N,N,N,NaN,N,214.4845,13.5126,PS1,PSO J214.4840+13.5127,214.4845,13.5126,214.4840,13.5128,56015.60,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,21.00,0.05,7,C,Cham16,19.42,0.04,13,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,ULAS J141756.22+133045.8,17.938,0.028,Lawr12,16.770,0.014,Lawr12,16.997,0.026,Lawr12,17.003,0.042,Lawr12,WISEA J141756.20+133046.0,214.4841796,13.5128042,214.4841759,13.5128002,16.603,0.070,14.725,0.053,12.301,NaN,9.440,NaN,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,33,3,Manj13,-121,4,50,3,Manj13,33.00,3.00,Manj13,-121.00,4.00,50.00,3.00,130.92,3.87,292.45,1.39,Manj13,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,-121.8,20.8,50.6,16.1,Best18,null,null,null,null,N,null,null,T5,Burn13,NaN,25,25,25,30.3,2.8,25.0,NaN,NaN,NaN,14.41,29.61,5.87,NaN,NaN,NaN,14.53,31.27,7.66,12.61,26.44,2.40,30.3,2.8,27.5,dist_plx_formula,null,SDSS J141756.24+133045.5,214.4844,13.5126,2013yCat.2319....0L,-123.05,12.48,45.93,10.32,2013MNRAS.433..457B,NaN,NaN,null,SDSS J141756.24+133045.5|ULAS J141756.22+133045.8|WISE J141756.20+133046.2,2010A&A...515A..92S,NaN,NaN,null,null,-126.24,22.19,52.75,21.38,Magn20,ULAS,214.4842,13.5128,54789.20,214.4845,13.5126,17.938,0.028,16.766,0.014,16.997,0.026,17.003,0.042,FIELD (92.9%); ARG (7.1%),ARG,0.07,pm+trig-plx,214.4838,13.5129,PS1; Manj13
BD +01 2920B,Pinf12,lowZ?,Pinf12,N,N,N,HIP 70319,153.0,Y,215.8369,1.2771,AllWISE,PSO J215.8366+01.2769,NaN,NaN,215.8367,1.2770,56386.48,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,ULAS J142320.79+011638.2,19.510,0.140,Lawr12,18.550,0.030,Mace13a,18.960,0.070,Mace13a,19.890,0.330,Pinf12,WISEA J142320.84+011637.5,215.8368539,1.2771030,215.8368572,1.2770592,17.988,0.255,14.850,0.065,12.689,NaN,9.123,NaN,Cutr13,hh00,1,0,16.73,0.04,14.69,0.02,Kirk19,58.2,0.5,VanL07,224,0.4,-477.8,0.4,VanL07,58.17,0.53,VanL07,224.00,0.37,-477.75,0.37,527.65,0.37,154.88,0.04,VanL07,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T8,Mace13a,NaN,28,28,28,17.18,0.15,28.0,NaN,NaN,NaN,16.38,27.14,5.39,NaN,NaN,NaN,16.95,38.64,11.11,13.43,19.25,1.78,17.18,0.15,17.03,dist_plx_formula,"aka HIP 70319B and LHS 2907B and HD 126053B. Parallax is for the primary (LHS 2907). Separation 153"" from primary (Pinf12).",HD 126053B,215.8366,1.2773,2013MNRAS.433..457B,281.48,19.56,-492.01,17.36,2013MNRAS.433..457B,NaN,NaN,null,BD+01  2920B|** PIN  2B|HD 126053B|ULAS J142320.79+011638.2|WISEP J142320.86+011638.1|WISE J142320.84+011638.0|EQ J1423+0116,2012MNRAS.422.1922P,-19.21,0.00,2018A&A...616A...7S,rv_simbad_primary,NaN,NaN,NaN,NaN,null,ULAS,215.8366,1.2773,54601.87,NaN,NaN,19.513,0.136,18.759,0.123,NaN,NaN,NaN,NaN,FIELD (99.9%),TAU,0.00,pm+trig-plx+rv,215.8382,1.2743,AllWISE; VanL07
VHS J143311.46-083736.3,Lodi12d,null,null,N,N,N,N,NaN,Y,218.2976,-8.6268,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,20.141,0.252,Lodi12d,19.010,0.020,Best20a,19.217,0.142,Lodi12d,NaN,NaN,null,WISEA J143311.41-083736.6,218.2975754,-8.6268426,218.2975693,-8.6268477,18.914,NaN,15.240,0.091,12.784,NaN,9.118,NaN,Cutr13,0000,1,0,17.14,0.06,15.04,0.02,Kirk19,62,4,Best20a,-284.4,2.4,-204.6,1.8,Kirk19,50.90,4.50,Kirk19,-284.40,2.40,-204.60,1.80,350.35,2.21,234.27,0.33,Kirk19,62.2,3.6,-295.4,3.6,-217.4,2.6,Best20a,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T8,Lodi12d,NaN,28,28,28,16.1,1,28.0,NaN,NaN,NaN,16.38,33.54,6.65,NaN,NaN,NaN,NaN,NaN,NaN,13.43,23.04,2.23,16.1,1,15.1,dist_plx_formula,null,WISE J143311.42-083736.4,218.2976,-8.6268,2012yCat.2311....0C,NaN,NaN,NaN,NaN,null,NaN,NaN,null,VHS J143311.46-083736.3|WISEP J143311.45-083736.3|WISE J143311.42-083736.4,2012ApJ...753..156K,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),BPMG,0.00,pm+trig-plx,218.2959,-8.6280,AllWISE; Kirk19
SDSS J143517.20-004612.9,Hawl02,null,null,N,N,N,N,NaN,N,218.8218,-0.7703,DR2,PSO J218.8217-00.7702,218.8217,-0.7703,218.8217,-0.7703,56104.86,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.30,0.02,23,C,Cham16,18.88,0.02,4,C,Cham16,18.05,0.01,17,C,Cham16,NaN,NaN,20.939,0.025,NaN,NaN,2MASS J14351720-0046130,218.821673,-0.770282,1999-04-17,16.484,0.097,Cutr03,15.613,0.175,Cutr03,15.321,0.175,Cutr03,000,ULAS J143517.21-004612.8,17.216,0.020,Lawr12,16.365,0.014,Lawr12,15.787,0.016,Lawr12,15.336,0.018,Lawr12,WISEA J143517.22-004612.8,218.8217514,-0.7702435,218.8217505,-0.7702435,15.107,0.034,14.868,0.064,12.226,NaN,9.344,0.517,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,10,5,Vrba04,17,4,11,3,Best18,9.85,5.18,Vrba04,22.38,8.45,10.44,5.79,24.70,9.20,64.99,10.65,Vrba04,NaN,NaN,NaN,NaN,NaN,NaN,null,O,218.8217500,-0.7702683,218.8217500,-0.7702683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3650008996513309824,16.7,3.5,11.4,3.2,Best18,null,null,null,null,N,L0,Hawl02,null,null,10,NaN,10,10,100,50,10.0,11.62,94.05,16.98,11.52,93.09,13.73,10.40,96.49,18.18,10.36,98.75,13.21,9.83,101.82,17.14,100,50,50,dist_plx_formula,null,2MASS J14351720-0046130,218.8218,-0.7703,2018yCat.1345....0G,22.00,9.00,10.00,6.00,2009AJ....137....1F,9.85,5.18,2012ApJ...752...56F,2MASS J14351720-0046130|SDSS J143517.20-004612.9|SDSS J143517.19-004612.9|SDSS J143517.19-004612.8|WISEP J143517.22-004612.6|Gaia DR2 3650008996513309824,2002AJ....123.3409H,-39.00,51.00,2009yCat.2294....0A,z_simbad,16.73,4.64,11.43,4.47,Magn20,ULAS,218.8217,-0.7702,54952.47,218.8217,-0.7702,17.216,0.020,16.380,0.011,15.787,0.016,15.336,0.018,FIELD (99.9%),USCO,0.00,pm+trig-plx+rv,218.8218,-0.7702,DR2; Best18
SDSS J143535.72-004347.0,Hawl02,null,null,N,N,N,N,NaN,N,218.8989,-0.7298,PS1,PSO J218.8989-00.7301,218.8989,-0.7298,218.8989,-0.7301,56064.46,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.91,0.02,17,C,Cham16,19.45,0.01,12,C,Cham16,18.47,0.01,16,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J14353572-0043471,218.898870,-0.729750,1999-04-17,16.488,0.116,Cutr03,15.664,0.137,Cutr03,15.025,0.137,Cutr03,000,ULAS J143535.73-004347.8,17.527,0.025,Lawr12,16.436,0.015,Lawr12,15.687,0.014,Lawr12,15.133,0.015,Lawr12,WISEA J143535.74-004348.1,218.8989474,-0.7300425,218.8989468,-0.7300439,14.855,0.031,14.569,0.055,12.331,NaN,9.105,NaN,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,16,6,Vrba04,24,3,-97,4,Best18,16.07,5.76,Vrba04,21.85,4.66,-105.26,8.65,107.50,8.80,168.27,2.34,Vrba04,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,24.4,3.3,-96.7,3.5,Best18,null,null,null,null,N,L3,Hawl02,L2.5,Knap04,13,12.5,13,13,63,23,13.0,12.73,56.50,8.85,12.51,61.10,9.85,11.35,54.38,9.18,11.07,65.07,9.00,10.47,66.04,8.08,63,23,40,dist_plx_formula,null,2MASS J14353572-0043471,218.8989,-0.7298,2003yCat.2246....0C,22.00,9.00,-105.00,5.00,2009AJ....137....1F,16.07,5.76,2012ApJ...752...56F,2MASS J14353572-0043471|SDSS J143535.72-004347.1|SDSS J143535.72-004347.0|SDSS J143535.70-004347.0|ULAS J143535.73-004347.9|WISEP J143535.75-004347.4,2002AJ....123.3409H,NaN,NaN,null,null,23.69,5.44,-96.82,5.40,Magn20,ULAS,218.8989,-0.7300,54930.52,218.8988,-0.7297,17.527,0.025,16.567,0.013,15.687,0.014,15.133,0.015,FIELD (99.9%),USCO,0.00,pm+trig-plx,218.8990,-0.7303,PS1; Best18
