source,reason
SDSS_J001824.54-003211.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001825.06-005055.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001826.26+000652.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001826.81-004349.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001830.33+010824.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001833.55+002447.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001833.64-011159.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001833.68-000515.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001834.87-011037.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001835.30+011230.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001835.69-000642.6,No unique match
SDSS_J001836.86+004106.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001837.60-005258.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001837.61-010543.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001838.60+002400.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001839.72+003035.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001839.92+003919.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001841.62-004813.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001842.00-002416.3,No unique match
SDSS_J001843.28-010109.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001844.82+011322.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001845.61+003257.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001846.80+000237.7,No unique match
SDSS_J001847.69+005744.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001847.68+004451.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001847.79-005117.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001847.88+004150.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001848.40+001504.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001849.55+004710.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001849.91+005641.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001850.43+005124.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001851.36+000308.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001851.97-002928.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001852.23-004423.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001853.34-000106.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001853.65+001303.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001854.78-091825.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001854.93-011330.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001855.49-010647.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001856.41-095056.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001857.59-002956.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001858.14-005910.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001859.21+005159.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001901.96+004002.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001905.31-003305.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001905.75-002239.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001906.12-003722.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001907.02+000309.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001910.31+000710.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001910.62+002425.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001914.30-001558.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001915.01+003305.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001917.67+002143.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001922.19-002742.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001924.33-003331.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001924.77-003332.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001925.52-104722.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001925.72+001429.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001926.09+001349.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001926.97+000335.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001927.50+000209.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001927.40-001429.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001929.51-004251.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001930.45+004938.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001930.91-092609.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001931.96+001451.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001933.20-000103.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001933.18-010536.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001933.87-002742.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001934.13-011034.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001935.34+010634.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001935.55+000947.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001935.61-000437.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001935.72-000355.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001936.05+010549.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001937.81+010520.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001942.73+002430.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001943.20-005937.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001946.57-003957.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001946.59-004012.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001952.95-004225.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001953.57-000803.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001953.70-011238.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001954.29-002748.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001955.04+005700.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001957.07-010933.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001957.14-004424.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001959.77+004953.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001959.83-093404.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J001959.87+011441.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002000.29-000713.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002001.96+004813.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002003.91+000159.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002003.98+001705.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002004.95+003959.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002005.02+002542.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002005.62-010529.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002005.77-005438.3,No unique match
SDSS_J002006.99-000324.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002007.84-000409.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002007.87-004441.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002008.04-010853.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002008.34-001144.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002009.09+010421.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002009.23-003723.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002009.55+000951.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002009.87-011524.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002009.95+005539.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002010.24-010200.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002010.31-003407.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002013.56-003738.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002015.01-004232.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002015.56+003905.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002017.99-011148.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002018.51-002312.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002019.44+000506.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002019.74-103250.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002019.88+004916.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002021.01-004118.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002021.32+004001.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002021.40-003003.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002021.42+004809.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002022.48+005147.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002022.89+010042.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002024.25-092107.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002024.70-001839.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002029.94+003821.2,No unique match
SDSS_J002032.05-004903.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002032.42-001702.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002033.64-000223.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002035.00-000358.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002035.80-001941.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002036.20+011332.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002039.62+000548.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002039.67+000410.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002039.71-002730.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002040.43-002935.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002041.90-004033.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002042.29+010155.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002042.99-002658.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002043.40-010107.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002043.47-011145.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002045.51-002823.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002048.87+003109.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002050.19-010600.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002050.53+003005.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002051.01-010837.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002051.98+005911.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002052.56+003946.0,No unique match
SDSS_J002054.40-004004.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002055.10-004310.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002055.77-001427.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002057.00+001555.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002057.23+000900.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002057.28+000422.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002057.49-004706.9,No unique match
SDSS_J002058.84-004459.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002059.33+004526.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002059.43-004929.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002100.05-000355.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002100.37-010551.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002101.03-003039.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002101.65+004851.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002101.81-000509.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002102.18+001330.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002102.51-011407.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002105.58+002050.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002106.24+000209.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002106.61-003729.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002106.94-001219.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002108.40-005843.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002108.70+001633.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002108.83+010307.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002113.76-001835.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002114.37+001437.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J002115.32-004839.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
