source,reason
SDSS_J085432.37+234549.6,No unique match
SDSS_J085438.03+280030.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085438.54+260416.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085439.36+325759.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085439.95+301421.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085441.48+254201.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085446.42+301734.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085447.23+304058.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085447.84+321436.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085449.28+372505.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085451.96+565441.1,No unique match
SDSS_J085500.22+273232.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085501.49+091445.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085504.79+274816.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085508.47+300156.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085515.42+275308.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085527.56+274733.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085528.74+255706.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085541.77+272332.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085543.61+281610.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085553.92+063121.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085555.08+000347.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085556.08+273853.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085612.15+295522.3,No unique match
SDSS_J085616.80+053457.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085620.68+295256.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085623.76+293831.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085647.43+302359.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085650.86+285130.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085652.54+271825.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085655.39+271112.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085655.80+310238.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085710.48+334130.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085712.80+420914.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085714.05+435033.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085719.10+294319.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085719.24+302047.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085720.35+282339.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085743.62+302032.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085744.83+370422.5,No unique match
SDSS_J085744.82+272506.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085755.53+310151.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085800.72+282205.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085802.81+283432.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085803.32+272811.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085806.41+284003.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085818.01+391011.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085819.57+284008.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085820.79+043344.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085823.52+303531.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085828.12+262732.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085833.22+273150.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085833.80+285504.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085834.17+283659.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085834.35+251613.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085839.01+282852.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085840.21+282352.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085843.11+274723.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085846.60+300738.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085850.16+275611.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085852.39+273136.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085855.16+554937.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085856.36+275321.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085857.19+401618.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085859.44+301705.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085904.25+274653.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085906.01+272501.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085913.19+041445.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085915.07+270543.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085924.11+312531.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085924.57+271703.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085926.09+240033.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085934.14+281326.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085934.41+311103.3,No unique match
SDSS_J085937.97+290830.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085947.41+235257.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085948.46+303344.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085950.52+302743.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085951.09+062245.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J085953.81+561355.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090007.18+305359.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090008.03+240636.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090009.60+280654.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090011.32+294938.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090033.30+330731.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090035.62+325251.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090036.29+302006.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090036.65+083930.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090039.02+404931.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090049.49+091214.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090053.52+305506.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090058.87+370935.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090059.13+452504.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090111.86+414028.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090127.90+310910.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090131.57+280331.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090143.30+415907.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090145.25+454525.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090147.52+312321.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090154.70+244119.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090155.29+305725.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090155.50+033609.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090203.10+260456.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090204.06+454109.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090204.26+243113.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090207.38+414823.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090210.49+273851.3,No unique match
SDSS_J090210.98+252913.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090212.42+313757.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090221.68+244034.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090226.36+244832.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090229.46+244405.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090236.33+242327.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090241.92+354831.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090244.25+313928.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090248.04+452205.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090301.56+310344.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090301.60+292514.6,No unique match
SDSS_J090303.84+305827.1,No unique match
SDSS_J090304.29+311428.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090304.74+291106.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090315.58+262852.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090319.03+014358.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090319.31+304545.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090320.19+364149.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090322.85+452126.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090322.96+305438.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090335.36+275129.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090336.18+294454.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090336.70+451514.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090338.24+025950.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090341.13+280103.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090345.04+451922.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090351.43+290707.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090352.73+014137.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090352.80+281856.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090353.48+244742.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090400.44+283349.6,No unique match
SDSS_J090404.82+310131.6,No unique match
SDSS_J090410.04+420405.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090413.38+272843.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090428.18+463348.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090429.42+311011.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090429.58+023510.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090430.03+035036.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090434.78+463524.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090445.78+253351.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090452.28+450750.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090452.06+051538.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090452.16+291216.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090452.94+244910.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090456.10+255153.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090456.87+432551.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090459.42+450053.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090503.84+291454.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090510.43+445832.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090510.82+242006.3,No unique match
SDSS_J090517.42+574251.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090524.22+273514.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090524.88+291525.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090527.32+310456.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090535.78+461047.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090541.15+461019.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090544.12+275549.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090546.60+450023.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090547.23+423850.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090547.46+301957.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090547.94+283611.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090548.11+461051.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090548.34+461422.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090600.27+310254.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090602.08+254244.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090606.23+245402.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090608.57+435915.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090609.40+270400.1,No unique match
SDSS_J090632.24+313123.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090641.91+282531.7,No unique match
SDSS_J090644.95+263004.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090645.05+051027.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090646.87+465912.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090652.21+250006.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090701.35+465336.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090708.91+460058.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090713.34+465022.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090718.09+341209.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090720.88+593020.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090722.98+322924.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090725.76+323210.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090731.80+244019.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090735.44+033145.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090743.84+241134.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090753.25+313544.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090758.70+102319.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090809.06+281150.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090813.71+320126.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090827.36+311225.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090828.10+241111.2,No unique match
SDSS_J090828.98+303913.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090840.76+314718.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090848.66+261005.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090852.52+251224.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090903.08+095335.7,No unique match
SDSS_J090915.29+102727.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090921.72+314759.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090935.34+110245.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090935.60+074734.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090936.01+262228.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090939.37+260125.5,No unique match
SDSS_J090943.93+371347.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090946.69+103943.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J090957.12+243410.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091015.29+104057.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091033.36+422016.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091051.76+272256.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091055.51+325654.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091110.22+455853.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091116.21+320559.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091122.59+101956.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091126.78+562818.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091128.46+253140.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091129.07+321523.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091129.20+325057.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091146.85+321349.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091149.29+320450.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091149.85+312056.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091200.22+312217.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091213.33+255911.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091213.95+334048.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091215.99+322251.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091229.11+395056.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091233.58+250417.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091234.25+253506.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091234.45+104143.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091237.30+320857.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091253.79+323244.5,No unique match
SDSS_J091254.33+254125.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091258.10+453705.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091320.38+322503.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091325.83+313449.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091328.44+325543.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091344.75+245229.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091344.89+262048.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091353.23+255743.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091357.21+365955.9,No unique match
SDSS_J091411.92+314440.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091414.28+440844.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091417.06+314712.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091422.01+315556.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091430.77+321747.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091435.17+260838.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091451.43+420216.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091507.72+312558.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091510.55+092751.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091514.92+325233.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091535.62+053908.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J091542.30+325352.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
