name,ra_j2000_formula,dec_j2000_formula,identifiers_simbad
SDSS J121001.96+030739.2,182.5082,3.1276,SDSS J121001.96+030739.5|SDSS J121001.96+030739.2|ULAS J121001.98+030739.5|WISEA J121001.97+030739.4|WISE J121001.97+030739.6
HIP 59310B,182.5412,18.9690,2MASS J12100989+1858083|LSPM J1210+1858E|TIC 357289410|USNO-B1.0 1089-00201736|Gaia DR2 3950178454032569472|Gaia DR3 3950178454032569472
PSO J182.6569-26.6197,182.6573,-26.6197,2MASS J12103773-2637106|PSO J182.6569-26.6197|TIC 402114243|WISEA J121037.65-263710.7|WISE J121037.66-263710.6
SDSS J121210.98+605947.9,183.0457,60.9966,2MASS J12121097+6059477|SDSS J121210.99+605948.0|SDSS J121210.98+605947.9|SDSS J121210.99+605948.1|TIC 157349664|Gaia DR2 1582527910492327808|Gaia DR3 1582527910492327808
ULAS J121226.80+101007.4,183.1103,10.1706,ULAS J121226.80+101007.4
2MASS J12123389+0206280,183.1412,2.1078,2MASS J12123389+0206280|SDSS J121233.88+020628.0|TIC 366722906|ULAS J121233.92+020627.0|Gaia DR2 3699683699198329600|Gaia DR3 3699683699198329600
ULAS J121238.72+000721.9,183.1614,0.1227,2MASS J12123874+0007218|BRLT 162|SDSS J121238.73+000721.6|SDSS J121238.73+000721.7|TIC 366723224|ULAS J121238.72+000721.9|Gaia DR3 3698398537609607552
2MASSI J1213033-043243,183.2639,-4.5455,2MASS J12130336-0432437|EPIC 201181297|2MASSI J1213033-043243|2MUCD 11044|TIC 56813848|WISEA J121303.07-043244.0|Gaia DR2 3597096309389074816|Gaia DR3 3597096309389074816
SDSS J121304.77+152922.2,183.2701,15.4897,2MASS J12130484+1529227|SDSS J121304.77+152922.2|TIC 335814019|ULAS J121304.68+152921.2|ULAS J121304.73+152921.8|WISEA J121304.65+152920.7|WISE J121304.66+152920.7
ULAS J121320.56+150235.1,183.3358,15.0430,BRLT 163|ULAS J121320.56+150235.1
PSO J183.4547+40.7901,183.4554,40.7904,PSO J183.4547+40.7901|WISEA J121349.11+404724.5|WISE J121349.14+404724.6
ULAS J121355.51+053517.1,183.4819,5.5878,BRLT 164|ULAS J121355.52+053517.1
SDSS J121409.75+332356.0,183.5407,33.3989,2MASS J12140975+3323561|SDSS J121409.75+332356.0|SDSS J121409.75+332356.1|SDSS J121409.74+332356.0|TIC 383484808|WISEA J121409.73+332356.2|WISE J121409.74+332356.2
SDSS J121433.61+372111.9,183.6402,37.3533,2MASS J12143365+3721117|SDSS J121433.60+372111.8|SDSS J121433.61+372111.9|TIC 458427854|Gaia DR2 4030408065165389696|Gaia DR3 4030408065165389696
SDSS J121440.95+631643.4,183.6706,63.2787,2MASS J12144089+6316434|SDSS J121440.95+631643.3|SDSS J121440.95+631643.4|SDSS J121440.97+631643.3|TIC 417918145|WISEA J121441.13+631643.6|WISEP J121441.14+631643.6|WISE J121441.13+631643.6
ULAS J121508.37+040200.5,183.7848,4.0336,SDSS J121508.36+040200.5|ULAS J121508.37+040200.5|Gaia DR2 3894000492254627328|Gaia DR3 3894000492254627328
PSO J183.9318-09.7914,183.9320,-9.7914,2MASS J12154368-0947289|PSO J183.9318-09.7914|TIC 176943012|WISEA J121543.61-094729.2|WISE J121543.62-094729.1
2MASS J12154432-3420591,183.9346,-34.3497,2MASS J12154430-3420594|TIC 398908892|WISEA J121544.11-342102.7|WISEP J121544.12-342103.9|WISE J121544.13-342102.4
2MASS J12155348+0050498,183.9729,0.8472,2MASS J12155348+0050498|SDSS J121553.48+005050.1|TIC 412129994|WISEA J121553.63+005045.4|Gaia DR2 3698568141572462336|Gaia DR3 3698568141572462336
2MASS J12162161+4456340,184.0901,44.9427,2MASSI J1216216+445634|2MASS J12162161+4456340|2MUCD 11053|SDSS J121621.61+445634.2|TIC 332250611|WISEA J121621.55+445634.2|WISE J121621.55+445634.3
SDSS J121645.58+492744.9,184.1900,49.4626,2MASS J12164560+4927452|SDSS J121645.58+492744.9|TIC 53581728|WISEA J121645.51+492744.9|WISE J121645.52+492745.0|Gaia DR2 1547294197819487744
SDSS J121659.17+300306.3,184.2465,30.0516,2MASS J12165918+3003054|SDSS J121659.17+300306.3|SDSS J121659.16+300306.2|TIC 139069627|UGCS J121659.18+300306.9|WISEA J121659.17+300306.8|WISE J121659.17+300306.9
2MASSI J1217110-031113,184.2958,-3.1869,2MASS J12171110-0311131|2MASSI J1217110-031113|2MASSW J1217111-031113|SDSS J121711.19-031113.3|SDSS J121711.02-031113.0|TIC 66628168|WDS J12172-0311AB|WISEP J121710.30-031113.2|[B2006] J121711.1-031113
2MASS J12171942-4830012,184.3311,-48.5005,2MASS J12171942-4830012|TIC 334792708
2MASS J12172372-0237369,184.3489,-2.6269,2MASS J12172372-0237369|EPIC 201288233|SDSS J121723.75-023736.5|TIC 66629361|WISEA J121723.78-023736.6|WISE J121723.78-023736.5
2MASS J12172935+0035326,184.3723,0.5924,2MASS J12172935+0035326|2MASSI J1217293+003532|SDSS J121729.34+003532.6|SDSS J121729.35+003532.6|TIC 262812075|Gaia DR2 3698498322584980992|Gaia DR3 3698498322584980992
HIP 59933B,184.4020,14.4534,2MASS J12173646+1427119|TIC 335914875
HD 106906 b,184.4692,-55.9741,** BYV    1B|HD 106906B|WDS J12179-5559B|HIDDEN NAME HD 106906 b|HIDDEN NAME HD 106906b
WISEPC J121756.91+162640.2,184.4847,16.4484,** LIM    4|WDS J12179+1627AB|WISEA J121756.92+162640.3|WISEP J121756.91+162640.2|WISE J121756.90+162640.8|EQ J1217+1626
2MASS J12175920-3734433,184.4967,-37.5787,2MASS J12175920-3734433|TIC 134976537|TWA 44|WISEA J121759.15-373443.5|WISE J121759.16-373443.5|Gaia DR2 6151330196594603648|Gaia DR3 6151330196594603648
ULAS J121816.52+134953.8,184.5694,13.8317,BRLT 165|ULAS J121816.52+134953.8
SDSS J121855.72+352022.9,184.7324,35.3397,2MASS J12185580+3520235|SDSS J121855.72+352022.9|TIC 139086216|WISEA J121855.65+352023.1|WISE J121855.66+352023.1
2MASS J12185957-0550282,184.7482,-5.8412,2MASS J12185957-0550282|2MASSI J1218595-055028|TIC 66665509|Gaia DR2 3584671759275839872|Gaia DR3 3584671759275839872
SDSS J121917.86+151612.4,184.8245,15.2702,2MASS J12191788+1516127|SDSS J121917.86+151612.4|TIC 72415679|Gaia DR2 3945440864587242496|Gaia DR3 3945440864587242496
ULAS J121932.54+015433.0,184.8856,1.9092,2MASS J12193255+0154330|SDSS J121932.53+015432.9|ULAS J121932.50+015432.2|Gaia DR3 3700975728440047872|Gaia DR2 3700975728440047872
SDSS J121950.20+654136.5,184.9592,65.6935,2MASS J12195024+6541365|SDSS J121950.22+654136.5|SDSS J121950.20+654136.5|SDSS J121950.25+654136.6|TIC 147642919|Gaia DR2 1681017832781354368|Gaia DR3 1681017832781354368
SDSS J121951.45+312849.4,184.9647,31.4804,2MASS J12195156+3128497|SDSS J121951.45+312849.4|SDSS J121951.44+312849.4|TIC 139087399|UGCS J121951.36+312849.4|WISE J121951.32+312849.5
WISEA J122036.38+540717.3,185.1506,54.1227,WISEA J122036.38+540717.3
ULAS J122111.67+122217.0,185.2989,12.3715,BRLT 168|ULAS J122111.67+122217.0
2MASS J12212770+0257198,185.3655,2.9555,2MASS J12212770+0257198|EPIC 201658777|2MUCD 20444|SDSS J122127.70+025719.7|SDSS J122127.70+025719.8|SDSS J122127.71+025719.8|TIC 377172800|ULAS J122127.62+025719.5|Gaia DR2 3701479918946381184|Gaia DR3 3701479918946381184
2MASS J12215066-0843197,185.4610,-8.7221,2MASS J12215066-0843197|EPIC 228754562|2MASSI J1221506-084319|2MUCD 11062|TIC 98628062|Gaia DR2 3582738508596451200|Gaia DR3 3582738508596451200
WISE J122152.28-313600.8,185.4657,-31.6014,2MASS J12215175-3136054|TIC 170585935|WISEA J122152.28-313600.7|WISE J122152.28-313600.8|EQ J1221-3136
NLTT 30510B,185.5767,36.7302,2MASS J12221837+3643485|** DEA   78B|SDSS J122218.46+364348.4|TIC 18083976|WDS J12223+3644B|Gaia DR3 1531337642694711936|Gaia DR2 1531337642694711936
WISEA J122221.95-213948.6,185.5924,-21.6630,2MASS J12222222-2139466|TIC 423539704|WISEA J122221.95-213948.6
WISEA J122248.13-211638.6,185.7012,-21.2773,2MASS J12224828-2116382|TIC 423567658|WISEA J122248.13-211638.6|WISE J122248.14-211638.5
ULAS J122325.69+044827.6,185.8571,4.8077,2MASS J12232570+0448277|BRLT 171|TIC 377229650|ULAS J122325.69+044827.6|WISEA J122325.67+044827.5|WISE J122325.68+044827.4
ULAS J122343.35-013100.7,185.9317,-1.5162,ULAS J122343.35-013100.7|ULAS J122343.34-013100.6
BRI B1222-1222,186.2174,-12.6433,2MASS J12245222-1238352|BR B1222-1221|BRI B1222-1222|BRI B1222-1221|2MASSI J1224522-123835|2MASSW J1224522-123835|2MUCD 11068|SIPS J1224-1238|TIC 334937178|WISEA J122451.96-123837.6|Gaia DR2 3576327737332306688|Gaia DR3 3576327737332306688
SDSS J122524.00-021559.7,186.3499,-2.2667,2MASS J12252397-0215599|SDSS J122524.00-021559.7|TIC 94923767|ULAS J122523.99-021559.9|WISEA J122524.00-021600.0|WISE J122524.00-021559.8
2MASS J12255432-2739466,186.4767,-27.6637,2MASS J12255432-2739466|** BUG    2|2MASSI J1225543-273946|2MASSW J1225543-273947|TIC 443626421|WDS J12259-2740AB|WISEA J122554.66-273954.1|WISEP J122554.67-273954.0|WISE J122554.66-273953.9
WISE J122558.86-101345.0,186.4959,-10.2283,2MASS J12255900-1013413|SIMP J1225590-101341|TIC 98676958|WISEA J122558.86-101345.2|WISE J122558.86-101345.0|EQ J1225-1013
PSO J186.5342+21.8364,186.5342,21.8365,2MASS J12260821+2150112|PSO J186.5342+21.8364|SDSS J122608.20+215010.9|TIC 135151251|WISEA J122608.18+215010.6|WISE J122608.20+215010.8
ULAS J122633.36+152106.9,186.6394,15.3520,ULAS J122633.36+152106.9
2MASS J12270506-0447207,186.7710,-4.7891,2MASS J12270506-0447207|TIC 94941729|WISEA J122704.69-044718.0|Gaia DR2 3680897164353640320|Gaia DR3 3680897164353640320
SDSS J122711.07+021349.1,186.7961,2.2302,2MASS J12271106+0213488|SDSS J122711.05+021349.0|SDSS J122711.06+021349.0|SDSS J122711.07+021349.1|TIC 377260085|ULAS J122711.06+021348.9|WISEA J122711.05+021348.8|WISE J122711.06+021348.9
2MASS J12271545-0636458,186.8144,-6.6128,2MASS J12271545-0636458|EPIC 228803953|2MASSI J1227154-063645|TIC 98720513|Gaia DR2 3583682782927372160|Gaia DR3 3583682782927372160
DENIS-P J122813.8-154711,187.0635,-15.7930,2MASS J12281523-1547342|** MEL    7|DENIS J122815.2-154734|DENIS J1228.2-1547|DENIS J122815.2-154733|2MASSI J1228152-154734|2MUCD 11073|NAME DENIS 19|NAME DENIS 1228-1547|SIPS J1228-1547|TIC 297025801|WDS J12283-1548AB|WISEA J122815.34-154736.5|WISEP J122815.35-154736.4|WISE J122815.34-154736.4|[B2006] J122815.2-154734|Gaia DR3 3520687672962171776
SDSS J122818.54+583342.3,187.0771,58.5617,2MASS J12281851+5833419|SDSS J122818.53+583342.2|SDSS J122818.53+583342.3|SDSS J122818.54+583342.3|TIC 233165120|Gaia DR2 1580883212896723456|Gaia DR3 1580883212896723456
SDSS J122855.38+005044.1,187.2308,0.8455,2MASS J12285538+0050440|EPIC 229102518|SDSS J122855.38+005044.1|SDSS J122855.38+005043.9|TIC 377263508|ULAS J122855.36+005043.7|Gaia DR2 3696867742547253760|Gaia DR3 3696867742547253760
LHS 330,187.3090,53.5517,LHS   330|** LDS 3046B|GJ  1159 B|LP  130-226|LSPM J1229+5333|2MASS J12291427+5333060|NLTT 30900|SDSS J122913.87+533306.3|TIC 141247464|USNO-B1.0 1435-00218530|WDS J12294+5333B|WISEA J122912.68+533307.5|[RHG95]  1959|Gaia DR3 1572366022165982208|Gaia DR2 1572366022165982208
ULAS J123012.52+071717.9,187.5521,7.2885,BRLT 176|ULAS J123012.52+071717.9
2MASS J12304562+2827583,187.6901,28.4662,2MASS J12304562+2827583|SDSS J123045.43+282758.0|TIC 393831778|WISEA J123045.23+282757.5|Gaia DR2 4010768695843696896|Gaia DR3 4010768695843696896
2MASS J12310489-3801065,187.7704,-38.0185,2MASS J12310489-3801065|Gaia DR2 6150508376076490624|Gaia DR3 6150508376076490624
SDSS J123112.97+405027.9,187.8042,40.8410,2MASS J12311299+4050277|SDSS J123112.97+405027.9|SDSS J123112.98+405027.9|TIC 376690171|Gaia DR2 1533893010796907392|Gaia DR3 1533893010796907392
2MASS J12312141+4959234,187.8392,49.9898,2MASSI J1231214+495923|2MASS J12312141+4959234|2MUCD 11076|SDSS J123121.38+495923.3|TIC 141264811|Gaia DR2 1544612832556363136|Gaia DR3 1544612832556363136
2MASS J12314753+0847331,187.9482,8.7924,ULAS J123146.99+084725.8
ULAS J123153.60+091205.4,187.9732,9.2017,ULAS J123153.60+091205.4
SDSS J123200.85+022344.1,188.0036,2.3956,2MASS J12320085+0223441|EPIC 229164833|SDSS J123200.84+022344.1|SDSS J123200.85+022344.1|TIC 388932855|ULAS J123200.78+022344.2|Gaia DR2 3700467406177821952|Gaia DR3 3700467406177821952
2MASS J12321827-0951502,188.0762,-9.8640,2MASS J12321827-0951502|DENIS J123218.3-095149|EPIC 228730045|SIPS J1232-0951|TIC 380255513|WISEA J123218.14-095151.5|WISE J123218.14-095151.5|Gaia DR3 3579412039247581824|Gaia DR2 3579412034951072000
WISP 123242.42-003306.7,188.1766,-0.5535,WISP J1232-0033
SDSS J123322.63+213805.1,188.3445,21.6350,2MASS J12332269+2138059|SDSS J123322.63+213805.1|SDSS J123322.64+213805.2|SDSS J123322.64+213805.1|TIC 159162996|UGCS J123322.63+213804.4|WISEA J123322.60+213804.4|WISE J123322.60+213804.5|Gaia DR2 3949641484336451072
ULAS J123327.45+121952.2,188.3643,12.3304,ULAS J123327.45+121952.2
ULAS J123433.51+010742.0,188.6394,1.1283,BRLT 181|ULAS J123433.51+010742.0
SDSS J123517.23+315815.6,188.8219,31.9711,2MASS J12351726+3158155|SDSS J123517.24+315815.6|SDSS J123517.23+315815.6|TIC 138976552|Gaia DR2 4012608930416484480|Gaia DR3 4012608930416484480
GOODS-N i'-Drop 2,189.3919,62.2648,GOODS J123734.05+621553.4|MODS wide 11604|[BCW2008] 189.391861+62.26471|[BIB2006] HDFN-7340515534|[SBM2004]  2
2MASS J12373919+6526148,189.4129,65.4373,2MASS J12373919+6526148|2MASSI J1237392+652615|2MASSW J1237392+652615|SDSS J123738.88+652613.5|SDSS J123738.87+652613.4|SDSS J123739.35+652613.6|TIC 147681982|WISEP J123737.39+652608.2|WISE J123738.95+652620.3
SDSS J123815.59+621925.9,189.5650,62.3239,2MASS J12381563+6219261|SDSS J123815.59+621926.0|SDSS J123815.58+621926.0|TIC 147685621|WISEA J123815.50+621925.7|WISE J123815.51+621925.7|Gaia DR2 1583589939940335744
ULAS J123828.51+095351.3,189.6196,9.8976,ULAS J123828.51+095351.3|ULAS J123828.50+095351.3|ULAS J123828.50+095351.2|WISEA J123828.38+095352.0|WISEP J123828.37+095352.5|WISE J123828.38+095352.1
ULAS J123845.96+124737.7,189.6915,12.7936,BRLT 182|ULAS J123845.96+124737.7
ULAS J123903.75+102518.6,189.7657,10.4223,ULAS J123903.75+102518.6|ULAS J123903.74+102518.5
2MASSW J1239272+551537,189.8637,55.2603,2MASS J12392727+5515371|** BOY    6|2MASSI J1239272+551537|2MASSW J1239272+551537|SDSS J123927.31+551537.3|SDSS J123927.31+551537.2|TIC 99329415|WDS J12395+5516AB|WISEA J123927.44+551537.2|WISE J123927.44+551537.3
NLTT 31450B,189.9550,32.1515,2MASS J12394920+3209056|NLTT 31450B|TIC 165346953
SDSS J124036.81+152517.1,190.1534,15.4215,2MASS J12403680+1525172|SDSS J124036.80+152517.1|SDSS J124036.81+152517.1|TIC 87605031|Gaia DR2 3932745147418945152|Gaia DR3 3932745147418945152
ULAS J124052.92+112940.4,190.2205,11.4944,BRLT 186|ULAS J124052.92+112940.4|Gaia DR2 3928327279633194752|Gaia DR3 3928327279633194752
WISE J124309.61+844547.8,190.8075,84.7649,WISEA J124309.40+844547.7|WISE J124309.61+844547.8
SDSS J124352.25+131021.3,190.9678,13.1726,2MASS J12435228+1310215|SDSS J124352.25+131021.3|SDSS J124352.26+131021.3|TIC 87640492|Gaia DR2 3929151707195613824|Gaia DR3 3929151707195613824
ULAS J124413.03+123201.1,191.0548,12.5339,BRLT 190|ULAS J124413.03+123201.1
ULAS J124425.90+102441.9,191.1082,10.4120,2MASS J12442595+1024432|SDSS J124425.90+102441.9|SDSS J124425.90+102441.8|TIC 390632213|ULAS J124425.90+102441.9|ULAS J124425.75+102439.3|WISEA J124425.63+102437.3|Gaia DR2 3927262643141395584|Gaia DR3 3927262643141395584
SDSS J124510.86-013230.9,191.2952,-1.5419,2MASS J12451086-0132312|SDSS J124510.85-013230.9|SDSS J124510.82-013230.6|TIC 349526097|ULAS J124510.79-013230.4|WISEA J124510.76-013230.5|WISE J124510.77-013230.4|Gaia DR2 3683494760575345152
TWA 29,191.3090,-44.4855,2MASS J12451416-4429077|DENIS J124514.1-442907|TIC 449351034|TWA 29|Gaia DR2 6132672029732817024|Gaia DR3 6132672029732817024
SDSS J124514.95+120442.0,191.3123,12.0784,2MASS J12451496+1204423|SDSS J124514.95+120442.0|TIC 92024500|ULAS J124514.96+120441.9|Gaia DR2 3928077690494407936|Gaia DR3 3928077690494407936
SDSS J124555.66+490210.9,191.4819,49.0363,2MASS J12455566+4902105|SDSS J124555.66+490210.9|TIC 157878118|Gaia DR2 1567536378685471104|Gaia DR3 1567536378685471104
WISE J124629.65-313934.2,191.6236,-31.6579,2MASS J12462965-3139280|TIC 131308768|WISEA J124629.64-313934.3|WISE J124629.65-313934.2|EQ J1246-3139|Gaia DR3 6160573275451466752|Gaia DR2 6160573275451466752
ULAS J124639.33+032314.3,191.6643,3.3874,ULAS J124639.33+032314.3|ULAS J124639.32+032314.2
SDSS J124642.80+615054.5,191.6784,61.8485,2MASS J12464281+6150546|SDSS J124642.80+615054.4|SDSS J124642.80+615054.5|TIC 159548306|Gaia DR2 1580526868049397632|Gaia DR3 1580526868049397632
2MASSW J1246467+402715,191.6949,40.4542,2MASS J12464678+4027150|2MASSI J1246467+402715|2MASSW J1246467+402715|SDSS J124646.83+402714.6|TIC 389870792|Gaia DR2 1521895105554830720|Gaia DR3 1521895105554830720
2MASS J12465176+3148104,191.7151,31.8030,LP  321-222|LHS  2632|LSPM J1246+3148|2MASS J12465176+3148104|2MASSI J1246517+314811|2MASSW J1246517+314811|2MUCD 11095|NLTT 31871|TIC 5111920|USNO-B1.0 1218-00227098|WISEA J124650.95+314811.1|Gaia DR2 1513479649714919936|Gaia DR3 1513479649714919936
2MASS J12473570-1219518,191.8988,-12.3312,2MASS J12473570-1219518|2MASSI J1247357-121951|SIPS J1247-1219|TIC 289944813|Gaia DR2 3529435383178395008|Gaia DR3 3529435383178395008
2MASS J12474428-3816464,191.9345,-38.2796,2MASS J12474428-3816464|Gaia DR2 6152893526035165312|Gaia DR3 6152893526035165312
2MASS J12474944-1117551,191.9561,-11.2987,2MASS J12474944-1117551|TIC 288604107|Gaia DR2 3530401750821135744|Gaia DR3 3530401750821135744
ULAS J124804.56+075904.0,192.0196,7.9851,ULAS J124804.56+075904.0|ULAS J124804.55+075904.0|WISEA J124804.47+075903.6|WISE J124804.49+075903.5
SDSS J124908.66+415728.6,192.2864,41.9580,2MASS J12490872+4157286|SDSS J124908.66+415728.5|SDSS J124908.66+415728.6|TIC 389874385|Gaia DR2 1528191733769486720|Gaia DR3 1528191733769486720
SDSS J124921.22+541340.1,192.3385,54.2279,2MASS J12492124+5413405|SDSS J124921.22+541340.1|TIC 150362344|Gaia DR2 1570382533253393536|Gaia DR3 1570382533253393536
ULAS J124947.04+095019.8,192.4465,9.8393,SDSS J124947.11+095020.6|ULAS J124947.04+095019.8|WISEA J124946.99+095018.8|WISE J124947.00+095018.8|Gaia DR2 3735051346131817088
SDSS J125011.65+392553.9,192.5488,39.4321,2MASS J12501166+3925582|SDSS J125011.65+392553.9|TIC 17654960|WISEA J125011.60+392547.4|WISEP J125011.60+392547.8
WISE J125015.56+262846.9,192.5664,26.4814,PSO J192.5647+26.4796|ULAS J125015.59+262846.8|ULAS J125015.59+262846.7|WISEA J125015.56+262846.8|WISE J125015.56+262846.9|EQ J1250+2628
PSO J192.6717-21.8250,192.6721,-21.8248,PSO J192.6717-21.8250|WISEA J125041.19-214930.1|WISE J125041.21-214930.1
SDSS J125044.68+041758.2,192.6861,4.2995,2MASS J12504467+0417581|SDSS J125044.67+041758.2|SDSS J125044.68+041758.2|SDSS J125044.70+041758.0|TIC 380728298|ULAS J125044.70+041758.0|WISEA J125044.72+041757.6|WISE J125044.72+041757.6|Gaia DR2 3705443971897162112
SDSS J125045.66+441853.7,192.6902,44.3152,2MASS J12504567+4418551|SDSS J125045.66+441853.7|SDSS J125045.65+441853.7|TIC 136991721|Gaia DR2 1528891675999830912|Gaia DR3 1528891675999830912
LEHPM 2-0174,192.7194,-21.3538,2MASS J12505265-2121136|APMPM J1251-2121|DENIS J125052.6-212113|LEHPM 2-174|SIPS J1250-2121|TIC 398985964|USNO-B1.0 0686-00284441|WISEA J125052.99-212117.1|Gaia DR3 3502592975744957824|Gaia DR2 3502592975744957824
SDSS J125137.76+462025.9,192.9074,46.3408,2MASS J12513775+4620274|SDSS J125137.76+462025.9|TIC 136992597|WISEA J125137.72+462023.1|Gaia DR2 1531017719173383296|Gaia DR3 1531017719173383296
2MASS J12520989-4948280,193.0412,-49.8078,2MASS J12520989-4948280|TIC 167217347|Gaia DR2 6079481780348241280|Gaia DR3 6079481780348241280
SDSS J125214.08+142239.3,193.0588,14.3776,2MASS J12521412+1422398|SDSS J125214.09+142239.3|SDSS J125214.08+142239.3|TIC 92127678|ULAS J125214.08+142239.3|WISEA J125214.05+142238.9|WISE J125214.05+142239.0|Gaia DR2 3930734866500949120
2MASS J12522042-3149288,193.0851,-31.8247,2MASS J12522042-3149288|TIC 103575557|WISEA J125220.56-314929.4|Gaia DR2 6159726548418451968|Gaia DR3 6159726548418451968
SDSS J125230.79+183506.0,193.1284,18.5850,2MASS J12523083+1835063|SDSS J125230.79+183506.0|TIC 198484439
SDSS J125253.62+342138.8,193.2235,34.3608,2MASS J12525363+3421387|SDSS J125253.62+342138.8|TIC 330800131
DENIS-P J1253108-570924,193.2957,-57.1569,2MASS J12531092-5709248|DENIS J125310.8-570924|TIC 412711967|Gaia DR2 6060561079334177664|Gaia DR3 6060561079334177664
2MASS J12531240+4034038,193.3018,40.5674,LP  218-8|LHS  2645|LSPM J1253+4034|2MASS J12531240+4034038|2MASSI J1253124+403404|2MASSI J1253124+403403|2MASSW J1253124+403404|2MUCD 11109|NLTT 32206|SDSS J125312.49+403400.6|SDSS J125312.49+403400.5|TIC 17663786|USNO-B1.0 1305-00229594|WISEA J125312.64+403355.8|Gaia DR2 1527127269076696064|Gaia DR3 1527127269076696064
SDSS J125331.83+065933.4,193.3827,6.9926,2MASS J12533184+0659335|SDSS J125331.83+065933.4|TIC 390690612|Gaia DR2 3709446189927037056|Gaia DR3 3709446189927037056
2MASS J12535039-4211215,193.4599,-42.1893,2MASS J12535039-4211215|TIC 248125251|Gaia DR2 6139708182595292416|Gaia DR3 6139708182595292416
ULAS J125359.78+265855.5,193.4991,26.9821,ULAS J125359.78+265855.5
SDSS J125437.60+293832.7,193.6568,29.6425,2MASS J12543762+2938328|SDSS J125437.59+293832.6|SDSS J125437.60+293832.7|TIC 373730763|ULAS J125437.60+293832.5|Gaia DR2 1464948134177402496|Gaia DR3 1464948134177402496
ULAS J125446.35+122215.7,193.6928,12.3710,ULAS J125446.35+122215.7|ULAS J125446.35+122215.6
WISE J125448.52-072828.4,193.7018,-7.4742,WISEA J125448.50-072828.3|WISE J125448.52-072828.4
SDSSp J125453.90-012247.4,193.7246,-1.3798,2MASS J12545393-0122474|EPIC 229006253|SDSS J125453.90-012247.5|SDSS J125453.90-012247.4|TIC 53313245|ULAS J125453.59-012246.2|WISEA J125453.55-012246.1|WISEP J125453.57-012245.8|WISE J125453.57-012246.1|Gaia DR2 3688766613886655744
SDSS J125459.33+263107.2,193.7472,26.5187,2MASS J12545932+2631072|SDSS J125459.33+263107.1|TIC 373731213|ULAS J125459.32+263107.0|WISEA J125459.30+263106.8|WISE J125459.31+263107.0
SDSS J125550.62+170059.7,193.9608,17.0167,2MASS J12555058+1701006|SDSS J125550.62+170059.7|TIC 88118039
VHS J125601.92-125723.9 b,194.0076,-12.9574,2MASS J12560183-1257276|** SKF 2542B|NAME VHS J1256-1257B|SIPS J1256-1257B|TIC 2470993|WDS J12560-1257B|WISEA J125601.66-125728.7
VHS J125601.92-125723.9 AB,194.0089,-12.9561,2MASS J12560215-1257217|** SJM    1|** SKF 2542A|SIPS J1256-1257|TIC 2470992|VHS J1256-1257|VHS J125601.92-125723.9|WDS J12560-1257A|WDS J12560-1257Aa{comma}Ab|WISE J125601.96-125723.9|Gaia DR3 3526198184723289472|Gaia DR2 3526198184723289472
SSSPM J1256-1408,194.0584,-14.1446,2MASS J12561405-1408396|SSSPM J1256-1408|TIC 2471276|WISEA J125613.46-140851.0|Gaia DR3 3525782019572116992|Gaia DR2 3525782019572116992
ULAS J125635.91-001944.9,194.1496,-0.3292,2MASS J12563590-0019450|SDSS J125635.91-001944.9|SDSS J125635.91-001945.0|TIC 175711885|ULAS J125635.91-001944.9|Gaia DR2 3688989466854499072|Gaia DR3 3688989466854499072
SDSS J125637.13-022452.4,194.1547,-2.4145,2MASS J12563716-0224522|SDSS J125637.13-022452.4|SDSS J125637.12-022452.4|TIC 175712387|WISEA J125636.75-022455.1|Gaia DR2 3685444645661181696|Gaia DR3 3685444645661181696
2MASS J12563961-2718455,194.1650,-27.3126,2MASS J12563961-2718455|TIC 228762625|WISEA J125639.54-271846.3|WISE J125639.55-271846.2
VVV J12564163-6202039,194.1814,-62.0345,2MASS J12564352-6202041|TIC 437107469|VVV J125643.52-620204.1|VVV J125641.63-620203.9|Gaia DR2 5863122429178232704|Gaia DR3 5863122429178232704
SDSS J125645.82+151443.7,194.1909,15.2455,2MASS J12564581+1514435|SDSS J125645.82+151443.7|SDSS J125645.82+151443.6|SDSS J125645.81+151443.6|TIC 88119387|Gaia DR3 3931187929717364608|Gaia DR2 3931187929717364608
2MASS J12565688+0146163,194.2370,1.7712,2MASS J12565688+0146163|DENIS J125656.9+014616|TIC 411216600|ULAS J125656.75+014616.2|WISEP J125656.74+014615.9|Gaia DR2 3690613995284498688|Gaia DR3 3690613995284498688
ULAS J125708.07+110850.4,194.2846,11.1478,ULAS J125708.07+110850.4|ULAS J125708.06+110850.3
WISE J125715.90+400854.2,194.3150,40.1480,WISEA J125715.91+400854.2|WISE J125715.90+400854.2|EQ J1257+4008
SDSSp J125737.26-011336.1,194.4053,-1.2268,2MASS J12573726-0113360|DENIS J125737.2-011335|2MUCD 20460|SDSS J125737.26-011336.1|SDSS J125737.25-011336.2|SDSS J125737.26-011336.2|TIC 175714501|ULAS J125737.32-011336.1|WISEP J125737.34-011336.5|Gaia DR2 3688667760919764608
2MASS J12574463-3635431,194.4360,-36.5953,2MASS J12574463-3635431|Gaia DR2 6154629964132559104|Gaia DR3 6154629964132559104
2MASS J12574941-4111373,194.4559,-41.1937,2MASS J12574941-4111373|TIC 178755949|WISEA J125749.37-411137.6|WISE J125749.38-411137.5|Gaia DR2 6140134041487677312|Gaia DR3 6140134041487677312
