name,ra_j2000_formula,dec_j2000_formula,identifiers_simbad
WISEA J171454.88+064349.8,258.7288,6.7314,2MASS J17145493+0643530|TIC 459525161|WISEA J171454.88+064349.8
2MASS J17153111+1054108,258.8796,10.9030,2MASS J17153111+1054108|TIC 459557274
2MASS J17164469+2302220,259.1864,23.0395,2MASS J17164469+2302220|TIC 356190995
SDSS J171726.42+255740.8,259.3601,25.9612,SDSS J171726.42+255740.8
SDSS J171822.99+360402.8,259.5960,36.0673,SDSS J171822.99+360402.8|Gaia DR2 1336844412384033792|Gaia DR3 1336844412384033792
SDSS J171917.83+293530.2,259.8243,29.5917,2MASS J17191783+2935300|SDSS J171917.83+293530.2|SDSS J171917.84+293530.2|TIC 257796182|Gaia DR2 4599406157174114944|Gaia DR3 4599406157174114944
SDSS J172632.94+245831.0,261.6373,24.9753,SDSS J172632.94+245831.0|Gaia DR3 4570605588250523136
2MASS J17440969+5135032,266.0404,51.5842,2MASS J17440969+5135032|TIC 284970637
WISEA J174634.81+510011.0,266.6453,51.0035,2MASS J17463487+5100129|TIC 356195665|WISEA J174634.81+510011.0|Gaia DR2 1367761850427896576|Gaia DR3 1367761850427896576
2MASS J17570962+4325139,269.2900,43.4205,2MASS J17570962+4325139|TIC 383644415
HD 164507B,270.2439,15.0888,null
WISEA J180839.55+070021.7,272.1656,7.0066,2MASS J18083973+0700236|TIC 24811666|WISEA J180839.55+070021.7
2MASS J18392735+4424484,279.8640,44.4134,2MASS J18392735+4424484|** KPP 3332B|TIC 383751840|WDS J18395+4425B|WISEA J183927.37+442450.2|WISE J183927.38+442450.2|Gaia DR3 2117179153330391040|Gaia DR2 2117179153330391040
WISEA J184202.04+210428.7,280.5088,21.0752,2MASS J18420209+2104312|TIC 346462604|WISEA J184202.04+210428.7|WISE J184202.04+210428.8|Gaia DR3 4531029010813492736
WISEA J190722.56+472745.3,286.8439,47.4629,2MASS J19072251+4727464|TIC 158322661|WISEA J190722.56+472745.3|WISE J190722.56+472745.4
V478 Lyr C,286.8879,30.2585,2MASS J19073307+3015304|TIC 42705173|Gaia DR2 2042389925732130816|Gaia DR3 2042389925732130816
2MASS J22035781+0713492,330.9909,7.2303,2MASS J22035781+0713492|TIC 468220795
2MASS J22295358+1556180,337.4733,15.9384,2MASS J22295358+1556180|TIC 51766675
SDSS J230134.21+144219.6,345.3925,14.7054,SDSS J230134.21+144219.6
WISEA J230930.58+145633.1,347.3753,14.9443,WISEA J230930.58+145633.1
2MASS J23253519+4608098,351.3966,46.1361,null
2MASS J23313131+2041273,352.8806,20.6909,2MASS J23313131+2041273|TIC 247985331
2MASS J18392917+4424386,279.8717,44.4107,2MASS J18392917+4424386|** KPP 3332A|TIC 383751843|WDS J18395+4425A|WISEA J183929.19+442440.1|WISE J183929.19+442440.1|Gaia DR3 2117179153332367232|Gaia DR2 2117179153332367232
LSPM J2049+3216W,312.3073,32.2809,LP  340-69|** LDS 2931B|CCDM J20493+3217B|IDS 20452+3155 B|LSPM J2049+3216W|2MASS J20491376+3216514|NLTT 49961|TIC 230746448|USNO-B1.0 1222-00608667|WDS J20493+3217B|WISEA J204913.61+321648.5|Gaia DR2 1859954695858413184|Gaia DR3 1859954695858413184
20 LMi B,150.2093,31.9292,BD+32  1964B|*  20 LMi B|** RAG    7B|CCDM J10010+3155B|GJ   376 B|HD  86728B|Karmn J10008+319|LSPM J1000+3155|LSR J1000+3155|2MASS J10005030+3155459|2MASSW J1000503+315545|RBS   820|RX J1000.8+3155|1RXS J100050.9+315555|TIC 172954298|UCAC4 610-046343|USNO-B1.0 1219-00195906|WDS J10010+3155B|WISEA J100049.78+315540.7|[FS2003] 0537|[ZEH2003] RX J1000.8+3155  1|Gaia DR3 746545859566712832|Gaia DR2 746545859566712832
NLTT 19472,126.2184,-3.6839,LP  665-6|*   1 Hya C|** ALP   29C|BD-03  2333C|GJ   306 C|HD  70958C|2MASS J08245245-0341017|NLTT 19472|TIC 168978974|UCAC4 432-045784|WDS J08246-0345C|Gaia DR2 3066712069318056832|Gaia DR3 3066712069318056832
NLTT 28453,176.3975,-20.3514,LP  793-34|** LDS 4140B|CCDM J11456-2021B|DENIS J114535.4-202105|2MASS J11453539-2021049|NLTT 28453|TIC 52217328|WDS J11456-2021B|Gaia DR2 3542490095189650560|Gaia DR3 3542490095189650560
LSPM J0942+2351,145.7381,23.8554,LP  370-34|** LDS 3917B|** GOM   35C|LSPM J0942+2351|2MASS J09425716+2351200|NLTT 22408|SDSS J094257.09+235118.4|TIC 87952861|USNO-B1.0 1138-00168306|WDS J09430+2349C|WISEA J094257.02+235117.2|Gaia DR3 641710410860420864|Gaia DR2 641710410860420864
PM I11055+4331,166.3787,43.5216,BD+44  2051B|** VBS   18B|AKARI-IRC-V1 J1105281+433123|CCDM J11055+4332B|CSI+44  2051  2|1E 1103.0+4346|2E  2394|2E 1102.8+4347|GEN# +0.04402051B|G 176-12|GJ   412 B|JP11   180|JP11   181|Karmn J11055+435|LFT  758|LHS    39|LSPM J1105+4331E|LTT 12977|2MASS J11053133+4331170|NAME PM I11055+4331|NLTT 26247|8pc 206.94B|PM 11030+4347|PM J11055+4331|RX J1105.5+4331|1RXS J110534.5+433120|TIC 252803606|UCAC2  46827683|USNO-B1.0 1335-00220269|USNO 719|V* WX UMa|WDS J11055+4332B|WISEA J110526.65+433128.1|WISE J110526.74+433128.0|Zkh 151|[GKL99] 234|[RHG95]  1724|[ZEH2003] RX J1105.5+4331  2|Gaia DR3 778947608243864320|Gaia DR2 778947608243864320
2MASS J03184214+0828002,49.6756,8.4667,2MASS J03184214+0828002|TIC 345393530|WISEA J031841.97+082758.3|WISE J031841.97+082758.5|Gaia DR3 11064763467877504|Gaia DR2 11064763467877504
NLTT 36549,213.0505,-0.5879,2MASS J14121215-0035165|** LDS 4442B|GJ  3828 B|LHS  2876|LP  619-50|NLTT 36549|TIC 147699063|ULAS J141211.72-003514.3|WDS J14121-0035B|WISEA J141211.61-003513.7|[GKL99] 293|[RHG95]  2237|Gaia DR2 3659878388975309696|Gaia DR3 3659878388975309696
YSES 1 b,201.3014,-64.9388,NAME TYC 8998-760-1B|NAME TYC 8998-760-1 b|YSES 1b
YSES 1 c,201.3005,-64.9391,NAME TYC 8998-760-1 c|YSES 1c
YSES 2 b,171.9806,-66.4346,YSES 2b
2MASS J04372171+2651014 b,69.3405,26.8504,null
HIP 81208 Cb,248.8077,-35.7246,null
HIP 81208 B,248.8077,-35.7246,null
beta Pic c,86.8212,-51.0665,* bet Pic c
AF Lep b,81.7698,-11.9010,NAME AF Lep b
HD 72946 B,128.9636,6.6228,HD  72946b
HIP 64892 B,199.5213,-44.0554,HD 115470b
HD 13724 B,33.0862,-46.8164,HD  13724b
HD 4747 B,12.3615,-23.2125,HD   4747b
HR 3549 B,133.2657,-56.6495,null
b Cen (AB) b,220.4900,-37.7935,* b Cen b|NAME b Cen (AB)b
2MASS J02155892-0929121 C,33.9948,-9.4862,** BRG   10C|PM J02159-0929C|RX J0215.9-0929C|WDS J02160-0929C|Gaia DR3 5176144780975151104
HD 4113 C,10.8025,-37.9826,HD   4113C
CFHTWIR-Oph 98 AB,246.9343,-23.9812,2MASS J16274422-2358521|CFHTWIR-Oph  98|TIC 175744063|[HL2013] 246.93420-23.98110
HD 33632 Ab,78.3227,37.3373,null
HD 2562 B,7.3387,26.8717,null
SSSPM J2003-4433,300.7170,-44.5511,2MASS J20025208-4433036|SSSPM J2003-4433|TIC 128843038|WISEA J200252.08-443313.0|WISE J200252.08-443312.6|Gaia DR2 6673620106941390592|Gaia DR3 6673620106941390592
HIP 99770 b,303.6335,36.8063,NAME HIP 99770 b
USco1621 B,245.3680,-25.4989,2MASS J16212830-2529558|TIC 322928250|UGCS J162128.31-252955.9|UGCS J162128.31-252956.0|WISEA J162128.31-252955.7|WISE J162128.32-252955.7|HIDDEN NAME USco1621 B|Gaia DR3 6048608902592098048|Gaia DR2 6048608902592098048
USco1556 B,239.0977,-25.6849,2MASS J15562344-2541056|TIC 77534367|UGCS J155623.43-254105.6|WISEA J155623.43-254105.7|WISE J155623.43-254105.6|HIDDEN NAME USco1556 B
MWC 758 b,82.6147,25.3325,NAME MWC 758b
AB Aur b,73.9410,30.5512,NAME AB Aur b
Gl 105 C,39.0194,6.8874,** GKI    1B|G  73-70B|GJ   105 C|HD  16160B|PMSC 02307+0626Ab|WDS J02361+0653B
CWISEP J181006.00-101001.1,272.5286,-10.1667,CWISEP J181006.00-101001.1|WISEA J181006.18-101000.5|HIDDEN NAME WISE J181005.5-101002.3
WISEA J041451.67-585456.7,63.7139,-58.9176,CWISEP J041451.75-585454.0|WISEA J041451.67-585456.7
CWISE J052306.42-015355.4,80.7745,-1.8986,CWISE J052306.42-015355.4
WISEA J155349.96+693355.2,238.4568,69.5653,WISEA J155349.96+693355.2|WISE J155349.98+693355.2
HIP 75056 A b,230.0558,-34.9254,HD 136164C|HIDDEN NAME HIP 75056Ab
mu.02 Sco b,253.0839,-38.0175,* mu.02 Sco b
2MASS J15551027-3455045,238.7928,-34.9180,Gaia DR2 6011827867821601792|Gaia DR3 6011827867821601792
Gaia DR2 6014269268967059840,234.2304,-33.7562,2MASS J15365530-3345221|WISEA J153655.29-334522.2|WISE J153655.29-334522.2|Gaia DR3 6014269268967059840|Gaia DR2 6014269268967059840
CD-28 8692 B,167.6217,-29.4219,Gaia DR2 5452634194009210112|Gaia DR3 5452634194009210112
2MASS J01390900+8109597,24.7877,81.1667,Gaia DR2 565989347158652288|Gaia DR3 565989347158652288
2MASS J01385967+8110079,24.7488,81.1690,null
LT UMa B,131.2082,55.5367,null
2MASS J23253550+4608163,351.3978,46.1379,null
2MASS J00065552+0236376,1.7315,2.6104,2MASS J00065552+0236376|TIC 293256580|ULAS J000655.45+023635.6|WISEA J000655.44+023635.3|WISE J000655.43+023635.6
2MASS J00501561+1012431,12.5651,10.2120,2MASS J00501561+1012431|TIC 266011636|ULAS J005015.61+101243.1|WISEA J005015.62+101243.0|WISE J005015.61+101243.2
2MASS J01341675-0546530,23.5698,-5.7814,2MASS J01341675-0546530|TIC 35664431
2MASS J01392388-1845029,24.8495,-18.7508,2MASS J01392388-1845029|TIC 164695113
2MASS J02151451+0453179,33.8105,4.8883,2MASS J02151451+0453179|TIC 270463816
2MASS J04214620-0025072,65.4426,-0.4187,2MASS J04214620-0025072|TIC 250199843
2MASS J08443811+2226161,131.1588,22.4378,2MASS J08443811+2226161|TIC 184897877
2MASS J13042886-0032410,196.1203,-0.5448,2MASS J13042886-0032410|TIC 124622809
2MASS J15442544+0750572,236.1061,7.8491,2MASS J15442544+0750572|TIC 296855991|ULAS J154425.45+075057.2|WISEA J154425.45+075057.3|WISE J154425.45+075057.4
2MASS J00100480-0930519,2.5201,-9.5145,2MASS J00100480-0930519|SDSS J001004.86-093052.3|TIC 37664493|WISEA J001004.83-093052.4|WISE J001004.83-093052.2
2MASS J01114355+2820024,17.9314,28.3340,2MASS J01114355+2820024|SDSS J011143.54+282001.9|TIC 16812433|WISEA J011143.55+282002.0|WISE J011143.55+282002.0
2MASS J09194512+5135149,139.9380,51.5874,2MASS J09194512+5135149|SDSS J091945.10+513514.2|TIC 355931976|WISEA J091945.11+513513.8|WISE J091945.11+513513.8
2MASS J13170488+3447513,199.2704,34.7976,2MASS J13170488+3447513|SDSS J131704.87+344751.2|TIC 14457840
2MASS J14313545-0313117,217.8977,-3.2199,2MASS J14313545-0313117|TIC 181955837|WISEA J143135.30-031311.0|WISE J143135.31-031311.0
2MASS J15525579+1123523,238.2325,11.3978,2MASS J15525579+1123523|SDSS J155255.78+112352.1|TIC 337221765|WISEA J155255.76+112352.0|WISE J155255.77+112352.2|Gaia DR3 1189560564941429120|Gaia DR2 1189560564941429120
2MASS J21123034+0758505,318.1265,7.9806,2MASS J21123034+0758505|SDSS J211230.35+075850.0|TIC 321837019|WISEA J211230.36+075850.0|WISE J211230.35+075850.1
2MASS J22582325+2906484,344.5970,29.1135,2MASS J22582325+2906484|SDSS J225823.29+290648.8|TIC 436744482|WISEA J225823.27+290648.2|WISE J225823.27+290648.3
2MASS J00082822+3125581,2.1176,31.4328,2MASS J00082822+3125581|SDSS J000828.25+312557.9|TIC 283863455|WISEA J000828.25+312557.9|WISE J000828.25+312558.0|Gaia DR3 2861861847492765568|Gaia DR2 2861861847492765568
2MASS J00133470+1109403,3.3946,11.1612,2MASS J00133470+1109403|TIC 405188784|ULAS J001334.74+110940.0|WISEA J001334.75+110939.8|WISE J001334.74+110940.0|Gaia DR2 2753659290455108096
2MASS J00452972+4237438,11.3739,42.6288,2MASS J00452972+4237438|SDSS J004529.70+423743.5|TIC 191506457|WISEA J004529.71+423743.7|WISE J004529.69+423743.7|Gaia DR3 387356713811075328|Gaia DR2 387356713811075328
2MASS J01145788+4318561,18.7412,43.3156,2MASS J01145788+4318561|SDSS J011457.93+431856.7|TIC 196783917|WISEA J011457.96+431857.0|WISE J011457.95+431857.1|Gaia DR3 373562923829421440|Gaia DR2 373562923829421440
2MASS J01194279+1122427,19.9283,11.3786,2MASS J01194279+1122427|SDSS J011942.79+112242.0|TIC 365024711|ULAS J011942.99+112244.8|WISEA J011942.84+112242.9|WISE J011942.84+112242.9|Gaia DR3 2580477202534157056|Gaia DR2 2580477202534157056
2MASS J01412651+1001339,25.3605,10.0261,2MASS J01412651+1001339|TIC 347345761|ULAS J014126.50+100134.1|WISEA J014126.50+100134.1|WISE J014126.50+100134.2
2MASS J01442482-0430031,26.1036,-4.5010,2MASS J01442482-0430031|TIC 241632985
2MASS J02314893+4521059,37.9539,45.3517,2MASS J02314893+4521059|SDSS J023148.95+452105.9|TIC 203036795|WISEA J023148.98+452106.0|WISE J023148.98+452105.9
2MASS J11060459-1907025,166.5191,-19.1174,2MASS J11060459-1907025|TIC 410393053
2MASS J14193789+3333326,214.9077,33.5591,2MASS J14193789+3333326|TIC 43214285
2MASS J23004298+0200145,345.1791,2.0040,2MASS J23004298+0200145|TIC 310805685|ULAS J230043.06+020014.6|WISEA J230043.07+020014.5|WISE J230043.07+020014.6
2MASS J23053808+0524070,346.4087,5.4020,2MASS J23053808+0524070|TIC 310935865|ULAS J230538.10+052407.2|WISEA J230538.10+052407.2|WISE J230538.11+052407.3
2MASS J00062250+1300451,1.5937,13.0125,2MASS J00062250+1300451|TIC 357350572
2MASS J01001471-0301494,15.0613,-3.0304,2MASS J01001471-0301494|TIC 398569295
2MASS J01343635-0145444,23.6515,-1.7624,2MASS J01343635-0145444|TIC 35665890
2MASS J03511847-1149326,57.8270,-11.8257,2MASS J03511847-1149326|TIC 38686994
2MASS J04232191-0803051,65.8413,-8.0514,null
2MASS J04510592+0014394,72.7747,0.2443,2MASS J04510592+0014394|SDSS J045105.92+001439.7|TIC 452812925|WISEA J045105.93+001439.1|WISE J045105.92+001439.1
2MASS J11213919-1053269,170.4133,-10.8909,2MASS J11213919-1053269|TIC 286310322
2MASS J12492272+0310255,192.3448,3.1737,2MASS J12492272+0310255|TIC 380698917|ULAS J124922.71+031025.6|WISEA J124922.71+031025.5|WISE J124922.72+031025.6
2MASS J16123860+3126489,243.1609,31.4469,2MASS J16123860+3126489|SDSS J161238.60+312649.2|TIC 17491048
2MASS J16194822-0425366,244.9509,-4.4268,2MASS J16194822-0425366|TIC 362490337
2MASS J22545900-0330590,343.7459,-3.5163,2MASS J22545900-0330590|SDSS J225459.00-033058.8|TIC 224221613|WISEA J225458.97-033058.3|WISE J225458.95-033058.2
WISEA J002050.25-151913.1,5.2089,-15.3203,2MASS J00205014-1519129|TIC 406351316|WISEA J002050.25-151913.1
WISEA J003052.08-380829.6,7.7166,-38.1414,2MASS J00305194-3808292|TIC 116158036|WISEA J003052.08-380829.6|WISE J003052.06-380829.3
WISEA J010738.75-131413.7,16.9112,-13.2370,2MASS J01073866-1314134|DENIS J010738.7-131412|TIC 66551741|WISEA J010738.75-131413.7|WISE J010738.74-131413.6
WISEA J013556.99-620245.5,23.9863,-62.0462,2MASS J01355671-6202465|TIC 231833853|WISEA J013556.99-620245.5|WISE J013556.95-620245.6
WISEA J022609.16-161000.4,36.5377,-16.1665,2MASS J02260907-1609591|TIC 289731836|WISEA J022609.16-161000.4|WISE J022609.15-161000.2
WISEA J023749.81-260543.8,39.4577,-26.0954,2MASS J02374987-2605431|TIC 65346143|WISEA J023749.81-260543.8|WISE J023749.80-260543.7
WISEA J025954.88-314655.6,44.9793,-31.7817,2MASS J02595509-3146535|TIC 209408316|WISEA J025954.88-314655.6|WISE J025954.88-314655.4
WISEA J032049.31-532656.7,50.2051,-53.4485,2MASS J03204921-5326548|TIC 200748504|WISEA J032049.31-532656.7|WISE J032049.29-532656.6
WISEA J032440.23-191905.6,51.1680,-19.3176,2MASS J03244033-1919031|TIC 92345255|WISEA J032440.23-191905.6|WISE J032440.23-191905.5
WISEA J043718.77-550944.0,69.3277,-55.1625,2MASS J04371868-5509449|TIC 220399688|WISEA J043718.77-550944.0|WISE J043718.76-550944.0
WISEA J045900.42-285338.3,74.7516,-28.8942,2MASS J04590034-2853396|TIC 767531|WISEA J045900.42-285338.3|WISE J045900.41-285338.4
WISEA J050259.73-610206.1,75.7485,-61.0344,2MASS J05025968-6102031|TIC 55849306|WISEA J050259.73-610206.1|WISE J050259.73-610206.1
WISEA J055959.30-583546.0,89.9974,-58.5959,2MASS J05595937-5835449|TIC 350843526|WISEA J055959.30-583546.0|WISE J055959.29-583546.1
WISEA J072352.62-330943.5,110.9694,-33.1624,2MASS J07235265-3309446|TIC 111638115|WISEA J072352.62-330943.5|WISE J072352.62-330943.5|Gaia DR3 5592471388502461184|Gaia DR2 5592471388502461184
WISEA J082624.09-601202.8,126.6012,-60.2001,2MASS J08262432-6012003|DENIS J082624.2-601159|TIC 309928230|WISEA J082624.09-601202.8|WISE J082624.09-601202.8
WISEA J130523.06-395104.9,196.3470,-39.8513,2MASS J13052330-3951043|WISEA J130523.06-395104.9|WISE J130523.07-395104.9
WISEA J145642.68+645009.7,224.1792,64.8358,2MASS J14564300+6450092|TIC 335744931|WISEA J145642.68+645009.7|WISE J145642.68+645009.7
WISEA J201204.11+672608.0,303.0158,67.4351,2MASS J20120376+6726056|TIC 402899699|WISEA J201204.11+672608.0|WISE J201204.10+672607.9
WISEA J201530.67-421542.5,303.8774,-42.2615,2MASS J20153059-4215419|TIC 129377918|WISEA J201530.67-421542.5|WISE J201530.67-421542.4
WISEA J201826.00-332207.3,304.6084,-33.3681,2MASS J20182598-3322053|TIC 152712291|WISEA J201826.00-332207.3|WISE J201826.00-332207.1
WISEA J204902.80-745613.5,312.2607,-74.9368,2MASS J20490268-7456124|TIC 401572855|WISEA J204902.80-745613.5|WISE J204902.78-745613.3
WISEA J225333.00-253948.0,343.3870,-25.6633,2MASS J22533287-2539475|TIC 47507537|WISEA J225333.00-253948.0|WISE J225332.99-253947.9
WISEA J232307.08+054113.0,350.7801,5.6873,2MASS J23230720+0541141|SDSS J232307.10+054113.2|TIC 422441988|ULAS J232307.11+054113.3|WISEA J232307.08+054113.0|WISE J232307.09+054113.1
WISEA J233333.46+025128.4,353.3886,2.8573,2MASS J23333328+0251267|SDSS J233333.45+025128.0|TIC 422594676|ULAS J233333.44+025128.4|WISEA J233333.46+025128.4|WISE J233333.46+025128.5
2MASS J07180871-6415310,109.5364,-64.2587,2MASS J07180871-6415310
2MASS J09512690-8023553,147.8618,-80.3986,2MASS J09512690-8023553
WISEA J000458.47-133655.1,1.2422,-13.6155,WISEA J000458.47-133655.1
WISEA J000536.63-263311.8,1.4024,-26.5532,2MASS J00053630-2633123|TIC 12394425|WISEA J000536.63-263311.8
WISEA J000856.39-281321.7,2.2341,-28.2227,2MASS J00085614-2813211|TIC 12420556|WISEA J000856.39-281321.7
WISEA J010134.83+033616.0,15.3933,3.6061,2MASS J01013443+0336216|TIC 344712320|WISEA J010134.83+033616.0|Gaia DR2 2551477793805008256|Gaia DR3 2551477793805008256
WISEA J010631.20-231415.1,16.6309,-23.2370,2MASS J01063144-2314127|TIC 268636257|WISEA J010631.20-231415.1
WISEA J011049.18+192000.1,17.7035,19.3333,2MASS J01104877+1919596|TIC 243228714|WISEA J011049.18+192000.1|Gaia DR2 2786913366801779968|Gaia DR3 2786913366801779968
WISEA J033346.88+385152.6,53.4445,38.8655,2MASS J03334664+3851564|TIC 200737529|WISEA J033346.88+385152.6|Gaia DR2 236441149397820800|Gaia DR3 236441149397820800
WISEA J034858.75-562017.8,57.2438,-56.3389,2MASS J03485853-5620201|TIC 197887029|WISEA J034858.75-562017.8
WISEA J041353.96-202320.3,63.4749,-20.3879,2MASS J04135399-2023166|TIC 229079122|WISEA J041353.96-202320.3
WISEA J054455.54+063940.3,86.2310,6.6622,2MASS J05445543+0639438|TIC 156190522|WISEA J054455.54+063940.3|Gaia DR2 3333278694852547328|Gaia DR3 3333278694852547328
WISEA J061429.77+383337.5,93.6238,38.5615,2MASS J06142970+3833415|TIC 365924678|WISEA J061429.77+383337.5|Gaia DR2 956200977271782144|Gaia DR3 956200977271782144
WISEA J085039.11-022154.3,132.6641,-2.3647,2MASS J08503941-0221528|TIC 62533624|WISEA J085039.11-022154.3|Gaia DR3 5763847696075300736
WISEA J085633.87-181546.6,134.1409,-18.2622,2MASS J08563381-1815435|TIC 410247930|WISEA J085633.87-181546.6|Gaia DR2 5728941156831133952|Gaia DR3 5728941156831133952
WISEA J092453.76+072306.0,141.2247,7.3862,2MASS J09245393+0723100|TIC 312188219|WISEA J092453.76+072306.0|Gaia DR2 586424457955450496|Gaia DR3 586424457955450496
WISEA J094812.21-290329.5,147.0521,-29.0575,2MASS J09481253-2903268|TIC 21890938|WISEA J094812.21-290329.5|Gaia DR2 5656672112963964928|Gaia DR3 5656672112963964928
WISEA J101944.62-391151.6,154.9375,-39.1982,2MASS J10194509-3911542|TIC 73502226|WISEA J101944.62-391151.6
WISEA J103534.63-071148.2,158.8954,-7.1966,2MASS J10353492-0711479|TIC 56667948|WISEA J103534.63-071148.2
WISEA J112158.76+004412.3,170.4960,0.7372,2MASS J11215903+0044137|TIC 363497455|WISEA J112158.76+004412.3|Gaia DR2 3798149260432886528|Gaia DR3 3798149260432886528
WISEA J120751.17+302808.9,181.9628,30.4698,2MASS J12075104+3028119|TIC 139053134|WISEA J120751.17+302808.9|Gaia DR2 4014105473115624192|Gaia DR3 4014105473115624192
WISEA J121231.97-050750.7,183.1347,-5.1307,2MASS J12123234-0507505|TIC 56811812|WISEA J121231.97-050750.7|Gaia DR2 3596616230830390016|Gaia DR3 3596616230830390016
WISEA J121914.75+081027.0,184.8123,8.1752,2MASS J12191495+0810307|TIC 389357177|WISEA J121914.75+081027.0|Gaia DR2 3902112585964749312|Gaia DR3 3902112585964749312
WISEA J122042.20+620528.3,185.1787,62.0920,2MASS J12204296+6205315|TIC 147643553|WISEA J122042.20+620528.3|Gaia DR2 1583395326382043392|Gaia DR3 1583395326382043392
WISEA J124516.66+601607.5,191.3213,60.2695,2MASS J12451711+6016103|TIC 159546533|WISEA J124516.66+601607.5|Gaia DR2 1579775596664490752|Gaia DR3 1579775596664490752
WISEA J133520.09-070849.3,203.8349,-7.1473,2MASS J13352038-0708502|TIC 662059|WISEA J133520.09-070849.3|Gaia DR2 3630793763800277376|Gaia DR3 3630793763800277376
WISEA J134359.71+634213.1,206.0005,63.7034,2MASS J13440011+6342122|TIC 284183810|WISEA J134359.71+634213.1|Gaia DR2 1665037775596252544|Gaia DR3 1665037775596252544
WISEA J143942.79-110045.4,219.9291,-11.0120,2MASS J14394298-1100430|TIC 23932436|WISEA J143942.79-110045.4|Gaia DR2 6324908688520221568|Gaia DR3 6324908688520221568
WISEA J144056.64-222517.8,220.2368,-22.4209,2MASS J14405684-2225149|TIC 349303521|WISEA J144056.64-222517.8|Gaia DR2 6278872445902622336|Gaia DR3 6278872445902622336
WISEA J145645.54-103343.5,224.1897,-10.5612,2MASS J14564552-1033401|TIC 192585055|WISEA J145645.54-103343.5|Gaia DR2 6313890619936907136|Gaia DR3 6313890619936907136
WISEA J155225.22+095155.5,238.1058,9.8663,2MASS J15522538+0951585|TIC 446194717|WISEA J155225.22+095155.5|Gaia DR2 4455454422667645184|Gaia DR3 4455454422670946304
WISEA J171105.08-275531.7,257.7718,-27.9244,2MASS J17110523-2755273|TIC 25016089|WISEA J171105.08-275531.7|Gaia DR2 4108458860896052992|Gaia DR3 4108458860896052992
WISEA J182010.20+202125.8,275.0436,20.3573,2MASS J18201045+2021263|TIC 332964539|WISEA J182010.20+202125.8|Gaia DR2 4528661276939071488|Gaia DR3 4528661276939071488
