# %ECSV 1.0,,
# ---,,
# datatype:,,
# - {name: Ultracool Sheet Name, datatype: string},
# - {name: SIMPLE Source Name, datatype: string},
# - {name: SIMPLE URL, datatype: string, subtype: json}
# delimiter: ',',
# schema: astropy-2.0,,
Ultracool Sheet Name,SIMPLE Source Name,SIMPLE URL
2MASSW J1239272+551537,2MASS J12392727+5515371,"""https://simple-bd-archive.org/solo_result/2MASS%20J12392727%2B5515371"""
NLTT 31450B,NLTT 31450B,"""https://simple-bd-archive.org/solo_result/NLTT%2031450B"""
SDSS J124036.81+152517.1,SDSS J124036.81+152517.1,"""https://simple-bd-archive.org/solo_result/SDSS%20J124036.81%2B152517.1"""
ULAS J124052.92+112940.4,ULAS J124052.92+112940.4,"""https://simple-bd-archive.org/solo_result/ULAS%20J124052.92%2B112940.4"""
WISE J124309.61+844547.8,WISE J124309.61+844547.8,"""https://simple-bd-archive.org/solo_result/WISE%20J124309.61%2B844547.8"""
SDSS J124352.25+131021.3,SDSS J124352.25+131021.3,"""https://simple-bd-archive.org/solo_result/SDSS%20J124352.25%2B131021.3"""
ULAS J124413.03+123201.1,ULAS J124413.03+123201.1,"""https://simple-bd-archive.org/solo_result/ULAS%20J124413.03%2B123201.1"""
ULAS J124425.90+102441.9,ULAS J124425.90+102441.9,"""https://simple-bd-archive.org/solo_result/ULAS%20J124425.90%2B102441.9"""
SDSS J124510.86-013230.9,SDSS J124510.86-013230.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J124510.86-013230.9"""
TWA 29,2MASS J12451416-4429077,"""https://simple-bd-archive.org/solo_result/2MASS%20J12451416-4429077"""
SDSS J124514.95+120442.0,SDSS J124514.95+120442.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J124514.95%2B120442.0"""
SDSS J124555.66+490210.9,SDSS J124555.66+490210.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J124555.66%2B490210.9"""
WISE J124629.65-313934.2,WISE J124629.65-313934.2,"""https://simple-bd-archive.org/solo_result/WISE%20J124629.65-313934.2"""
ULAS J124639.33+032314.3,ULAS J124639.33+032314.3,"""https://simple-bd-archive.org/solo_result/ULAS%20J124639.33%2B032314.3"""
SDSS J124642.80+615054.5,SDSS J124642.80+615054.5,"""https://simple-bd-archive.org/solo_result/SDSS%20J124642.80%2B615054.5"""
2MASSW J1246467+402715,2MASSW J1246467+402715,"""https://simple-bd-archive.org/solo_result/2MASSW%20J1246467%2B402715"""
2MASS J12465176+3148104,2MASS J12465176+3148104,"""https://simple-bd-archive.org/solo_result/2MASS%20J12465176%2B3148104"""
2MASS J12473570-1219518,2MASS J12473570-1219518,"""https://simple-bd-archive.org/solo_result/2MASS%20J12473570-1219518"""
2MASS J12474428-3816464,2MASS J12474428-3816464,"""https://simple-bd-archive.org/solo_result/2MASS%20J12474428-3816464"""
2MASS J12474944-1117551,2MASS J12474944-1117551,"""https://simple-bd-archive.org/solo_result/2MASS%20J12474944-1117551"""
ULAS J124804.56+075904.0,ULAS J124804.56+075904.0,"""https://simple-bd-archive.org/solo_result/ULAS%20J124804.56%2B075904.0"""
SDSS J124908.66+415728.6,SDSS J124908.66+415728.6,"""https://simple-bd-archive.org/solo_result/SDSS%20J124908.66%2B415728.6"""
SDSS J124921.22+541340.1,SDSS J124921.22+541340.1,"""https://simple-bd-archive.org/solo_result/SDSS%20J124921.22%2B541340.1"""
ULAS J124947.04+095019.8,ULAS J124947.04+095019.8,"""https://simple-bd-archive.org/solo_result/ULAS%20J124947.04%2B095019.8"""
SDSS J125011.65+392553.9,SDSS J125011.65+392553.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J125011.65%2B392553.9"""
WISE J125015.56+262846.9,WISE J125015.56+262846.9,"""https://simple-bd-archive.org/solo_result/WISE%20J125015.56%2B262846.9"""
PSO J192.6717-21.8250,PSO J192.6717-21.8250,"""https://simple-bd-archive.org/solo_result/PSO%20J192.6717-21.8250"""
SDSS J125044.68+041758.2,SDSS J125044.68+041758.2,"""https://simple-bd-archive.org/solo_result/SDSS%20J125044.68%2B041758.2"""
SDSS J125045.66+441853.7,SDSS J125045.66+441853.7,"""https://simple-bd-archive.org/solo_result/SDSS%20J125045.66%2B441853.7"""
LEHPM 2-0174,LEHPM 2-0174,"""https://simple-bd-archive.org/solo_result/LEHPM%202-0174"""
SDSS J125137.76+462025.9,SDSS J125137.76+462025.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J125137.76%2B462025.9"""
2MASS J12520989-4948280,2MASS J12520989-4948280,"""https://simple-bd-archive.org/solo_result/2MASS%20J12520989-4948280"""
SDSS J125214.08+142239.3,SDSS J125214.08+142239.3,"""https://simple-bd-archive.org/solo_result/SDSS%20J125214.08%2B142239.3"""
2MASS J12522042-3149288,2MASS J12522042-3149288,"""https://simple-bd-archive.org/solo_result/2MASS%20J12522042-3149288"""
SDSS J125230.79+183506.0,SDSS J125230.79+183506.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J125230.79%2B183506.0"""
SDSS J125253.62+342138.8,SDSS J125253.62+342138.8,"""https://simple-bd-archive.org/solo_result/SDSS%20J125253.62%2B342138.8"""
DENIS-P J1253108-570924,DENIS-P J1253108-570924,"""https://simple-bd-archive.org/solo_result/DENIS-P%20J1253108-570924"""
2MASS J12531240+4034038,2MASS J12531240+4034038,"""https://simple-bd-archive.org/solo_result/2MASS%20J12531240%2B4034038"""
SDSS J125331.83+065933.4,SDSS J125331.83+065933.4,"""https://simple-bd-archive.org/solo_result/SDSS%20J125331.83%2B065933.4"""
2MASS J12535039-4211215,2MASS J12535039-4211215,"""https://simple-bd-archive.org/solo_result/2MASS%20J12535039-4211215"""
ULAS J125359.78+265855.5,ULAS J125359.78+265855.5,"""https://simple-bd-archive.org/solo_result/ULAS%20J125359.78%2B265855.5"""
SDSS J125437.60+293832.7,SDSS J125437.60+293832.7,"""https://simple-bd-archive.org/solo_result/SDSS%20J125437.60%2B293832.7"""
ULAS J125446.35+122215.7,ULAS J125446.35+122215.7,"""https://simple-bd-archive.org/solo_result/ULAS%20J125446.35%2B122215.7"""
WISE J125448.52-072828.4,WISE J125448.52-072828.4,"""https://simple-bd-archive.org/solo_result/WISE%20J125448.52-072828.4"""
SDSSp J125453.90-012247.4,2MASS J12545393-0122474,"""https://simple-bd-archive.org/solo_result/2MASS%20J12545393-0122474"""
SDSS J125459.33+263107.2,SDSS J125459.33+263107.2,"""https://simple-bd-archive.org/solo_result/SDSS%20J125459.33%2B263107.2"""
SDSS J125550.62+170059.7,SDSS J125550.62+170059.7,"""https://simple-bd-archive.org/solo_result/SDSS%20J125550.62%2B170059.7"""
VHS J125601.92-125723.9 b,2MASS J12560183-1257276,"""https://simple-bd-archive.org/solo_result/2MASS%20J12560183-1257276"""
VHS J125601.92-125723.9 AB,2MASS J12560215-1257217,"""https://simple-bd-archive.org/solo_result/2MASS%20J12560215-1257217"""
SSSPM J1256-1408,SSSPM J1256-1408,"""https://simple-bd-archive.org/solo_result/SSSPM%20J1256-1408"""
ULAS J125635.91-001944.9,ULAS J125635.91-001944.9,"""https://simple-bd-archive.org/solo_result/ULAS%20J125635.91-001944.9"""
SDSS J125637.13-022452.4,2MASS J12563716-0224522,"""https://simple-bd-archive.org/solo_result/2MASS%20J12563716-0224522"""
2MASS J12563961-2718455,2MASS J12563961-2718455,"""https://simple-bd-archive.org/solo_result/2MASS%20J12563961-2718455"""
VVV J12564163-6202039,VVV J12564163-6202039,"""https://simple-bd-archive.org/solo_result/VVV%20J12564163-6202039"""
SDSS J125645.82+151443.7,SDSS J125645.82+151443.7,"""https://simple-bd-archive.org/solo_result/SDSS%20J125645.82%2B151443.7"""
2MASS J12565688+0146163,2MASS J12565688+0146163,"""https://simple-bd-archive.org/solo_result/2MASS%20J12565688%2B0146163"""
ULAS J125708.07+110850.4,ULAS J125708.07+110850.4,"""https://simple-bd-archive.org/solo_result/ULAS%20J125708.07%2B110850.4"""
WISE J125715.90+400854.2,WISE J125715.90+400854.2,"""https://simple-bd-archive.org/solo_result/WISE%20J125715.90%2B400854.2"""
SDSSp J125737.26-011336.1,SDSSp J125737.26-011336.1,"""https://simple-bd-archive.org/solo_result/SDSSp%20J125737.26-011336.1"""
2MASS J12574463-3635431,2MASS J12574463-3635431,"""https://simple-bd-archive.org/solo_result/2MASS%20J12574463-3635431"""
2MASS J12574941-4111373,2MASS J12574941-4111373,"""https://simple-bd-archive.org/solo_result/2MASS%20J12574941-4111373"""
VHS J125804.89-441232.4,VHS J125804.89-441232.4,"""https://simple-bd-archive.org/solo_result/VHS%20J125804.89-441232.4"""
ULAS J125835.97+030736.1,ULAS J125835.97+030736.1,"""https://simple-bd-archive.org/solo_result/ULAS%20J125835.97%2B030736.1"""
ULAS J125939.44+293322.4,ULAS J125939.44+293322.4,"""https://simple-bd-archive.org/solo_result/ULAS%20J125939.44%2B293322.4"""
2MASS J12594167+1001380,2MASS J12594167+1001380,"""https://simple-bd-archive.org/solo_result/2MASS%20J12594167%2B1001380"""
Ross 458C,GJ 494 C,"""https://simple-bd-archive.org/solo_result/GJ%20494%20C"""
2MASSW J1300425+191235,2MASS J13004255+1912354,"""https://simple-bd-archive.org/solo_result/2MASS%20J13004255%2B1912354"""
HIP 63506C,HIP 63506C,"""https://simple-bd-archive.org/solo_result/HIP%2063506C"""
WISE J130141.62-030212.9,WISE J130141.62-030212.9,"""https://simple-bd-archive.org/solo_result/WISE%20J130141.62-030212.9"""
SDSS J130148.19+584104.1,SDSS J130148.19+584104.1,"""https://simple-bd-archive.org/solo_result/SDSS%20J130148.19%2B584104.1"""
2MASS J13015465-1510223,2MASS J13015465-1510223,"""https://simple-bd-archive.org/solo_result/2MASS%20J13015465-1510223"""
ULAS J130154.79+064747.9,ULAS J130154.79+064747.9,"""https://simple-bd-archive.org/solo_result/ULAS%20J130154.79%2B064747.9"""
ULAS J130217.21+130851.2,ULAS J130217.21+130851.2,"""https://simple-bd-archive.org/solo_result/ULAS%20J130217.21%2B130851.2"""
ULAS J130227.54+143428.0,ULAS J130227.54+143428.0,"""https://simple-bd-archive.org/solo_result/ULAS%20J130227.54%2B143428.0"""
SDSS J130234.71+512600.9,SDSS J130234.71+512600.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J130234.71%2B512600.9"""
2MASS J13023811+5650212,2MASS J13023811+5650212,"""https://simple-bd-archive.org/solo_result/2MASS%20J13023811%2B5650212"""
2MASS J13023897+0351410,2MASS J13023897+0351410,"""https://simple-bd-archive.org/solo_result/2MASS%20J13023897%2B0351410"""
SDSS J130250.94+564037.8,SDSS J130250.94+564037.8,"""https://simple-bd-archive.org/solo_result/SDSS%20J130250.94%2B564037.8"""
ULAS J130303.54+001627.7,ULAS J130303.54+001627.7,"""https://simple-bd-archive.org/solo_result/ULAS%20J130303.54%2B001627.7"""
SDSS J130317.69+181522.0,SDSS J130317.69+181522.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J130317.69%2B181522.0"""
SDSS J130433.16+090706.9,SDSS J130433.16+090706.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J130433.16%2B090706.9"""
ULAS J130435.66+154252.6,ULAS J130435.66+154252.6,"""https://simple-bd-archive.org/solo_result/ULAS%20J130435.66%2B154252.6"""
ULAS J130444.26+310112.3,ULAS J130444.26+310112.3,"""https://simple-bd-archive.org/solo_result/ULAS%20J130444.26%2B310112.3"""
WISP 130525.51-253828.8,WISP 130525.51-253828.8,"""https://simple-bd-archive.org/solo_result/WISP%20130525.51-253828.8"""
Kelu-1,2MASS J13054019-2541059,"""https://simple-bd-archive.org/solo_result/2MASS%20J13054019-2541059"""
Cha 130540-773958,Cha 130540-773958,"""https://simple-bd-archive.org/solo_result/Cha%20130540-773958"""
2MASSI J1305410+204639,2MASS J13054106+2046394,"""https://simple-bd-archive.org/solo_result/2MASS%20J13054106%2B2046394"""
2MASS J13061727+3820296,2MASS J13061727+3820296,"""https://simple-bd-archive.org/solo_result/2MASS%20J13061727%2B3820296"""
ULAS J130716.63+332523.8,ULAS J130716.63+332523.8,"""https://simple-bd-archive.org/solo_result/ULAS%20J130716.63%2B332523.8"""
WISEA J130729.56-055815.4,WISEA J130729.56-055815.4,"""https://simple-bd-archive.org/solo_result/WISEA%20J130729.56-055815.4"""
2MASS J13080663-4925505,2MASS J13080663-4925505,"""https://simple-bd-archive.org/solo_result/2MASS%20J13080663-4925505"""
2MASS J13081228+6103486,2MASS J13081228+6103486,"""https://simple-bd-archive.org/solo_result/2MASS%20J13081228%2B6103486"""
2MASS J13082507+0725512,2MASS J13082507+0725512,"""https://simple-bd-archive.org/solo_result/2MASS%20J13082507%2B0725512"""
SDSS J130831.01+081852.3,SDSS J130831.01+081852.3,"""https://simple-bd-archive.org/solo_result/SDSS%20J130831.01%2B081852.3"""
CE 303,CE 303,"""https://simple-bd-archive.org/solo_result/CE%20303"""
SDSS J131002.89+055404.3,SDSS J131002.89+055404.3,"""https://simple-bd-archive.org/solo_result/SDSS%20J131002.89%2B055404.3"""
WISEPC J131106.24+012252.4,WISEP J131106.24+012252.4,"""https://simple-bd-archive.org/solo_result/WISEP%20J131106.24%2B012252.4"""
ULAS J131106.96-013742.3,ULAS J131106.96-013742.3,"""https://simple-bd-archive.org/solo_result/ULAS%20J131106.96-013742.3"""
SDSS J131113.82+240105.0,SDSS J131113.82+240105.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J131113.82%2B240105.0"""
2MASS J13113921+8032219,2MASS J13113921+8032219,"""https://simple-bd-archive.org/solo_result/2MASS%20J13113921%2B8032219"""
WISEP J131141.91+362925.2,2MASS J13114227+3629235,"""https://simple-bd-archive.org/solo_result/2MASS%20J13114227%2B3629235"""
2MASS J13120707+3937445,2MASS J13120707+3937445,"""https://simple-bd-archive.org/solo_result/2MASS%20J13120707%2B3937445"""
WISEA J131211.10-761740.9,WISEA J131211.10-761740.9,"""https://simple-bd-archive.org/solo_result/WISEA%20J131211.10-761740.9"""
HD 114762B,HD 114762B,"""https://simple-bd-archive.org/solo_result/HD%20114762B"""
SDSS J131221.79+290935.0,SDSS J131221.79+290935.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J131221.79%2B290935.0"""
SDSS J131223.12+493126.2,SDSS J131223.12+493126.2,"""https://simple-bd-archive.org/solo_result/SDSS%20J131223.12%2B493126.2"""
ULAS J131304.03+225919.7,ULAS J131304.03+225919.7,"""https://simple-bd-archive.org/solo_result/ULAS%20J131304.03%2B225919.7"""
ULAS J131307.47+123540.7,ULAS J131307.47+123540.7,"""https://simple-bd-archive.org/solo_result/ULAS%20J131307.47%2B123540.7"""
ULAS J131313.57+265433.8,ULAS J131313.57+265433.8,"""https://simple-bd-archive.org/solo_result/ULAS%20J131313.57%2B265433.8"""
SDSSp J131415.52-000848.1,SDSSp J131415.52-000848.1,"""https://simple-bd-archive.org/solo_result/SDSSp%20J131415.52-000848.1"""
LSPM J1314+1320,LSPM J1314+1320,"""https://simple-bd-archive.org/solo_result/LSPM%20J1314%2B1320"""
SDSS J131448.64+240532.1,SDSS J131448.64+240532.1,"""https://simple-bd-archive.org/solo_result/SDSS%20J131448.64%2B240532.1"""
ULAS J131508.42+082627.4,ULAS J131508.42+082627.4,"""https://simple-bd-archive.org/solo_result/ULAS%20J131508.42%2B082627.4"""
2MASSI J1315309-264951,2MASSI J1315309-264951,"""https://simple-bd-archive.org/solo_result/2MASSI%20J1315309-264951"""
SDSS J131543.68+233458.0,SDSS J131543.68+233458.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J131543.68%2B233458.0"""
SDSS J131545.55+245407.3,SDSS J131545.55+245407.3,"""https://simple-bd-archive.org/solo_result/SDSS%20J131545.55%2B245407.3"""
ULAS J131610.28+075553.0,ULAS J131610.28+075553.0,"""https://simple-bd-archive.org/solo_result/ULAS%20J131610.28%2B075553.0"""
ULAS J131610.13+031205.5,ULAS J131610.13+031205.5,"""https://simple-bd-archive.org/solo_result/ULAS%20J131610.13%2B031205.5"""
SDSS J131614.35+213329.9,SDSS J131614.35+213329.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J131614.35%2B213329.9"""
ULAS J131615.93+331306.8,ULAS J131615.93+331306.8,"""https://simple-bd-archive.org/solo_result/ULAS%20J131615.93%2B331306.8"""
GJ 504 B,GJ 504 B,"""https://simple-bd-archive.org/solo_result/GJ%20504%20B"""
ULAS J131705.66+091016.9,ULAS J131705.66+091016.9,"""https://simple-bd-archive.org/solo_result/ULAS%20J131705.66%2B091016.9"""
WISE J131833.98-175826.5,WISE J131833.98-175826.5,"""https://simple-bd-archive.org/solo_result/WISE%20J131833.98-175826.5"""
SDSS J131839.06+213043.0,SDSS J131839.06+213043.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J131839.06%2B213043.0"""
2MASS J13184794+1736117,2MASS J13184794+1736117,"""https://simple-bd-archive.org/solo_result/2MASS%20J13184794%2B1736117"""
ULAS J131943.77+120900.2,ULAS J131943.77+120900.2,"""https://simple-bd-archive.org/solo_result/ULAS%20J131943.77%2B120900.2"""
WISEPC J132004.16+603426.2,EQ J1320+6034,"""https://simple-bd-archive.org/solo_result/EQ%20J1320%2B6034"""
2MASS J13204159+0957506,2MASS J13204159+0957506,"""https://simple-bd-archive.org/solo_result/2MASS%20J13204159%2B0957506"""
2MASS J13204427+0409045,2MASS J13204427+0409045,"""https://simple-bd-archive.org/solo_result/2MASS%20J13204427%2B0409045"""
ULAS J132048.12+102910.6,ULAS J132048.12+102910.6,"""https://simple-bd-archive.org/solo_result/ULAS%20J132048.12%2B102910.6"""
ULAS J132125.90+073549.4,ULAS J132125.90+073549.4,"""https://simple-bd-archive.org/solo_result/ULAS%20J132125.90%2B073549.4"""
WISEPA J132233.66-234017.1,EQ J1322-2340,"""https://simple-bd-archive.org/solo_result/EQ%20J1322-2340"""
DENIS-P J1323-1806,DENIS-P J1323-1806,"""https://simple-bd-archive.org/solo_result/DENIS-P%20J1323-1806"""
2MASS J13235206+3014340,2MASS J13235206+3014340,"""https://simple-bd-archive.org/solo_result/2MASS%20J13235206%2B3014340"""
PSO J201.0320+19.1072,PSO J201.0320+19.1072,"""https://simple-bd-archive.org/solo_result/PSO%20J201.0320%2B19.1072"""
ULAS J132410.21+025040.6,ULAS J132410.21+025040.6,"""https://simple-bd-archive.org/solo_result/ULAS%20J132410.21%2B025040.6"""
HIP 65423B,HIP 65423B,"""https://simple-bd-archive.org/solo_result/HIP%2065423B"""
2MASS J13243553+6358281,2MASS J13243553+6358281,"""https://simple-bd-archive.org/solo_result/2MASS%20J13243553%2B6358281"""
HIP 65426 b,HIP 65426 b,"""https://simple-bd-archive.org/solo_result/HIP%2065426%20b"""
SDSS J132511.10+051704.2,SDSS J132511.10+051704.2,"""https://simple-bd-archive.org/solo_result/SDSS%20J132511.10%2B051704.2"""
HIP 65517B,HIP 65517B,"""https://simple-bd-archive.org/solo_result/HIP%2065517B"""
ULAS J132605.18+120009.9,ULAS J132605.18+120009.9,"""https://simple-bd-archive.org/solo_result/ULAS%20J132605.18%2B120009.9"""
2MASSW J1326201-272937,2MASSW J1326201-272937,"""https://simple-bd-archive.org/solo_result/2MASSW%20J1326201-272937"""
SDSSp J132629.82-003831.5,2MASS J13262981-0038314,"""https://simple-bd-archive.org/solo_result/2MASS%20J13262981-0038314"""
SDSS J132715.21+075937.5,SDSS J132715.21+075937.5,"""https://simple-bd-archive.org/solo_result/SDSS%20J132715.21%2B075937.5"""
ULAS J132720.56+101138.5,ULAS J132720.56+101138.5,"""https://simple-bd-archive.org/solo_result/ULAS%20J132720.56%2B101138.5"""
HIP 65706B,HIP 65706B,"""https://simple-bd-archive.org/solo_result/HIP%2065706B"""
PSO J202.1635-03.7660,PSO J202.1635-03.7660,"""https://simple-bd-archive.org/solo_result/PSO%20J202.1635-03.7660"""
2MASSW J1328550+211449,2MASS J13285503+2114486,"""https://simple-bd-archive.org/solo_result/2MASS%20J13285503%2B2114486"""
2MASS J13290099-4147133,2MASS J13290099-4147133,"""https://simple-bd-archive.org/solo_result/2MASS%20J13290099-4147133"""
SDSS J132926.03+531733.9,SDSS J132926.03+531733.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J132926.03%2B531733.9"""
SDSS J132937.22+035729.6,SDSS J132937.22+035729.6,"""https://simple-bd-archive.org/solo_result/SDSS%20J132937.22%2B035729.6"""
2MASS J13300232-0453202,2MASS J13300232-0453202,"""https://simple-bd-archive.org/solo_result/2MASS%20J13300232-0453202"""
SDSS J133010.03+141113.3,SDSS J133010.03+141113.3,"""https://simple-bd-archive.org/solo_result/SDSS%20J133010.03%2B141113.3"""
2MASS J13313310+3407583,2MASS J13313310+3407583,"""https://simple-bd-archive.org/solo_result/2MASS%20J13313310%2B3407583"""
SDSS J133148.92-011651.4,2MASS J13314894-0116500,"""https://simple-bd-archive.org/solo_result/2MASS%20J13314894-0116500"""
2MASS J13322442-0441126,2MASS J13322442-0441126,"""https://simple-bd-archive.org/solo_result/2MASS%20J13322442-0441126"""
2MASSI J1332286+263508,2MASSI J1332286+263508,"""https://simple-bd-archive.org/solo_result/2MASSI%20J1332286%2B263508"""
G 255-34B,G 255-34B,"""https://simple-bd-archive.org/solo_result/G%20255-34B"""
SDSS J133257.73+325813.1,SDSS J133257.73+325813.1,"""https://simple-bd-archive.org/solo_result/SDSS%20J133257.73%2B325813.1"""
WISEA J133300.03-160754.4,WISEA J133300.03-160754.4,"""https://simple-bd-archive.org/solo_result/WISEA%20J133300.03-160754.4"""
SDSS J133312.79+150956.6,SDSS J133312.79+150956.6,"""https://simple-bd-archive.org/solo_result/SDSS%20J133312.79%2B150956.6"""
SDSS J133345.36-021600.2,SDSS J133345.36-021600.2,"""https://simple-bd-archive.org/solo_result/SDSS%20J133345.36-021600.2"""
SDSS J133348.24+273508.8,SDSS J133348.24+273508.8,"""https://simple-bd-archive.org/solo_result/SDSS%20J133348.24%2B273508.8"""
2MASSW J1334062+194034,2MASSW J1334062+194034,"""https://simple-bd-archive.org/solo_result/2MASSW%20J1334062%2B194034"""
2MASS J13341216-8226232,2MASS J13341216-8226232,"""https://simple-bd-archive.org/solo_result/2MASS%20J13341216-8226232"""
ULAS J133502.11+150653.5,ULAS J133502.11+150653.5,"""https://simple-bd-archive.org/solo_result/ULAS%20J133502.11%2B150653.5"""
SDSS J133506.46+431725.1,SDSS J133506.46+431725.1,"""https://simple-bd-archive.org/solo_result/SDSS%20J133506.46%2B431725.1"""
ULAS J133553.45+113005.2,ULAS J133553.45+113005.2,"""https://simple-bd-archive.org/solo_result/ULAS%20J133553.45%2B113005.2"""
LSPM J1336+2541B,LSPM J1336+2541B,"""https://simple-bd-archive.org/solo_result/LSPM%20J1336%2B2541B"""
2MASS J13364062+3743230,2MASS J13364062+3743230,"""https://simple-bd-archive.org/solo_result/2MASS%20J13364062%2B3743230"""
2MASS J13373116+4938367,2MASS J13373116+4938367,"""https://simple-bd-archive.org/solo_result/2MASS%20J13373116%2B4938367"""
WISE J133750.46+263648.6,WISE J133750.46+263648.6,"""https://simple-bd-archive.org/solo_result/WISE%20J133750.46%2B263648.6"""
2MASSW J1338261+414034,2MASSW J1338261+414034,"""https://simple-bd-archive.org/solo_result/2MASSW%20J1338261%2B414034"""
ULAS J133828.69-014245.4,ULAS J133828.69-014245.4,"""https://simple-bd-archive.org/solo_result/ULAS%20J133828.69-014245.4"""
ULAS J133836.97-022910.7,ULAS J133836.97-022910.7,"""https://simple-bd-archive.org/solo_result/ULAS%20J133836.97-022910.7"""
2MASS J13384944+0437315,2MASS J13384944+0437315,"""https://simple-bd-archive.org/solo_result/2MASS%20J13384944%2B0437315"""
2MASS J13392651-1755053,2MASS J13392651-1755053,"""https://simple-bd-archive.org/solo_result/2MASS%20J13392651-1755053"""
ULAS J133933.64-005621.1,ULAS J133933.64-005621.1,"""https://simple-bd-archive.org/solo_result/ULAS%20J133933.64-005621.1"""
ULAS J133943.79+010436.4,ULAS J133943.79+010436.4,"""https://simple-bd-archive.org/solo_result/ULAS%20J133943.79%2B010436.4"""
PM I13410+0542B,PM I13410+0542B,"""https://simple-bd-archive.org/solo_result/PM%20I13410%2B0542B"""
2MASS J13411160-3052505,2MASS J13411160-3052505,"""https://simple-bd-archive.org/solo_result/2MASS%20J13411160-3052505"""
SDSS J134148.85+551046.2,SDSS J134148.85+551046.2,"""https://simple-bd-archive.org/solo_result/SDSS%20J134148.85%2B551046.2"""
SDSS J134203.11+134022.2,SDSS J134203.11+134022.2,"""https://simple-bd-archive.org/solo_result/SDSS%20J134203.11%2B134022.2"""
2MASSW J1342236+175156,2MASSW J1342236+175156,"""https://simple-bd-archive.org/solo_result/2MASSW%20J1342236%2B175156"""
SDSS J134224.93+603731.4,SDSS J134224.93+603731.4,"""https://simple-bd-archive.org/solo_result/SDSS%20J134224.93%2B603731.4"""
SDSS J134228.41-002705.7,SDSS J134228.41-002705.7,"""https://simple-bd-archive.org/solo_result/SDSS%20J134228.41-002705.7"""
WISEA J134310.44-121628.8,WISEA J134310.44-121628.8,"""https://simple-bd-archive.org/solo_result/WISEA%20J134310.44-121628.8"""
2MASSW J1343167+394508,2MASS J13431670+3945087,"""https://simple-bd-archive.org/solo_result/2MASS%20J13431670%2B3945087"""
SDSS J134322.51-030100.2,SDSS J134322.51-030100.2,"""https://simple-bd-archive.org/solo_result/SDSS%20J134322.51-030100.2"""
ULAS J134322.94-010844.0,ULAS J134322.94-010844.0,"""https://simple-bd-archive.org/solo_result/ULAS%20J134322.94-010844.0"""
SDSS J134329.01+131226.2,SDSS J134329.01+131226.2,"""https://simple-bd-archive.org/solo_result/SDSS%20J134329.01%2B131226.2"""
SDSS J134338.74-022044.6,SDSS J134338.74-022044.6,"""https://simple-bd-archive.org/solo_result/SDSS%20J134338.74-022044.6"""
2MASS J13435275-3851385,2MASS J13435275-3851385,"""https://simple-bd-archive.org/solo_result/2MASS%20J13435275-3851385"""
ULAS J134403.78+083951.0,ULAS J134403.78+083951.0,"""https://simple-bd-archive.org/solo_result/ULAS%20J134403.78%2B083951.0"""
ULAS J134414.90+092405.0,ULAS J134414.90+092405.0,"""https://simple-bd-archive.org/solo_result/ULAS%20J134414.90%2B092405.0"""
ULAS J134436.84+110957.5,ULAS J134436.84+110957.5,"""https://simple-bd-archive.org/solo_result/ULAS%20J134436.84%2B110957.5"""
SDSS J134515.81-025514.4,SDSS J134515.81-025514.4,"""https://simple-bd-archive.org/solo_result/SDSS%20J134515.81-025514.4"""
SDSS J134525.57+521634.0,SDSS J134525.57+521634.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J134525.57%2B521634.0"""
SDSS J134544.36+654217.9,SDSS J134544.36+654217.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J134544.36%2B654217.9"""
SDSS J134607.41+084234.5,SDSS J134607.41+084234.5,"""https://simple-bd-archive.org/solo_result/SDSS%20J134607.41%2B084234.5"""
ULAS J134612.77+082503.3,ULAS J134612.77+082503.3,"""https://simple-bd-archive.org/solo_result/ULAS%20J134612.77%2B082503.3"""
SDSSp J134646.45-003150.4,2MASS J13464634-0031501,"""https://simple-bd-archive.org/solo_result/2MASS%20J13464634-0031501"""
ULAS J134646.71+282009.2,ULAS J134646.71+282009.2,"""https://simple-bd-archive.org/solo_result/ULAS%20J134646.71%2B282009.2"""
SDSS J134749.74+333601.7,SDSS J134749.74+333601.7,"""https://simple-bd-archive.org/solo_result/SDSS%20J134749.74%2B333601.7"""
2MASS J13475911-7610054,2MASS J13475911-7610054,"""https://simple-bd-archive.org/solo_result/2MASS%20J13475911-7610054"""
2MASS J13480100-0304328,2MASS J13480100-0304328,"""https://simple-bd-archive.org/solo_result/2MASS%20J13480100-0304328"""
LHS 2803B,LHS 2803B,"""https://simple-bd-archive.org/solo_result/LHS%202803B"""
