# %ECSV 1.0
# ---
# datatype:
# - {name: Skipped, datatype: string}
# - {name: Reason, datatype: string}
# delimiter: ','
# schema: astropy-2.0
Skipped,Reason
LP 851-346 W4,only upper error
SDSS J115553.86+055957.5 W4,only upper error
PSO J179.2489+41.5121 W3,only upper error
PSO J179.2489+41.5121 W4,only upper error
SDSS J115700.50+061105.2 W3,only upper error
SDSS J115700.50+061105.2 W4,only upper error
DENIS-P J1157480-484442 W4,only upper error
ULAS J115759.04+092200.7 W3,only upper error
ULAS J115759.04+092200.7 W4,only upper error
2MASSI J1158027-254536 W4,only upper error
SDSS J115804.70+644720.4 W3,only upper error
SDSS J115804.70+644720.4 W4,only upper error
2MASS J11582077+0435014 W4,only upper error
2MASS J11582484+1354456 W4,only upper error
ULAS J115826.62+044746.8 W3,only upper error
ULAS J115826.62+044746.8 W4,only upper error
DENIS-P J1159+0057 W4,only upper error
SDSS J115940.72+540938.6 W4,only upper error
SDSS J115948.00+383016.3 W3,only upper error
SDSS J115948.00+383016.3 W4,only upper error
ULAS J120009.69+120821.4 W3,only upper error
ULAS J120009.69+120821.4 W4,only upper error
SDSS J120020.66+340615.4 W3,only upper error
SDSS J120020.66+340615.4 W4,only upper error
2MASSW J1200329+204851 W4,only upper error
PSO J180.1475-28.6160 W3,only upper error
PSO J180.1475-28.6160 W4,only upper error
2MASS J12022564-0629026 W3,only upper error
2MASS J12022564-0629026 W4,only upper error
2MASS J12023666-0604054 W3,only upper error
2MASS J12023666-0604054 W4,only upper error
SDSS J120250.00+420452.2 W4,only upper error
SDSS J120252.65-022748.4 W3,only upper error
SDSS J120252.65-022748.4 W4,only upper error
ULAS J120257.05+090158.8 W3,only upper error
ULAS J120257.05+090158.8 W4,only upper error
NLTT 29395B,missing wise designation name
NLTT 29395B,missing proper motion values
NLTT 29395B W1,only upper error
NLTT 29395B W2,only upper error
NLTT 29395B W3,only upper error
NLTT 29395B W4,only upper error
ULAS J120315.34+095054.8 W3,only upper error
ULAS J120315.34+095054.8 W4,only upper error
ULAS J120323.74-015655.8 W3,only upper error
ULAS J120323.74-015655.8 W4,only upper error
SDSSp J120358.19+001550.3 W4,only upper error
2MASS J12035905-3821402 W4,only upper error
2MASS J12042529-2806364 W3,only upper error
2MASS J12042529-2806364 W4,only upper error
2MASSI J1204303+321259 W4,only upper error
ULAS J120444.67-015034.9 W3,only upper error
ULAS J120444.67-015034.9 W4,only upper error
HIP 58918B,missing proper motion values
HIP 58918B W4,only upper error
CWISE J120502.74-180215.5 W3,only upper error
CWISE J120502.74-180215.5 W4,only upper error
NTTDF J1205-0744,missing wise designation name
NTTDF J1205-0744,missing proper motion values
NTTDF J1205-0744 W1,only upper error
NTTDF J1205-0744 W2,only upper error
NTTDF J1205-0744 W3,only upper error
NTTDF J1205-0744 W4,only upper error
SDSS J120543.42+605728.3 W3,only upper error
SDSS J120543.42+605728.3 W4,only upper error
ULAS J120545.92+084206.8 W3,only upper error
ULAS J120545.92+084206.8 W4,only upper error
SDSS J120602.51+281328.7 W3,only upper error
SDSS J120602.51+281328.7 W4,only upper error
WISEA J120604.25+840110.5 W3,only upper error
WISEA J120604.25+840110.5 W4,only upper error
SDSS J120610.49+624257.2 W4,only upper error
ULAS J120621.03+101802.9 W3,only upper error
ULAS J120621.03+101802.9 W4,only upper error
DENIS J1206501-393725 W4,only upper error
2MASS J12070374-3151298 W3,only upper error
2MASS J12070374-3151298 W4,only upper error
2MASS J12073804-3909050 W4,only upper error
ULAS J120744.65+133902.7 W3,only upper error
ULAS J120744.65+133902.7 W4,only upper error
SDSS J120747.17+024424.8 W4,only upper error
2MASS J12074836-3900043,"duplicate, already ingested"
2MASS J12074836-3900043 W4,only upper error
SDSS J120821.72+445224.6 W3,only upper error
SDSS J120821.72+445224.6 W4,only upper error
SDSS J120831.49+014924.7 W3,only upper error
SDSS J120831.49+014924.7 W4,only upper error
SDSS J120906.49+323327.5 W4,only upper error
SDSS J120916.20+542949.5 W3,only upper error
SDSS J120916.20+542949.5 W4,only upper error
ULAS J120943.05+065333.0 W3,only upper error
ULAS J120943.05+065333.0 W4,only upper error
2MASS J12095613-1004008 W4,only upper error
SDSS J121001.96+030739.2 W3,only upper error
SDSS J121001.96+030739.2 W4,only upper error
HIP 59310B W4,only upper error
PSO J182.6569-26.6197 W3,only upper error
PSO J182.6569-26.6197 W4,only upper error
SDSS J121210.98+605947.9 W4,only upper error
ULAS J121226.80+101007.4 W3,only upper error
2MASS J12123389+0206280 W3,only upper error
2MASSI J1213033-043243 W4,only upper error
SDSS J121304.77+152922.2 W3,only upper error
SDSS J121304.77+152922.2 W4,only upper error
ULAS J121320.56+150235.1 W3,only upper error
ULAS J121320.56+150235.1 W4,only upper error
PSO J183.4547+40.7901 W3,only upper error
PSO J183.4547+40.7901 W4,only upper error
ULAS J121355.51+053517.1 W3,only upper error
ULAS J121355.51+053517.1 W4,only upper error
SDSS J121409.75+332356.0 W3,only upper error
SDSS J121409.75+332356.0 W4,only upper error
SDSS J121433.61+372111.9 W3,only upper error
SDSS J121433.61+372111.9 W4,only upper error
SDSS J121440.95+631643.4 W4,only upper error
ULAS J121508.37+040200.5 W3,only upper error
ULAS J121508.37+040200.5 W4,only upper error
PSO J183.9318-09.7914 W3,only upper error
PSO J183.9318-09.7914 W4,only upper error
2MASS J12154432-3420591 W3,only upper error
2MASS J12154432-3420591 W4,only upper error
2MASS J12155348+0050498 W4,only upper error
2MASS J12162161+4456340 W4,only upper error
SDSS J121645.58+492744.9 W3,only upper error
SDSS J121645.58+492744.9 W4,only upper error
SDSS J121659.17+300306.3 W3,only upper error
SDSS J121659.17+300306.3 W4,only upper error
2MASSI J1217110-031113 W4,only upper error
2MASS J12171942-4830012 W3,only upper error
2MASS J12171942-4830012 W4,only upper error
2MASS J12172372-0237369 W3,only upper error
2MASS J12172372-0237369 W4,only upper error
2MASS J12172935+0035326 W4,only upper error
HIP 59933B W3,only upper error
HIP 59933B W4,only upper error
HD 106906 b,missing wise designation name
HD 106906 b,missing proper motion values
HD 106906 b W1,only upper error
HD 106906 b W2,only upper error
HD 106906 b W3,only upper error
HD 106906 b W4,only upper error
WISEPC J121756.91+162640.2 W4,only upper error
ULAS J121816.52+134953.8 W3,only upper error
ULAS J121816.52+134953.8 W4,only upper error
SDSS J121855.72+352022.9 W3,only upper error
SDSS J121855.72+352022.9 W4,only upper error
2MASS J12185957-0550282 W4,only upper error
WISEA J121914.75+081027.0 W3,only upper error
WISEA J121914.75+081027.0 W4,only upper error
SDSS J121917.86+151612.4 W3,only upper error
SDSS J121917.86+151612.4 W4,only upper error
SDSS J121950.20+654136.5 W4,only upper error
SDSS J121951.45+312849.4 W4,only upper error
WISEA J122036.38+540717.3 W3,only upper error
WISEA J122036.38+540717.3 W4,only upper error
ULAS J122111.67+122217.0 W3,only upper error
2MASS J12212770+0257198 W4,only upper error
2MASS J12215066-0843197 W4,only upper error
WISE J122152.28-313600.8 W4,only upper error
NLTT 30510B W3,only upper error
NLTT 30510B W4,only upper error
WISEA J122221.95-213948.6 W3,only upper error
WISEA J122221.95-213948.6 W4,only upper error
WISEA J122248.13-211638.6 W4,only upper error
ULAS J122325.69+044827.6 W3,only upper error
ULAS J122325.69+044827.6 W4,only upper error
ULAS J122343.35-013100.7 W1,only upper error
BRI B1222-1222 W4,only upper error
SDSS J122524.00-021559.7 W3,only upper error
SDSS J122524.00-021559.7 W4,only upper error
2MASS J12255432-2739466 W4,only upper error
WISE J122558.86-101345.0 W4,only upper error
PSO J186.5342+21.8364 W3,only upper error
PSO J186.5342+21.8364 W4,only upper error
ULAS J122633.36+152106.9,missing wise designation name
ULAS J122633.36+152106.9,missing proper motion values
ULAS J122633.36+152106.9 W1,only upper error
ULAS J122633.36+152106.9 W2,only upper error
ULAS J122633.36+152106.9 W3,only upper error
ULAS J122633.36+152106.9 W4,only upper error
2MASS J12270506-0447207 W3,only upper error
2MASS J12270506-0447207 W4,only upper error
SDSS J122711.07+021349.1 W3,only upper error
SDSS J122711.07+021349.1 W4,only upper error
2MASS J12271545-0636458 W4,only upper error
DENIS-P J122813.8-154711 W4,only upper error
SDSS J122818.54+583342.3 W3,only upper error
SDSS J122818.54+583342.3 W4,only upper error
SDSS J122855.38+005044.1 W3,only upper error
SDSS J122855.38+005044.1 W4,only upper error
LHS 330 W4,only upper error
ULAS J123012.52+071717.9 W3,only upper error
ULAS J123012.52+071717.9 W4,only upper error
2MASS J12304562+2827583 W3,only upper error
2MASS J12304562+2827583 W4,only upper error
2MASS J12310489-3801065 W4,only upper error
SDSS J123112.97+405027.9 W3,only upper error
SDSS J123112.97+405027.9 W4,only upper error
ULAS J123153.60+091205.4,missing wise designation name
ULAS J123153.60+091205.4,missing proper motion values
ULAS J123153.60+091205.4 W1,only upper error
ULAS J123153.60+091205.4 W2,only upper error
ULAS J123153.60+091205.4 W3,only upper error
ULAS J123153.60+091205.4 W4,only upper error
SDSS J123200.85+022344.1 W3,only upper error
SDSS J123200.85+022344.1 W4,only upper error
2MASS J12321827-0951502 W4,only upper error
SDSS J123322.63+213805.1 W3,only upper error
SDSS J123322.63+213805.1 W4,only upper error
ULAS J123433.51+010742.0 W3,only upper error
ULAS J123433.51+010742.0 W4,only upper error
SDSS J123517.23+315815.6 W3,only upper error
SDSS J123517.23+315815.6 W4,only upper error
GOODS-N i'-Drop 2,missing wise designation name
GOODS-N i'-Drop 2,missing proper motion values
GOODS-N i'-Drop 2 W1,only upper error
GOODS-N i'-Drop 2 W2,only upper error
GOODS-N i'-Drop 2 W3,only upper error
GOODS-N i'-Drop 2 W4,only upper error
2MASS J12373919+6526148 W4,only upper error
SDSS J123815.59+621925.9 W3,only upper error
SDSS J123815.59+621925.9 W4,only upper error
ULAS J123828.51+095351.3 W3,only upper error
ULAS J123828.51+095351.3 W4,only upper error
ULAS J123845.96+124737.7 W3,only upper error
ULAS J123845.96+124737.7 W4,only upper error
2MASSW J1239272+551537 W4,only upper error
SDSS J124036.81+152517.1 W3,only upper error
SDSS J124036.81+152517.1 W4,only upper error
CWISEP J124138.41-820051.9 W1,only upper error
CWISEP J124138.41-820051.9 W3,only upper error
CWISEP J124138.41-820051.9 W4,only upper error
WISE J124309.61+844547.8 W3,only upper error
WISE J124309.61+844547.8 W4,only upper error
SDSS J124352.25+131021.3 W4,only upper error
ULAS J124413.03+123201.1 W3,only upper error
ULAS J124413.03+123201.1 W4,only upper error
ULAS J124425.90+102441.9 W3,only upper error
ULAS J124425.90+102441.9 W4,only upper error
SDSS J124510.86-013230.9 W3,only upper error
SDSS J124510.86-013230.9 W4,only upper error
TWA 29,"duplicate, already ingested"
TWA 29 W4,only upper error
SDSS J124514.95+120442.0 W3,only upper error
SDSS J124514.95+120442.0 W4,only upper error
SDSS J124555.66+490210.9 W3,only upper error
SDSS J124555.66+490210.9 W4,only upper error
WISE J124629.65-313934.2 W4,only upper error
SDSS J124642.80+615054.5 W4,only upper error
2MASSW J1246467+402715 W4,only upper error
2MASS J12465176+3148104 W4,only upper error
2MASS J12473570-1219518 W4,only upper error
2MASS J12474944-1117551 W3,only upper error
2MASS J12474944-1117551 W4,only upper error
ULAS J124804.56+075904.0 W3,only upper error
ULAS J124804.56+075904.0 W4,only upper error
SDSS J124908.66+415728.6 W4,only upper error
SDSS J124921.22+541340.1 W3,only upper error
SDSS J124921.22+541340.1 W4,only upper error
ULAS J124947.04+095019.8 W3,only upper error
ULAS J124947.04+095019.8 W4,only upper error
SDSS J125011.65+392553.9 W3,only upper error
SDSS J125011.65+392553.9 W4,only upper error
WISE J125015.56+262846.9 W3,only upper error
WISE J125015.56+262846.9 W4,only upper error
PSO J192.6717-21.8250 W3,only upper error
SDSS J125044.68+041758.2 W3,only upper error
SDSS J125044.68+041758.2 W4,only upper error
SDSS J125045.66+441853.7 W3,only upper error
SDSS J125045.66+441853.7 W4,only upper error
SDSS J125137.76+462025.9 W4,only upper error
SDSS J125214.08+142239.3 W4,only upper error
2MASS J12522042-3149288 W4,only upper error
SDSS J125230.79+183506.0 W3,only upper error
SDSS J125230.79+183506.0 W4,only upper error
SDSS J125253.62+342138.8 W3,only upper error
SDSS J125253.62+342138.8 W4,only upper error
2MASS J12531240+4034038 W4,only upper error
SDSS J125331.83+065933.4 W3,only upper error
SDSS J125331.83+065933.4 W4,only upper error
2MASS J12535039-4211215 W3,only upper error
2MASS J12535039-4211215 W4,only upper error
ULAS J125359.78+265855.5,missing wise designation name
ULAS J125359.78+265855.5,missing proper motion values
ULAS J125359.78+265855.5 W1,only upper error
ULAS J125359.78+265855.5 W2,only upper error
ULAS J125359.78+265855.5 W3,only upper error
ULAS J125359.78+265855.5 W4,only upper error
SDSS J125437.60+293832.7 W4,only upper error
WISE J125448.52-072828.4 W3,only upper error
WISE J125448.52-072828.4 W4,only upper error
SDSSp J125453.90-012247.4 W4,only upper error
SDSS J125459.33+263107.2 W3,only upper error
SDSS J125459.33+263107.2 W4,only upper error
SDSS J125550.62+170059.7 W3,only upper error
SDSS J125550.62+170059.7 W4,only upper error
SSSPM J1256-1408 W3,only upper error
SSSPM J1256-1408 W4,only upper error
ULAS J125635.91-001944.9 W3,only upper error
ULAS J125635.91-001944.9 W4,only upper error
SDSS J125637.13-022452.4 W3,only upper error
SDSS J125637.13-022452.4 W4,only upper error
2MASS J12563961-2718455 W3,only upper error
2MASS J12563961-2718455 W4,only upper error
VVV J12564163-6202039 W3,only upper error
VVV J12564163-6202039 W4,only upper error
SDSS J125645.82+151443.7 W3,only upper error
SDSS J125645.82+151443.7 W4,only upper error
2MASS J12565688+0146163 W4,only upper error
WISE J125715.90+400854.2 W3,only upper error
WISE J125715.90+400854.2 W4,only upper error
WISEA J125721.01+715349.3 W3,only upper error
WISEA J125721.01+715349.3 W4,only upper error
SDSSp J125737.26-011336.1 W3,only upper error
SDSSp J125737.26-011336.1 W4,only upper error
2MASS J12574463-3635431 W4,only upper error
2MASS J12574941-4111373 W4,only upper error
VHS J125804.89-441232.4 W4,only upper error
2MASS J12594167+1001380 W3,only upper error
2MASS J12594167+1001380 W4,only upper error
Ross 458C W4,only upper error
2MASSW J1300425+191235 W4,only upper error
HIP 63506C W4,only upper error
WISE J130141.62-030212.9 W3,only upper error
WISE J130141.62-030212.9 W4,only upper error
SDSS J130148.19+584104.1 W3,only upper error
SDSS J130148.19+584104.1 W4,only upper error
2MASS J13015465-1510223 W4,only upper error
ULAS J130217.21+130851.2 W4,only upper error
SDSS J130234.71+512600.9 W3,only upper error
SDSS J130234.71+512600.9 W4,only upper error
2MASS J13023811+5650212 W3,only upper error
2MASS J13023811+5650212 W4,only upper error
2MASS J13023897+0351410 W4,only upper error
SDSS J130250.94+564037.8 W3,only upper error
SDSS J130250.94+564037.8 W4,only upper error
SDSS J130317.69+181522.0 W3,only upper error
SDSS J130317.69+181522.0 W4,only upper error
ULAS J130435.66+154252.6 W3,only upper error
ULAS J130435.66+154252.6 W4,only upper error
WISP 130525.51-253828.8,missing wise designation name
WISP 130525.51-253828.8,missing proper motion values
WISP 130525.51-253828.8 W1,only upper error
WISP 130525.51-253828.8 W2,only upper error
WISP 130525.51-253828.8 W3,only upper error
WISP 130525.51-253828.8 W4,only upper error
Kelu-1 W4,only upper error
Cha 130540-773958 W4,only upper error
2MASSI J1305410+204639 W4,only upper error
2MASS J13061727+3820296 W4,only upper error
WISEA J130729.56-055815.4 W3,only upper error
WISEA J130729.56-055815.4 W4,only upper error
2MASS J13080663-4925505 W4,only upper error
2MASS J13081228+6103486 W3,only upper error
2MASS J13081228+6103486 W4,only upper error
2MASS J13082507+0725512 W4,only upper error
SDSS J130831.01+081852.3 W4,only upper error
SDSS J131002.89+055404.3 W3,only upper error
SDSS J131002.89+055404.3 W4,only upper error
WISEPC J131106.24+012252.4 W3,only upper error
WISEPC J131106.24+012252.4 W4,only upper error
ULAS J131106.96-013742.3 W3,only upper error
ULAS J131106.96-013742.3 W4,only upper error
SDSS J131113.82+240105.0 W3,only upper error
SDSS J131113.82+240105.0 W4,only upper error
2MASS J13113921+8032219 W4,only upper error
WISEP J131141.91+362925.2 W3,only upper error
WISEP J131141.91+362925.2 W4,only upper error
2MASS J13120707+3937445 W4,only upper error
WISEA J131211.10-761740.9 W4,only upper error
HD 114762B,missing wise designation name
HD 114762B,missing proper motion values
HD 114762B W1,only upper error
HD 114762B W2,only upper error
HD 114762B W3,only upper error
HD 114762B W4,only upper error
SDSS J131221.79+290935.0 W3,only upper error
SDSS J131221.79+290935.0 W4,only upper error
SDSS J131223.12+493126.2 W3,only upper error
SDSS J131223.12+493126.2 W4,only upper error
ULAS J131304.03+225919.7 W3,only upper error
ULAS J131304.03+225919.7 W4,only upper error
ULAS J131307.47+123540.7 W4,only upper error
SDSSp J131415.52-000848.1 W3,only upper error
SDSSp J131415.52-000848.1 W4,only upper error
SDSS J131448.64+240532.1 W3,only upper error
SDSS J131448.64+240532.1 W4,only upper error
ULAS J131508.42+082627.4 W3,only upper error
ULAS J131508.42+082627.4 W4,only upper error
2MASSI J1315309-264951 W4,only upper error
SDSS J131543.68+233458.0 W3,only upper error
SDSS J131543.68+233458.0 W4,only upper error
SDSS J131545.55+245407.3 W4,only upper error
ULAS J131610.28+075553.0 W4,only upper error
ULAS J131610.13+031205.5 W3,only upper error
ULAS J131610.13+031205.5 W4,only upper error
SDSS J131614.35+213329.9 W3,only upper error
SDSS J131614.35+213329.9 W4,only upper error
GJ 504 B,missing wise designation name
GJ 504 B,missing proper motion values
GJ 504 B W1,only upper error
GJ 504 B W2,only upper error
GJ 504 B W3,only upper error
GJ 504 B W4,only upper error
ULAS J131705.66+091016.9 W3,only upper error
ULAS J131705.66+091016.9 W4,only upper error
WISE J131833.98-175826.5 W3,only upper error
WISE J131833.98-175826.5 W4,only upper error
SDSS J131839.06+213043.0 W3,only upper error
SDSS J131839.06+213043.0 W4,only upper error
2MASS J13184794+1736117 W3,only upper error
2MASS J13184794+1736117 W4,only upper error
WISEPC J132004.16+603426.2 W3,only upper error
WISEPC J132004.16+603426.2 W4,only upper error
2MASS J13204159+0957506 W4,only upper error
2MASS J13204427+0409045 W3,only upper error
2MASS J13204427+0409045 W4,only upper error
ULAS J132048.12+102910.6 W3,only upper error
ULAS J132048.12+102910.6 W4,only upper error
DENIS-P J1323-1806 W4,only upper error
2MASS J13235206+3014340 W4,only upper error
PSO J201.0320+19.1072 W4,only upper error
ULAS J132410.21+025040.6 W3,only upper error
ULAS J132410.21+025040.6 W4,only upper error
HIP 65423B,missing wise designation name
HIP 65423B,missing proper motion values
HIP 65423B W1,only upper error
HIP 65423B W2,only upper error
HIP 65423B W3,only upper error
HIP 65423B W4,only upper error
2MASS J13243553+6358281 W4,only upper error
HIP 65426 b,missing wise designation name
HIP 65426 b,missing proper motion values
HIP 65426 b W1,only upper error
HIP 65426 b W2,only upper error
HIP 65426 b W3,only upper error
HIP 65426 b W4,only upper error
SDSS J132511.10+051704.2 W3,only upper error
SDSS J132511.10+051704.2 W4,only upper error
HIP 65517B,missing wise designation name
HIP 65517B,missing proper motion values
HIP 65517B W1,only upper error
HIP 65517B W2,only upper error
HIP 65517B W3,only upper error
HIP 65517B W4,only upper error
ULAS J132605.18+120009.9 W3,only upper error
ULAS J132605.18+120009.9 W4,only upper error
2MASSW J1326201-272937 W4,only upper error
SDSSp J132629.82-003831.5 W4,only upper error
SDSS J132715.21+075937.5 W4,only upper error
ULAS J132720.56+101138.5 W3,only upper error
ULAS J132720.56+101138.5 W4,only upper error
HIP 65706B W4,only upper error
PSO J202.1635-03.7660 W3,only upper error
PSO J202.1635-03.7660 W4,only upper error
2MASSW J1328550+211449 W3,only upper error
2MASSW J1328550+211449 W4,only upper error
2MASS J13290099-4147133 W4,only upper error
SDSS J132926.03+531733.9 W3,only upper error
SDSS J132926.03+531733.9 W4,only upper error
SDSS J132937.22+035729.6 W3,only upper error
SDSS J132937.22+035729.6 W4,only upper error
2MASS J13300232-0453202 W4,only upper error
SDSS J133010.03+141113.3 W3,only upper error
SDSS J133010.03+141113.3 W4,only upper error
2MASS J13313310+3407583 W4,only upper error
SDSS J133148.92-011651.4,"duplicate, already ingested"
SDSS J133148.92-011651.4 W4,only upper error
2MASS J13322442-0441126 W4,only upper error
2MASSI J1332286+263508 W3,only upper error
2MASSI J1332286+263508 W4,only upper error
G 255-34B W4,only upper error
SDSS J133257.73+325813.1 W3,only upper error
SDSS J133257.73+325813.1 W4,only upper error
WISEA J133300.03-160754.4 W3,only upper error
WISEA J133300.03-160754.4 W4,only upper error
SDSS J133312.79+150956.6 W3,only upper error
SDSS J133312.79+150956.6 W4,only upper error
SDSS J133345.36-021600.2 W4,only upper error
SDSS J133348.24+273508.8,missing wise designation name
SDSS J133348.24+273508.8,missing proper motion values
SDSS J133348.24+273508.8 W1,only upper error
SDSS J133348.24+273508.8 W2,only upper error
SDSS J133348.24+273508.8 W3,only upper error
SDSS J133348.24+273508.8 W4,only upper error
2MASSW J1334062+194034 W4,only upper error
2MASS J13341216-8226232 W4,only upper error
SDSS J133506.46+431725.1 W3,only upper error
SDSS J133506.46+431725.1 W4,only upper error
ULAS J133553.45+113005.2 W4,only upper error
LSPM J1336+2541B W3,only upper error
LSPM J1336+2541B W4,only upper error
2MASS J13364062+3743230 W4,only upper error
2MASS J13373116+4938367 W4,only upper error
WISE J133750.46+263648.6 W3,only upper error
WISE J133750.46+263648.6 W4,only upper error
2MASSW J1338261+414034 W4,only upper error
ULAS J133828.69-014245.4 W3,only upper error
ULAS J133828.69-014245.4 W4,only upper error
ULAS J133836.97-022910.7 W3,only upper error
ULAS J133836.97-022910.7 W4,only upper error
2MASS J13384944+0437315 W4,only upper error
2MASS J13392651-1755053 W4,only upper error
ULAS J133933.64-005621.1 W3,only upper error
ULAS J133933.64-005621.1 W4,only upper error
ULAS J133943.79+010436.4 W3,only upper error
ULAS J133943.79+010436.4 W4,only upper error
2MASS J13411160-3052505 W4,only upper error
SDSS J134148.85+551046.2 W3,only upper error
SDSS J134148.85+551046.2 W4,only upper error
SDSS J134203.11+134022.2 W3,only upper error
SDSS J134203.11+134022.2 W4,only upper error
2MASSW J1342236+175156 W3,only upper error
2MASSW J1342236+175156 W4,only upper error
SDSS J134224.93+603731.4 W3,only upper error
SDSS J134224.93+603731.4 W4,only upper error
SDSS J134228.41-002705.7 W3,only upper error
SDSS J134228.41-002705.7 W4,only upper error
WISEA J134310.44-121628.8 W3,only upper error
WISEA J134310.44-121628.8 W4,only upper error
2MASSW J1343167+394508 W4,only upper error
SDSS J134322.51-030100.2 W3,only upper error
SDSS J134322.51-030100.2 W4,only upper error
ULAS J134322.94-010844.0,missing wise designation name
ULAS J134322.94-010844.0,missing proper motion values
ULAS J134322.94-010844.0 W1,only upper error
ULAS J134322.94-010844.0 W2,only upper error
ULAS J134322.94-010844.0 W3,only upper error
ULAS J134322.94-010844.0 W4,only upper error
SDSS J134329.01+131226.2 W3,only upper error
SDSS J134329.01+131226.2 W4,only upper error
SDSS J134338.74-022044.6 W3,only upper error
SDSS J134338.74-022044.6 W4,only upper error
2MASS J13435275-3851385 W4,only upper error
ULAS J134403.78+083951.0 W3,only upper error
ULAS J134403.78+083951.0 W4,only upper error
ULAS J134414.90+092405.0 W3,only upper error
ULAS J134414.90+092405.0 W4,only upper error
ULAS J134436.84+110957.5 W4,only upper error
SDSS J134515.81-025514.4 W3,only upper error
SDSS J134515.81-025514.4 W4,only upper error
SDSS J134525.57+521634.0 W3,only upper error
SDSS J134525.57+521634.0 W4,only upper error
SDSS J134544.36+654217.9 W3,only upper error
SDSS J134544.36+654217.9 W4,only upper error
SDSS J134607.41+084234.5 W3,only upper error
SDSS J134607.41+084234.5 W4,only upper error
ULAS J134612.77+082503.3 W3,only upper error
ULAS J134612.77+082503.3 W4,only upper error
SDSSp J134646.45-003150.4 W4,only upper error
ULAS J134646.71+282009.2 W3,only upper error
ULAS J134646.71+282009.2 W4,only upper error
SDSS J134749.74+333601.7 W3,only upper error
SDSS J134749.74+333601.7 W4,only upper error
2MASS J13475911-7610054,missing proper motion values
2MASS J13475911-7610054 W4,only upper error
2MASS J13480100-0304328 W4,only upper error
LHS 2803B W3,only upper error
LHS 2803B W4,only upper error
WISEPC J134806.99+660327.8 W4,only upper error
2MASS J13484591+0353545 W4,only upper error
ULAS J134940.81+091833.3,missing wise designation name
ULAS J134940.81+091833.3,missing proper motion values
ULAS J134940.81+091833.3 W1,only upper error
ULAS J134940.81+091833.3 W2,only upper error
ULAS J134940.81+091833.3 W3,only upper error
ULAS J134940.81+091833.3 W4,only upper error
ULAS J135058.86+081506.8 W3,only upper error
ULAS J135058.86+081506.8 W4,only upper error
PSO J207.7496+29.4240 W3,only upper error
PSO J207.7496+29.4240 W4,only upper error
PM I13518+4157B W4,only upper error
SDSS J135238.65+324002.4 W3,only upper error
SDSS J135238.65+324002.4 W4,only upper error
WISE J135307.51-085712.0 W3,only upper error
WISE J135307.51-085712.0 W4,only upper error
SDSS J135327.06+650944.5 W3,only upper error
SDSS J135327.06+650944.5 W4,only upper error
NLTT 35593B W3,only upper error
NLTT 35593B W4,only upper error
SDSS J135439.54+504451.0 W4,only upper error
2MASS J13550323-8258375,missing proper motion values
2MASS J13550323-8258375 W4,only upper error
ULAS J135556.12+085054.3 W3,only upper error
ULAS J135556.12+085054.3 W4,only upper error
ULAS J135607.41+085345.2 W3,only upper error
ULAS J135607.41+085345.2 W4,only upper error
SDSS J135712.40+142839.8 W4,only upper error
2MASS J13571497-1438529 W4,only upper error
2MASS J13580384+1458204 W3,only upper error
SDSS J135825.72+423434.4 W4,only upper error
ULAS J135848.63+014745.5 W3,only upper error
ULAS J135848.63+014745.5 W4,only upper error
SDSS J135923.99+472843.2 W3,only upper error
SDSS J135923.99+472843.2 W4,only upper error
2MASS J13595510-4034582 W4,only upper error
SDSS J135955.19+324719.0 W3,only upper error
SDSS J135955.19+324719.0 W4,only upper error
SDSS J140023.12+433822.3 W4,only upper error
WISE J140035.40-385013.5 W3,only upper error
WISE J140035.40-385013.5 W4,only upper error
ULAS J140152.43+090733.1 W3,only upper error
ULAS J140152.43+090733.1 W4,only upper error
2MASS J14022235+0648479 W4,only upper error
PSO J210.6211-26.9300 W4,only upper error
SDSS J140231.75+014830.3 W4,only upper error
SDSS J140255.66+080055.2 W3,only upper error
SDSS J140255.66+080055.2 W4,only upper error
SDSS J140307.47+201859.3 W3,only upper error
SDSS J140307.47+201859.3 W4,only upper error
2MASS J14032232+3007547 W4,only upper error
SDSS J140347.84+351313.1 W3,only upper error
SDSS J140347.84+351313.1 W4,only upper error
SDSS J140403.24+445331.7 W3,only upper error
SDSS J140403.24+445331.7 W4,only upper error
SDSS J140409.91+400214.0 W3,only upper error
SDSS J140412.19+133922.1 W3,only upper error
SDSS J140412.19+133922.1 W4,only upper error
SDSS J140441.68+023550.1 W3,only upper error
SDSS J140441.68+023550.1 W4,only upper error
SDSS J140442.39-022426.1 W4,only upper error
2MASS J14044495+4634297 W4,only upper error
2MASS J14044941-3159329 W4,only upper error
WISEPC J140518.40+553421.4 W4,only upper error
WISE J140533.32+835030.5,missing proper motion values
WISE J140533.32+835030.5 W4,only upper error
SDSS J140601.47+524931.0 W3,only upper error
SDSS J140601.47+524931.0 W4,only upper error
SDSS J140633.18+360449.3 W3,only upper error
SDSS J140633.18+360449.3 W4,only upper error
2MASS J14075361+1241099 W4,only upper error
2MASS J14075592-3033593 W4,only upper error
PDS 70b,missing wise designation name
PDS 70b,missing proper motion values
PDS 70b W1,only upper error
PDS 70b W2,only upper error
PDS 70b W3,only upper error
PDS 70b W4,only upper error
PDS 70c,missing wise designation name
PDS 70c,missing proper motion values
PDS 70c W1,only upper error
PDS 70c W2,only upper error
PDS 70c W3,only upper error
