name,name_simbadable,ref_discovery,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,glon_j2000,glat_j2000,literature_flag,ref_literature_flag,exoplanet,multiplesystem_unresolved_in_this_table,multiplesystem_resolved_in_this_table,has_higher_mass_companion,sep_companion,youth_evidence,age_category,age_category_justification,age_singlevalue_gyr_formula,age_distribution_gyr_formula,designation_P1_formula,ra_j2000_P1,dec_j2000_P1,ra_epoch_P1,dec_epoch_P1,epoch_mjd_P1,ref_radec_P1,g_P1,gerr_P1,g_nphot_P1,g_src_P1,ref_g_P1,r_P1,rerr_P1,r_nphot_P1,r_src_P1,ref_r_P1,i_P1,ierr_P1,i_nphot_P1,i_src_P1,ref_i_P1,z_P1,zerr_P1,z_nphot_P1,z_src_P1,ref_z_P1,y_P1,yerr_P1,y_nphot_P1,y_src_P1,ref_y_P1,BP_Gaia,BPerr_Gaia,G_Gaia,Gerr_Gaia,RP_Gaia,RPerr_Gaia,ref_photom_Gaia,designation_2mass,ra_epoch_2mass,dec_epoch_2mass,epoch_2mass,J_2MASS,Jerr_2MASS,ref_J_2MASS,H_2MASS,Herr_2MASS,ref_H_2MASS,Ks_2MASS,Kserr_2MASS,ref_Ks_2MASS,Cflg_2MASS,designation_MKO,Y_MKO,Yerr_MKO,ref_Y_MKO,J_MKO,Jerr_MKO,ref_J_MKO,H_MKO,Herr_MKO,ref_H_MKO,K_MKO,Kerr_MKO,ref_K_MKO,Lp_MKO,Lperr_MKO,ref_Lp_MKO,Mp_MKO,Mperr_MKO,ref_Mp_MKO,designation_WISE,ra_j2000_WISE,dec_j2000_WISE,ra_epoch_WISE,dec_epoch_WISE,ref_astrom_WISE,W1,W1err,chi2_W1,ref_W1,W2,W2err,chi2_W2,ref_W2,W3,W3err,chi2_W3,ref_W3,W4,W4err,chi2_W4,ref_W4,flag_WISE,nb_AllWISE,neigh_AllWISE,ch1,ch1err,ch2,ch2err,ref_Spitzer,plx_formula,plxerr_formula,ref_plx_formula,pmra_formula,pmraerr_formula,pmdec_formula,pmdecerr_formula,ref_pm_formula,rv_formula,rverr_formula,ref_rv_formula,plx_lit,plxerr_lit,ref_plx_lit,pmra_lit,pmraerr_lit,pmdec_lit,pmdecerr_lit,pm_lit,pmerr_lit,angle_lit,angleerr_lit,ref_pm_lit,rv_lit,rverr_lit,ref_rv_lit,plx_UKIRT,plxerr_UKIRT,pmra_UKIRT,pmraerr_UKIRT,pmdec_UKIRT,pmdecerr_UKIRT,ref_plx_UKIRT,astrom_Gaia,ra_j2000_Gaia,dec_J2000_Gaia,ra_epoch_Gaia,dec_epoch_Gaia,plx_Gaia,plxerr_Gaia,pmra_Gaia,pmraerr_Gaia,pmdec_Gaia,pmdecerr_Gaia,RUWE_Gaia,nep_Gaia,rv_Gaia,rverr_Gaia,flags_Gaia,sourceID_Gaia_DR3,sourceID_Gaia_DR2,pmra_P1,pmraerr_P1,pmdec_P1,pmdecerr_P1,ref_pm_P1,pmra_catwise,pmraerr_catwise,pmdec_catwise,pmdecerr_catwise,grav_opt,ref_grav_opt,grav_ir,ref_grav_ir,spt_opt,ref_spt_opt,spt_ir,ref_spt_ir,sptnum_opt_formula,sptnum_ir_formula,sptnum_formula,sptnumabs_formula,dist_plx_formula,disterr_plx_formula,sptnum_photdist_formula,dist_J_2MASS_formula,disterr_J_2MASS_formula,dist_J_MKO_formula,disterr_J_MKO_formula,dist_Ks_2MASS_formula,disterr_Ks_2MASS_formula,dist_K_MKO_formula,disterr_K_MKO_formula,dist_W2_formula,disterr_W2_formula,dist_formula,disterr_formula,dist_formula_source,note,Best21_vollim_sample,Best24_vollim_sample,name_simbad,ra_j2000_simbad,dec_j2000_simbad,ref_radec_j2000_simbad,pmra_simbad,pmraerr_simbad,pmdec_simbad,pmdecerr_simbad,ref_pm_simbad,plx_simbad,plxerr_simbad,ref_plx_simbad,identifiers_simbad,firstref_simbad,pmra_P1_PV34,pmraerr_P1_PV34,pmdec_P1_PV34,pmdecerr_P1_PV34,ref_pm_P1_PV34,banyan_sigma_results,banyan_sigma_max_hypo_young,banyan_sigma_max_prob_young,banyan_sigma_input_params,name_simpleDB,url_simpleDB,ra_20240204_formula,dec_20240204_formula,source_radec_20240204_formula,gucds_shortname
CWISEP J193518.59-154620.3,CWISE J193518.61-154620.7,Meis20a,293.8259,-15.7721,CatWISE,23.4124,-16.6707,photSpT,Kirk21,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,18.000,NaN,Meis20a,null,null,NaN,NaN,null,21.700,NaN,Meis20a,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J193518.61-154620.7,293.8259243,-15.7720933,293.8274983,-15.7724317,Maro21,18.754,0.289,0.859,Maro21,15.792,0.061,0.877,Maro21,NaN,NaN,NaN,null,NaN,NaN,NaN,null,00,NaN,NaN,18.51,0.03,15.53,0.02,Meis20a,69,4,Kirk21,290,12,43,12,Kirk21,NaN,NaN,null,69.30,3.80,Kirk21,290.20,11.60,43.10,11.50,293.38,11.65,81.55,2.25,Kirk21,-12.70,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,354.1,68.4,-79.1,82.3,null,null,null,null,null,null,Y1 (or later),Kirk21,NaN,31,31,31,14.5,0.8,31.0,NaN,NaN,9.7,NaN,3.5,NaN,NaN,NaN,13.3,2.0,14.5,0.8,dist_plx_formula,null,N,Y,CWISE J193518.61-154620.7,293.8275330,-15.7724465,Maro21,305.000,61.000,40.000,64.000,Meis20a,NaN,NaN,null,CWISE J193518.61-154620.7|CWISEP J193518.58-154620.3|CWISEP J193518.59-154620.3,Maro19,NaN,NaN,NaN,NaN,null,FIELD (99.9%),ARG,0.000,pm+trig-plx,CWISEP J193518.58-154620.3,https://simple-bd-archive.org/solo_result/CWISEP%20J193518.58-154620.3,293.8279,-15.7718,CatWISE;Kirk21,null
2MASS J19360187-5502322,SIPS J1936-5502,Reid08b,294.0078,-55.0423,Gaia23,342.5583,-28.1842,null,null,N+N,Y?: Pope13,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,22.0766,0.3022,19.6633,0.0047,18.0145,0.0294,Gaia23,2MASS J19360187-5502322,294.007819,-55.042282,1999-08-22,14.486,0.039,Cutr03,13.628,0.032,Cutr03,13.046,0.032,Cutr03,000,null,NaN,NaN,null,14.400,0.040,Fahe12,13.660,0.040,Fahe12,13.010,0.030,Fahe12,NaN,NaN,null,NaN,NaN,null,CWISE J193602.22-550236.4,294.0078271,-55.0422749,294.0093524,-55.0435095,Maro21,12.402,0.027,1.580,Maro21,12.127,0.024,1.450,Maro21,11.682,0.384,1.110,Cutr13,8.135,NaN,1.030,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,43.1,0.4,Gaia23,204.2,0.4,-296.5,0.4,Gaia23,NaN,NaN,null,46.82,2.05,Smar18,202.39,1.25,-287.87,2.37,351.90,2.07,144.89,0.28,Smar18,-12.7100,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,294.0078430,-55.0422745,294.0094299,-55.0435944,43.1217,0.4040,204.195,0.375,-296.529,0.402,1.156,19,NaN,NaN,null,6641789348394399488,6641789348394399488,NaN,NaN,NaN,NaN,null,204.3,6.1,-288.6,5.4,null,null,null,null,L5:,Reid08b,L4,Maro13,15,14,15,15,23.2,0.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.2,0.22,dist_plx_formula,Target for PARSEC program (Andr11a). Target for NPARSEC program (Smar13). Maro13 find plx=43.3±4.5 mas.,N,N,SIPS J1936-5502,294.0078570,-55.0422749,Gaia21a,204.195,0.375,-296.529,0.402,Gaia21a,43.1217,0.4040,Gaia21a,2MASS J19360187-5502322|2MUCD 20823|SIPS J1936-5502|TIC 320094086|UCAC4 175-211478|WISE J193602.16-550235.1|EQ J1936-5502|Gaia DR3 6641789348394399488|Gaia DR2 6641789348394399488,Deac05b,NaN,NaN,NaN,NaN,null,FIELD (99.9%),ABDMG,0.000,pm+trig-plx,2MASS J19360187-5502322,https://simple-bd-archive.org/solo_result/2MASS%20J19360187-5502322,294.0102,-55.0443,Gaia23,J1936-5502
WISENF J193656.08+040801.2,WISENF J193656.08+040801.2,Meis20a,294.2346,4.1362,CatWISE,41.8761,-8.1743,photSpT,Meis20a,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J294.2333+04.1318,NaN,NaN,294.2334,4.1318,55739.56,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,19.570,NaN,Meis20a,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J193655.94+040755.0,294.2346193,4.1361889,294.2331521,4.1321023,Maro21,17.174,0.097,1.820,Maro21,14.445,0.021,2.520,Maro21,NaN,NaN,NaN,null,NaN,NaN,NaN,null,00,NaN,NaN,17.10,0.06,14.69,0.02,Meis20a,114,4,Kirk21,-429,11,-1102,12,Kirk21,NaN,NaN,null,113.90,3.80,Kirk21,-428.60,11.40,-1102.10,11.50,1182.51,11.45,201.25,0.55,Kirk21,-12.90,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,-342.1,22.2,-955.3,25.0,null,null,null,null,null,null,Y0,Meis20a,NaN,30,30,30,8.8,0.3,30.0,NaN,NaN,9.9,NaN,NaN,NaN,NaN,NaN,9.6,1.4,8.8,0.3,dist_plx_formula,null,N,Y,WISENF J193656.08+040801.2,294.2349050,4.1373398,Meis20a,-479.000,36.000,-1155.000,37.000,Meis20a,NaN,NaN,null,WISENF J193656.08+040801.2,Meis20a,NaN,NaN,NaN,NaN,null,FIELD (99.9%),LCC,0.000,pm+trig-plx,WISENF J193656.08+040801.2,https://simple-bd-archive.org/solo_result/WISENF%20J193656.08%2B040801.2,294.2317,4.1288,CatWISE;Kirk21,null
CWISE J193823.28+663602.7,WISE J193823.23+663601.8,Kirk21,294.5964,66.6000,CatWISE,98.4417,20.2785,photSpT,Kirk21,N,N,N,N,NaN,YMG?,ARG?,UCS+BANYAN,0.045,0.04-0.05?,PSO J294.5967+66.6006,NaN,NaN,294.5968,66.6006,56151.94,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,19.6438,0.1132,3,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J193823.28+663602.7,294.5964021,66.6000357,294.5970172,66.6007535,Maro21,16.593,0.037,8.090,Maro21,14.617,0.021,1.260,Maro21,12.975,0.349,0.926,Cutr13,9.689,NaN,0.927,Cutr13,D000,1,0,NaN,NaN,NaN,NaN,null,NaN,NaN,null,57,18,168,15,Maro21,NaN,NaN,null,NaN,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,-13.00,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,57.1,17.6,167.8,15.0,null,null,null,null,null,null,T5.5,Kirk21,NaN,25.5,25.5,25.5,NaN,NaN,25.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.8,5.7,22,6,dist_W2_formula_young,null,N,N,WISE J193823.23+663601.8,294.5968150,66.6005270,Cutr12,NaN,NaN,NaN,NaN,null,NaN,NaN,null,CWISE J193823.28+663602.7|WISEA J193823.23+663601.6|WISE J193823.23+663601.8,Kirk21,NaN,NaN,NaN,NaN,null,ARG (91.3%); ABDMG (3.8%); FIELD (3.3%); COL (1.0%); CARN (0.5%),ARG,0.913,pm+phot-plx,null,null,294.5974,66.6012,CatWISE;Maro21,null
CWISE J193824.10+350025.0,CWISE J193824.10+350025.0,Kirk21,294.5990,35.0059,CatWISE,69.1131,6.5034,photSpT,Kirk21,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,18.690,0.110,Dye_18,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J193824.10+350025.0,294.5990101,35.0059195,294.6004040,35.0069355,Maro21,17.426,0.090,2.090,Maro21,15.366,0.041,0.777,Maro21,NaN,NaN,NaN,null,NaN,NaN,NaN,null,00,NaN,NaN,17.06,0.03,15.18,0.02,Kirk21,NaN,NaN,null,270,40,240,50,Maro21,NaN,NaN,null,NaN,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,-13.00,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,266.9,43.6,237.5,46.3,null,null,null,null,null,null,T8,Kirk21,NaN,28,28,28,NaN,NaN,28.0,NaN,NaN,28.9,5.9,NaN,NaN,NaN,NaN,22.9,3.4,23,3,dist_W2_formula,null,N,Y,CWISE J193824.10+350025.0,294.6004218,35.0069247,Maro21,NaN,NaN,NaN,NaN,null,NaN,NaN,null,CWISE J193824.10+350025.0,Kirk21,NaN,NaN,NaN,NaN,null,FIELD (99.4%); ARG (0.5%); CARN (0.1%),ARG,0.005,pm+phot-plx,CWISE J193824.10+350025.0,https://simple-bd-archive.org/solo_result/CWISE%20J193824.10%2B350025.0,294.6012,35.0075,CatWISE;Maro21,null
2MASS J19395435-5216468,2MASS J19395435-5216468,Gagn15c,294.9766,-52.2797,Gaia23,345.7560,-28.3582,lowg,Gagn15c,N,N,N,N,NaN,lowg,INT-G,Gagn15c,0.135,0.02-0.25,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.2711,0.0767,19.4513,0.0074,17.5789,0.0133,Gaia23,2MASS J19395435-5216468,294.976488,-52.279682,1999-10-12,14.657,0.043,Cutr03,13.862,0.037,Cutr03,13.275,0.037,Cutr03,000,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J193954.48-521648.9,294.9765021,-52.2796318,294.9770027,-52.2802713,Maro21,12.871,0.013,0.806,Maro21,12.601,0.010,0.798,Maro21,12.239,0.366,1.020,Cutr13,9.159,NaN,0.918,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,22.2,0.6,Gaia23,61.3,0.5,-142.2,0.4,Gaia23,NaN,NaN,null,NaN,NaN,null,77.10,3.70,-135.70,7.60,156.07,6.86,150.40,1.82,Gagn15a,-13.10,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,294.9766235,-52.2796555,294.9770508,-52.2802849,22.1688,0.6055,61.309,0.480,-142.245,0.412,1.440,16,NaN,NaN,null,6645696561747896064,6645696561747896064,NaN,NaN,NaN,NaN,null,71.6,5.2,-149.5,4.9,null,null,INT-G,Gagn15c,null,null,M9.7 INT-G,Gagn15c,NaN,9.7,9.7,9.7,45,1.2,9.7,46.1,13.6,NaN,NaN,44.0,12.1,NaN,NaN,41.9,10.9,45,1.2,dist_plx_formula,Gagn15c also find near-IR spectral type M9.7 INT-G.,N,N,2MASS J19395435-5216468,294.9766101,-52.2796539,Gaia21a,61.309,0.480,-142.245,0.412,Gaia21a,22.1688,0.6055,Gaia21a,2MASS J19395435-5216468|TIC 158516929|Gaia DR2 6645696561747896064|Gaia DR3 6645696561747896064,Gagn15c,NaN,NaN,NaN,NaN,null,FIELD (76.2%); ABDMG (23.8%),ABDMG,0.238,pm+trig-plx,2MASS J19395435-5216468,https://simple-bd-archive.org/solo_result/2MASS%20J19395435-5216468,294.9773,-52.2806,Gaia23,J1939-5216
WISEA J194023.28+634602.5,WISEA J194023.28+634602.5,Kirk16,295.0964,63.7683,Gaia23,95.7471,19.0049,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J295.0972+63.7670,295.0964,63.7682,295.0972,63.7670,56991.60,Magn20,NaN,NaN,NaN,null,null,20.9777,0.0491,8,C,Cham16,18.5018,0.0057,31,C,Cham16,16.9751,0.0060,6,C,Cham16,16.0933,0.0019,4,C,Cham16,21.4359,0.1506,18.9150,0.0034,17.3709,0.0101,Gaia23,2MASS J19402315+6346059,295.096474,63.768314,1999-05-28,14.258,NaN,Cutr03,13.736,NaN,Cutr03,13.468,0.049,Cutr03,00c,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J194023.34+634601.1,295.0964466,63.7682537,295.0972624,63.7670002,Maro21,13.116,0.012,0.690,Maro21,12.792,0.009,0.952,Maro21,12.342,0.223,0.952,Cutr13,9.753,NaN,1.020,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,27.78,0.18,Gaia23,87.03,0.24,-295.69,0.23,Gaia23,NaN,NaN,null,NaN,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,-13.50,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,295.0964355,63.7682571,295.0972900,63.7669411,27.7758,0.1827,87.031,0.235,-295.691,0.231,1.058,24,NaN,NaN,null,2242240320291420544,2242240320291420544,87.8,4.8,-279.4,12.3,Magn20,84.3,4.4,-292.9,4.0,null,null,null,null,M9.5,Kirk16,null,null,9.5,NaN,9.5,9.5,36,0.23,9.5,36.3,NaN,NaN,NaN,44.2,7.6,NaN,NaN,39.5,3.6,36,0.23,dist_plx_formula,null,N,N,2MASS J19402315+6346059,295.0964238,63.7682558,Gaia21a,87.031,0.235,-295.691,0.231,Gaia21a,27.7758,0.1827,Gaia21a,2MASS J19402315+6346059|WISEA J194023.28+634602.5|Gaia DR3 2242240320291420544,2016ApJS..224...36K,87.81,4.77,-279.39,12.34,Magn20,FIELD (99.9%),TAU,0.000,pm+trig-plx,null,null,295.0978,63.7663,Gaia23,J1940+6346
WISEA J194128.98-342335.8,2MASS J19412871-3423298,Luhm14c,295.3698,-34.3918,Gaia23,5.3295,-24.6230,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.9314,0.1654,18.6717,0.0062,17.0712,0.0149,Gaia23,2MASS J19412871-3423298,295.369629,-34.391628,1998-07-26,14.513,0.035,Cutr03,13.964,0.052,Cutr03,13.690,0.052,Cutr03,000,null,15.180,0.061,Best21,14.449,0.035,Best21,14.029,0.052,Best21,13.662,0.052,Best21,NaN,NaN,null,NaN,NaN,null,CWISE J194129.18-342339.6,295.3696606,-34.3917413,295.3714071,-34.3940902,Maro21,13.368,0.026,0.715,Maro21,13.093,0.022,1.150,Maro21,11.820,NaN,0.801,Cutr13,8.880,NaN,0.961,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,21.81,0.25,Gaia23,305.78,0.28,-513.11,0.18,Gaia23,NaN,NaN,null,NaN,NaN,null,306.00,10.00,-519.00,10.00,602.49,10.00,149.48,0.95,Luhm14c,-13.65,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,295.3697815,-34.3918495,295.3714294,-34.3941269,21.8081,0.2526,305.775,0.278,-513.108,0.180,1.025,17,NaN,NaN,null,6741461383123537536,6741461383123537536,NaN,NaN,NaN,NaN,null,336.9,5.8,-549.1,8.2,null,null,null,null,M8.5V,Luhm14c,M8 pec (blue),Luhm14c,8.5,8,8.5,8.5,45.9,0.5,8.5,47.0,8.3,44.8,6.6,56.1,9.7,51.7,7.0,49.9,4.6,45.9,0.5,dist_plx_formula,null,N,N,2MASS J19412871-3423298,295.3697924,-34.3918482,Gaia21a,305.775,0.278,-513.108,0.180,Gaia21a,21.8081,0.2526,Gaia21a,2MASS J19412871-3423298|TIC 114180743|WISE J194128.98-342335.8|Gaia DR2 6741461383123537536|Gaia DR3 6741461383123537536,Luhm14c,NaN,NaN,NaN,NaN,null,FIELD (99.9%),TAU,0.000,pm+trig-plx,WISEA J194128.98-342335.8,https://simple-bd-archive.org/solo_result/WISEA%20J194128.98-342335.8,295.3723,-34.3953,Gaia23,J1941-3423
WISEA J194152.72-020856.5,WISEA J194152.72-020856.5,Kirk16,295.4705,-2.1461,Gaia23,36.8116,-12.1953,subd,Kirk16,N,N,N,N,NaN,N,subd,Kirk16,10,8-12,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.4685,0.0584,18.0364,0.0031,16.6375,0.0060,Gaia23,2MASS J19415295-0208446,295.470631,-2.145725,1998-10-02,14.622,0.032,Cutr03,14.142,0.047,Cutr03,14.0008,0.0050,McMa21,000,VHS J194152.67-020859.9,NaN,NaN,null,14.5710,0.0024,McMa21,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J194152.60-020904.4,295.4704049,-2.1457643,295.4692895,-2.1506489,Maro21,13.753,0.015,1.625,Maro21,13.463,0.015,1.112,Maro21,12.152,NaN,0.825,Cutr13,8.736,NaN,0.727,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,15.56,0.13,Gaia23,-288.02,0.16,-1052.09,0.09,Gaia23,NaN,NaN,null,NaN,NaN,null,-288,7,-1004,6,1045,6,196.01,0.4,Kirk16,-14.00,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,295.4705200,-2.1460941,295.4692383,-2.1507699,15.5583,0.1322,-288.015,0.158,-1052.087,0.091,0.956,18,NaN,NaN,null,4237897389785413504,4237897389785413504,NaN,NaN,NaN,NaN,null,-260.5,12.4,-1141.5,11.6,null,null,null,null,sdM8,Kirk16,sdM8,Kirk16,-8,-8,-8,8,64.3,0.5,8.0,53.3,9.4,50.4,7.4,69.0,11.8,NaN,NaN,61.8,5.7,64.3,0.5,dist_plx_formula,null,N,N,PM J19418-0208,295.4705268,-2.1460941,Gaia21a,-288.015,0.158,-1052.087,0.091,Gaia21a,15.5583,0.1322,Gaia21a,2MASS J19415295-0208446|PM J19418-0208|TIC 251400286|WISEA J194152.72-020856.5|Gaia DR3 4237897389785413504|Gaia DR2 4237897389785413504,2008AJ....135.2177L,NaN,NaN,NaN,NaN,null,FIELD (99.9%),118TAU,0.000,pm+trig-plx,null,null,295.4686,-2.1531,Gaia23,J1941-0209
2MASS J19415458+6826021,2MASS J19415458+6826021,Kirk10,295.4772,68.4339,PS1,100.3927,20.6466,null,null,N,N,N,N,NaN,N,FLD-G,Sang23,2.98,2.98(+4.07/-2.08),PSO J295.4775+68.4341,295.4772,68.4339,295.4775,68.4341,56109.39,Magn20,NaN,NaN,NaN,null,null,22.5515,0.0817,15,W,Cham16,20.6875,0.0278,31,W,Cham16,19.2194,0.0118,11,C,Cham16,18.2444,0.0123,8,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,null,2MASS J19415458+6826021,295.477433,68.433922,2000-05-05,16.301,0.103,Cutr03,15.226,0.083,Cutr03,14.568,0.083,Cutr03,000,null,17.473,0.115,Best21,16.256,0.103,Best21,15.303,0.083,Best21,14.544,0.083,Best21,NaN,NaN,null,NaN,NaN,null,CWISE J194154.59+682603.0,295.4772672,68.4339676,295.4774685,68.4341943,Maro21,14.170,0.015,2.620,Maro21,13.926,0.013,0.928,Maro21,12.736,NaN,0.878,Cutr13,9.731,NaN,1.060,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,NaN,NaN,null,26,6,60,5,Best18,NaN,NaN,null,NaN,NaN,null,-6.50,2.10,81.70,10.70,81.96,10.67,355.45,1.58,Gagn15a,-14.10,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,25.9,6.1,59.5,4.8,Best18,17.3,6.5,53.0,6.5,null,null,FLD-G,Sang23,null,null,L2,Kirk10,NaN,12,12,12,NaN,NaN,12.0,62.4,11.3,67.6,10.5,50.8,8.9,56.5,7.8,51.6,3.8,52,4,dist_W2_formula,null,N,N,2MASS J19415458+6826021,295.4774330,68.4339220,Cutr03,268.984,325.000,-309.431,282.000,Kirk10,NaN,NaN,null,2MASS J19415458+6826021|TIC 264247961,Kirk10,38.50,7.44,54.48,7.44,Magn20,FIELD (85.4%); COL (10.6%); ABDMG (4.0%),COL,0.106,pm+phot-plx,2MASS J19415458+6826021,https://simple-bd-archive.org/solo_result/2MASS%20J19415458%2B6826021,295.4776,68.4343,PS1;Best18,J1941+6826
