name,name_simbadable,ref_discovery,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,glon_j2000,glat_j2000,literature_flag,ref_literature_flag,exoplanet,multiplesystem_unresolved_in_this_table,multiplesystem_resolved_in_this_table,has_higher_mass_companion,sep_companion,youth_evidence,age_category,age_category_justification,age_singlevalue_gyr_formula,age_distribution_gyr_formula,designation_P1_formula,ra_j2000_P1,dec_j2000_P1,ra_epoch_P1,dec_epoch_P1,epoch_mjd_P1,ref_radec_P1,g_P1,gerr_P1,g_nphot_P1,g_src_P1,ref_g_P1,r_P1,rerr_P1,r_nphot_P1,r_src_P1,ref_r_P1,i_P1,ierr_P1,i_nphot_P1,i_src_P1,ref_i_P1,z_P1,zerr_P1,z_nphot_P1,z_src_P1,ref_z_P1,y_P1,yerr_P1,y_nphot_P1,y_src_P1,ref_y_P1,BP_Gaia,BPerr_Gaia,G_Gaia,Gerr_Gaia,RP_Gaia,RPerr_Gaia,ref_photom_Gaia,designation_2mass,ra_epoch_2mass,dec_epoch_2mass,epoch_2mass,J_2MASS,Jerr_2MASS,ref_J_2MASS,H_2MASS,Herr_2MASS,ref_H_2MASS,Ks_2MASS,Kserr_2MASS,ref_Ks_2MASS,Cflg_2MASS,designation_MKO,Y_MKO,Yerr_MKO,ref_Y_MKO,J_MKO,Jerr_MKO,ref_J_MKO,H_MKO,Herr_MKO,ref_H_MKO,K_MKO,Kerr_MKO,ref_K_MKO,Lp_MKO,Lperr_MKO,ref_Lp_MKO,Mp_MKO,Mperr_MKO,ref_Mp_MKO,designation_WISE,ra_j2000_WISE,dec_j2000_WISE,ra_epoch_WISE,dec_epoch_WISE,ref_astrom_WISE,W1,W1err,chi2_W1,ref_W1,W2,W2err,chi2_W2,ref_W2,W3,W3err,chi2_W3,ref_W3,W4,W4err,chi2_W4,ref_W4,flag_WISE,nb_AllWISE,neigh_AllWISE,ch1,ch1err,ch2,ch2err,ref_Spitzer,plx_formula,plxerr_formula,ref_plx_formula,pmra_formula,pmraerr_formula,pmdec_formula,pmdecerr_formula,ref_pm_formula,rv_formula,rverr_formula,ref_rv_formula,plx_lit,plxerr_lit,ref_plx_lit,pmra_lit,pmraerr_lit,pmdec_lit,pmdecerr_lit,pm_lit,pmerr_lit,angle_lit,angleerr_lit,ref_pm_lit,rv_lit,rverr_lit,ref_rv_lit,plx_UKIRT,plxerr_UKIRT,pmra_UKIRT,pmraerr_UKIRT,pmdec_UKIRT,pmdecerr_UKIRT,ref_plx_UKIRT,astrom_Gaia,ra_j2000_Gaia,dec_J2000_Gaia,ra_epoch_Gaia,dec_epoch_Gaia,plx_Gaia,plxerr_Gaia,pmra_Gaia,pmraerr_Gaia,pmdec_Gaia,pmdecerr_Gaia,RUWE_Gaia,nep_Gaia,rv_Gaia,rverr_Gaia,flags_Gaia,sourceID_Gaia_DR3,sourceID_Gaia_DR2,pmra_P1,pmraerr_P1,pmdec_P1,pmdecerr_P1,ref_pm_P1,pmra_catwise,pmraerr_catwise,pmdec_catwise,pmdecerr_catwise,grav_opt,ref_grav_opt,grav_ir,ref_grav_ir,spt_opt,ref_spt_opt,spt_ir,ref_spt_ir,sptnum_opt_formula,sptnum_ir_formula,sptnum_formula,sptnumabs_formula,dist_plx_formula,disterr_plx_formula,sptnum_photdist_formula,dist_J_2MASS_formula,disterr_J_2MASS_formula,dist_J_MKO_formula,disterr_J_MKO_formula,dist_Ks_2MASS_formula,disterr_Ks_2MASS_formula,dist_K_MKO_formula,disterr_K_MKO_formula,dist_W2_formula,disterr_W2_formula,dist_formula,disterr_formula,dist_formula_source,note,Best21_vollim_sample,Best24_vollim_sample,name_simbad,ra_j2000_simbad,dec_j2000_simbad,ref_radec_j2000_simbad,pmra_simbad,pmraerr_simbad,pmdec_simbad,pmdecerr_simbad,ref_pm_simbad,plx_simbad,plxerr_simbad,ref_plx_simbad,identifiers_simbad,firstref_simbad,pmra_P1_PV34,pmraerr_P1_PV34,pmdec_P1_PV34,pmdecerr_P1_PV34,ref_pm_P1_PV34,banyan_sigma_results,banyan_sigma_max_hypo_young,banyan_sigma_max_prob_young,banyan_sigma_input_params,name_simpleDB,url_simpleDB,ra_20240204_formula,dec_20240204_formula,source_radec_20240204_formula,gucds_shortname
CWISE J192636.29-342955.7,WISE J192636.25-342954.6,Kirk21,291.6507,-34.4981,CatWISE,4.1924,-21.7378,BPMG?,Kirk21,N,N,N,N,NaN,SFR,BPMG,Kirk21,0.024,0.024(+0.003/-0.003),null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,16.2400,0.0400,McMa13,null,null,NaN,NaN,null,16.310,0.010,McMa13,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J192636.29-342955.7,291.6506779,-34.4980752,291.6512079,-34.4987986,Maro21,15.863,0.028,1.330,Maro21,14.325,0.022,1.150,Maro21,11.746,NaN,0.920,Cutr13,8.893,NaN,1.030,Cutr13,0000,1,0,15.10,0.02,14.11,0.02,Kirk21,52,4,Kirk21,85.1,1.5,-193.4,1.4,Kirk21,NaN,NaN,null,51.60,3.90,Kirk21,85.10,1.50,-193.40,1.40,211.29,1.41,156.25,0.40,Kirk21,-12.00,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,102.1,17.3,-169.1,18.8,null,null,null,null,null,null,T5.5,Kirk21,NaN,25.5,25.5,25.5,19.2,1.5,25.5,NaN,NaN,19.5,5.7,17.0,4.7,NaN,NaN,19.1,4.9,19.2,1.5,dist_plx_formula,null,N,N,WISE J192636.25-342954.6,291.6510810,-34.4985160,Cutr12,NaN,NaN,NaN,NaN,null,NaN,NaN,null,CWISE J192636.29-342955.7|WISEA J192636.25-342954.8|WISE J192636.25-342954.6,Kirk21,NaN,NaN,NaN,NaN,null,BPMG (90.3%); ARG (8.2%); CARN (1.0%); FIELD (0.6%),BPMG,0.903,pm+trig-plx,null,null,291.6514,-34.4994,CatWISE;Kirk21,null
WISE J192841.35+235604.9,2MASS J19284155+2356016,Mace13a,292.1729,23.9339,Gaia23,58.3431,3.0576,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J292.1721+23.9346,292.1729,23.9339,292.1722,23.9346,55396.32,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,18.4310,0.0630,13,R,Best18,16.8423,0.0015,6,C,Cham16,21.9866,0.1158,20.6632,0.0074,18.5078,0.0141,Gaia23,null,NaN,NaN,null,14.340,0.060,Skru06,14.310,0.060,Skru06,14.090,0.060,Skru06,null,null,15.090,0.054,Best21,13.980,0.020,Best20,14.236,0.054,Best21,14.183,0.054,Best21,NaN,NaN,null,NaN,NaN,null,CWISE J192841.23+235606.0,292.1731762,23.9338753,292.1718175,23.9350089,Maro21,13.750,0.013,12.800,Maro21,12.064,0.008,2.200,Maro21,10.802,0.094,0.971,Cutr13,8.649,NaN,0.995,Cutr13,0000,1,0,13.14,0.02,12.06,0.02,Mace13a,146.4,1.2,Gaia23,-247,0.6,240.4,1.2,Gaia23,NaN,NaN,null,154.90,1.80,Kirk21,-247.50,0.70,239.00,0.70,344.06,0.70,314.00,0.12,Kirk21,-12.00,NaN,null,146.0,5.2,-247.4,3.6,236.1,3.5,Best20,O,292.1729431,23.9339371,292.1717533,23.9350048,146.4067,1.2001,-246.999,0.621,240.430,1.179,1.242,19,NaN,NaN,null,2019802555283940608,2019802555283940480,-233.5,4.1,246.6,3.6,Best18,-290.3,4.8,265.0,4.7,null,null,null,null,null,null,T6,Mace13a,NaN,26,26,26,6.83,0.06,26.0,7.2,1.3,7.0,1.4,6.4,1.7,6.5,1.6,6.8,1.0,6.83,0.06,dist_plx_formula,null,Y,Y,2MASS J19284155+2356016,292.1729543,23.9339362,Gaia21a,-246.999,0.621,240.430,1.179,Gaia21a,146.4067,1.2001,Gaia21a,2MASS J19284155+2356016|TIC 369794540|WISEA J192841.39+235604.5|WISE J192841.35+235604.9|EQ J1928+2356|Gaia DR3 2019802555283940608,Kirk12,-246.42,16.38,257.09,16.01,Magn20,FIELD (99.9%),UCL,0.000,pm+trig-plx,WISE J192841.35+235604.9,https://simple-bd-archive.org/solo_result/WISE%20J192841.35%2B235604.9,292.1711,23.9355,Gaia23,J1928+2356
2MASS J19285196-4356256,2MASS J19285196-4356256,Reid08b,292.2166,-43.9404,Gaia23,354.4791,-24.8727,null,null,N,N,N,N,NaN,N,FLD-G,Sang23,2.98,2.98(+4.07/-2.08),null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,21.4886,0.2326,20.4561,0.0084,18.7872,0.0311,Gaia23,2MASS J19285196-4356256,292.216541,-43.940456,2000-10-13,15.199,0.044,Cutr03,14.127,0.037,Cutr03,13.457,0.037,Cutr03,000,null,16.451,0.067,Best21,15.132,0.044,Best21,14.208,0.037,Best21,13.445,0.037,Best21,NaN,NaN,null,NaN,NaN,null,CWISE J192852.05-435629.9,292.2165293,-43.9403819,292.2168852,-43.9416272,Maro21,12.817,0.012,0.655,Maro21,12.536,0.009,0.703,Maro21,11.847,0.312,1.020,Cutr13,8.694,NaN,1.070,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,35,1,Gaia23,52.5,1.2,-287.7,0.8,Gaia23,NaN,NaN,null,35.06,4.63,Smar18,66.34,1.52,-284.68,2.71,292.31,2.66,166.88,0.31,Smar18,-12.00,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,292.2165833,-43.9403915,292.2168884,-43.9416695,34.9770,1.0056,52.490,1.159,-287.715,0.800,1.186,14,NaN,NaN,null,6664912936922642048,6664912936922642048,NaN,NaN,NaN,NaN,null,59.9,4.9,-291.1,5.0,null,null,FLD-G,Sang23,L4,Reid08b,L4 pec,Maro13,14,14,14,14,28.6,0.8,14.0,25.7,3.8,27.3,4.4,23.1,3.6,25.8,3.6,22.3,1.6,28.6,0.8,dist_plx_formula,Target for PARSEC program (Andr11a).,N,N,2MASS J19285196-4356256,292.2165753,-43.9403921,Gaia21a,52.490,1.159,-287.715,0.800,Gaia21a,34.9770,1.0056,Gaia21a,2MASS J19285196-4356256|DENIS J192851.9-435625|TIC 425764828|WISEA J192852.02-435628.4|EQ J1928-4356|Gaia DR3 6664912936922642048|Gaia DR2 6664912936922642048,Case08,NaN,NaN,NaN,NaN,null,FIELD (99.9%),ABDMG,0.000,pm+trig-plx,2MASS J19285196-4356256,https://simple-bd-archive.org/solo_result/2MASS%20J19285196-4356256,292.2171,-43.9423,Gaia23,J1928-4356
VHS J192934.18-442550.5,WISE J192934.18-442550.5,Lodi12d,292.3920,-44.4305,CatWISE,353.9898,-25.1163,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,16.9555,0.0765,McMa13,null,null,NaN,NaN,null,17.136,0.022,McMa13,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J192934.22-442550.9,292.3920179,-44.4304688,292.3925780,-44.4308204,Maro21,16.336,0.035,0.916,Maro21,15.123,0.031,0.856,Maro21,12.152,NaN,0.963,Cutr13,8.620,NaN,1.010,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,NaN,NaN,null,94,25,-82,28,Maro21,NaN,NaN,null,NaN,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,-12.14,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,93.5,25.0,-82.2,27.5,null,null,null,null,null,null,T4,Lodi12d,NaN,24,24,24,NaN,NaN,24.0,NaN,NaN,36.9,5.6,37.2,6.6,NaN,NaN,34.0,4.4,34,4,dist_W2_formula,null,N,N,WISE J192934.18-442550.5,292.3924420,-44.4307170,Cutr12,NaN,NaN,NaN,NaN,null,NaN,NaN,null,VHS J192934.18-442550.5|WISEA J192934.17-442550.6|WISEP J192934.17-442550.1|WISE J192934.18-442550.5,Lodi12d,NaN,NaN,NaN,NaN,null,BPMG (66.3%); FIELD (16.8%); ARG (16.8%); ABDMG (0.2%),BPMG,0.663,pm+phot-plx,VHS J192934.18-442550.5,https://simple-bd-archive.org/solo_result/VHS%20J192934.18-442550.5,292.3929,-44.4310,CatWISE;Maro21,J1929-4425
SSSPM J1930-4311,SSSPM J1930-4311,Scho04b,292.4209,-43.1767,Gaia23,355.3346,-24.8227,subd,Scho04b,N,N,SSSPM J2003-4433: Scho08,N,NaN,N,subd,Burg07a,10,8-12,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,19.6949,0.0545,17.8988,0.0031,16.5692,0.0070,Gaia23,2MASS J19294099-4310368,292.420811,-43.176914,2000-08-18,14.794,0.032,Cutr03,14.230,0.056,Cutr03,14.091,0.058,Cutr03,000,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J192940.99-431051.4,292.4208778,-43.1766557,292.4208250,-43.1805579,Maro21,13.871,0.013,0.782,Maro21,13.665,0.015,0.917,Maro21,12.583,NaN,0.947,Cutr13,8.990,NaN,0.994,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,12.44,0.15,Gaia23,-4.02,0.14,-885.28,0.1,Gaia23,NaN,NaN,null,NaN,NaN,null,-16.40,3.10,-861.60,2.70,861.80,2.70,181.10,0.20,Scho08,-12.49,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,292.4208679,-43.1767387,292.4208374,-43.1806755,12.4371,0.1502,-4.020,0.139,-885.277,0.101,0.993,16,NaN,NaN,null,6665028484426866176,6665028484426866176,NaN,NaN,NaN,NaN,null,-9.0,9.1,-912.2,7.9,null,null,null,null,sdM7,Burg07a,null,null,-7,NaN,-7,7,80.4,1,7.0,69.2,12.2,NaN,NaN,80.3,13.9,NaN,NaN,73.2,6.8,80.4,1,dist_plx_formula,null,N,N,SSSPM J1930-4311,292.4208556,-43.1767403,Gaia21a,-4.020,0.139,-885.277,0.101,Gaia21a,12.4371,0.1502,Gaia21a,2MASS J19294099-4310368|LEHPM 2-31|SSSPM J1930-4311|TIC 261284510|WISEA J192941.00-431045.5|Gaia DR3 6665028484426866176|Gaia DR2 6665028484426866176,Scho04b,NaN,NaN,NaN,NaN,null,FIELD (99.9%),118TAU,0.000,pm+trig-plx,SSSPM J1930-4311,https://simple-bd-archive.org/solo_result/SSSPM%20J1930-4311,292.4208,-43.1827,Gaia23,J1929-4310
WISEA J193054.55-205949.4,WISE J193054.64-205949.1,Meis20b,292.7303,-20.9944,CatWISE,17.9653,-17.8067,photSpT,Kirk21,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J292.7257-20.9991,NaN,NaN,292.7257,-20.9991,56829.51,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,18.08,NaN,Meis20b,null,null,NaN,NaN,null,19.80,NaN,Meis20b,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J193054.11-205955.7,292.7302611,-20.9943949,292.7256905,-20.9986312,Maro21,19.389,NaN,0.900,Maro21,15.352,0.044,0.946,Maro21,12.096,NaN,1.040,Cutr13,8.295,NaN,1.030,Cutr13,0000,1,0,18.42,0.10,15.25,0.02,Meis20b,106,5,Kirk21,-1048,10,-1076,8,Kirk21,NaN,NaN,null,106.3,4.9,Kirk21,-1047.5,10.2,-1075.9,8.0,1501.6,9.1,224.2,0.4,Kirk21,-12.60,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,-997.5,73.0,-990.3,79.1,null,null,null,null,null,null,Y1 (or later),Kirk21,NaN,31,31,31,9.4,0.4,31.0,NaN,NaN,4.1,NaN,3.6,NaN,NaN,NaN,10.9,1.6,9.4,0.4,dist_plx_formula,null,N,Y,WISE J193054.64-205949.1,292.7276890,-20.9969850,Cutr12,NaN,NaN,NaN,NaN,null,NaN,NaN,null,WISEA J193054.55-205949.4|WISE J193054.64-205949.1,Meis20b,NaN,NaN,NaN,NaN,null,FIELD (99.9%),UCL,0.000,pm+trig-plx,WISEA J193054.55-205949.4,https://simple-bd-archive.org/solo_result/WISEA%20J193054.55-205949.4,292.7227,-21.0016,CatWISE;Kirk21,null
PSO J292.9372-06.3469,2MASS J19314491-0620475,Alle16a,292.9371,-6.3466,Gaia23,31.8147,-11.8401,lowg,Alle16a,N,N,N,N,NaN,lowg,INT-G,Alle16a,0.135,0.02-0.25,PSO J292.9372-06.3469,292.9371,-6.3466,292.9372,-6.3470,56006.05,Magn20,21.7146,0.0773,7,C,Cham16,20.3346,0.0189,15,C,Cham16,17.5322,0.0032,3,C,Cham16,16.1850,0.0059,8,C,Cham16,15.4357,0.0044,9,C,Cham16,21.4739,0.1304,18.0517,0.0033,16.5435,0.0076,Gaia23,2MASS J19314491-0620475,292.937136,-6.346548,1999-05-10,13.855,0.028,Cutr03,13.199,0.022,Cutr03,12.786,0.024,Cutr03,000,null,NaN,NaN,null,13.837,0.011,Alle16a,13.296,0.009,Alle16a,12.830,0.009,Alle16a,NaN,NaN,null,NaN,NaN,null,CWISE J193144.93-062049.2,292.9371415,-6.3465478,292.9372284,-6.3470128,Maro21,12.447,0.014,2.100,Maro21,12.294,0.010,1.300,Maro21,12.049,0.378,0.915,Cutr13,8.754,NaN,0.852,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,19.92,0.16,Gaia23,21.69,0.17,-104.7,0.15,Gaia23,NaN,NaN,null,NaN,NaN,null,21.00,2.90,-105.70,2.60,107.77,2.61,168.76,1.54,Alle16a,-12.60,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,292.9371338,-6.3465943,292.9372559,-6.3470597,19.9204,0.1556,21.688,0.172,-104.701,0.153,1.025,17,NaN,NaN,null,4208213629550408064,4208213629550408064,21.4,1.2,-105.3,1.4,Best18,20.2,5.5,-108.7,5.1,null,null,INT-G,Alle16a,null,null,M7.6: INT-G,Alle16a,NaN,7.6,7.6,7.6,50.2,0.4,7.6,56.0,16.5,52.3,15.4,54.9,15.1,52.2,14.0,53.6,13.9,50.2,0.4,dist_plx_formula,null,N,N,2MASS J19314491-0620475,292.9371459,-6.3465950,Gaia18,21.602,0.398,-104.577,0.346,Gaia18,19.6706,0.2366,Gaia18,2MASS J19314491-0620475|PSO J292.9372-06.3469|TIC 100618539|WISEA J193144.93-062048.8|WISE J193144.93-062048.7,Alle16a,20.54,2.26,-102.88,2.26,Magn20,ABDMG (78.5%); FIELD (21.5%),ABDMG,0.785,pm+trig-plx,PSO J292.9372-06.3469,https://simple-bd-archive.org/solo_result/PSO%20J292.9372-06.3469,292.9373,-6.3473,Gaia23,J1931-0620
CFBDS J193430.36-214221.0,CFBDS J193430-214221,Delo08b,293.6260,-21.7059,PS1,17.6134,-18.8510,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J293.6258-21.7059,293.6260,-21.7059,293.6259,-21.7059,56313.95,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,X,null,NaN,NaN,NaN,X,null,20.5756,0.0893,6,C,Cham16,19.2603,0.0856,7,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,null,2MASS J19343036-2142209,293.626509,-21.705807,1998-05-29,16.767,0.153,Cutr03,16.276,NaN,Cutr03,15.513,NaN,Cutr03,000,null,17.980,0.010,Albe11,16.660,0.010,Albe11,16.390,0.060,Albe11,16.310,0.040,Albe11,NaN,NaN,null,NaN,NaN,null,CWISE J193430.19-214222.0,293.6263157,-21.7057535,293.6258341,-21.7061308,Maro21,15.988,0.030,1.900,Maro21,15.133,0.038,0.996,Maro21,NaN,NaN,NaN,null,NaN,NaN,NaN,null,00,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,-150,6,-17,6,Best18,NaN,NaN,null,NaN,NaN,null,-184.68,11.94,-44.64,11.26,190.00,12.00,256.41,3.38,Albe11,-12.60,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,-150.0,6.3,-17.2,5.7,Best18,-104.6,28.1,-88.2,29.2,null,null,null,null,null,null,T3.5,Albe11,NaN,23.5,23.5,23.5,NaN,NaN,23.5,26.4,4.8,29.6,4.5,20.8,NaN,29.5,2.9,35.6,4.6,36,5,dist_W2_formula,PS1 photometry is probably contaminated by a background object. MKO photometry from CFHT/WIRCam. Target for NPARSEC program (Smar13).,N,N,CFBDS J193430-214221,293.6265090,-21.7058070,Cutr03,NaN,NaN,NaN,NaN,null,NaN,NaN,null,2MASS J19343036-2142209|CFBDS J193430-214221|TIC 125071513,Delo08b,-37.21,21.01,-3.48,46.65,Magn20,FIELD (99.9%),USCO,0.000,pm+phot-plx,CFBDS J193430.36-214221.0,https://simple-bd-archive.org/solo_result/CFBDS%20J193430.36-214221.0,293.6249,-21.7060,PS1;Best18,J1934-2142
WISEA J193430.11-421444.3,2MASS J19343030-4214401,Luhm14c,293.6262,-42.2446,CatWISE,356.5777,-25.4443,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,2MASS J19343030-4214401,293.626288,-42.244495,1999-08-26,16.794,0.174,Cutr03,15.668,0.175,Cutr03,15.294,0.175,Cutr03,000,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J193430.01-421446.4,293.6262243,-42.2446147,293.6250853,-42.2462150,Maro21,14.733,0.015,0.613,Maro21,14.449,0.019,0.952,Maro21,12.010,NaN,0.983,Cutr13,8.904,NaN,0.982,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,NaN,NaN,null,-197,11,-374,10,Maro21,NaN,NaN,null,NaN,NaN,null,-204.00,24.00,-397.00,25.00,446.35,24.79,207.20,3.11,Luhm14c,-12.60,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,-197.1,10.9,-374.1,10.3,null,null,null,null,null,null,L9 pec (blue),Luhm14c,NaN,19,19,19,NaN,NaN,19.0,26.6,4.5,NaN,NaN,31.2,5.5,NaN,NaN,35.5,4.6,36,5,dist_W2_formula,null,N,N,2MASS J19343030-4214401,293.6262870,-42.2444940,Cutr03,NaN,NaN,NaN,NaN,null,NaN,NaN,null,2MASS J19343030-4214401|TIC 143291612|WISE J193430.11-421444.3,Luhm14c,NaN,NaN,NaN,NaN,null,FIELD (99.9%),UCL,0.000,pm+phot-plx,WISEA J193430.11-421444.3,https://simple-bd-archive.org/solo_result/WISEA%20J193430.11-421444.3,293.6244,-42.2471,CatWISE;Maro21,J1934-4214
2MASS J19350976-6200473,2MASS J19350976-6200473,Gagn15c,293.7907,-62.0131,CatWISE,334.6558,-28.8067,lowg,Gagn15c,N,N,N,N,NaN,lowg,VL-G,Gagn15c,0.08,0.01-0.15,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,2MASS J19350976-6200473,293.790700,-62.013145,2000-06-02,16.254,0.106,Cutr03,15.293,0.098,Cutr03,14.724,0.098,Cutr03,000,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J193509.75-620048.4,293.7906960,-62.0130852,293.7906477,-62.0134599,Maro21,14.024,0.015,0.902,Maro21,13.671,0.014,0.677,Maro21,12.814,NaN,0.932,Cutr13,9.057,0.510,0.995,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,NaN,NaN,null,-5,8,-88,7,Maro21,NaN,NaN,null,NaN,NaN,null,-5.80,3.10,-69.70,11.40,69.94,11.36,184.76,2.65,Gagn15a,-12.63,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,-5.3,8.0,-87.6,7.3,null,null,VL-G,Gagn15c,null,null,L1.0 VL-G,Gagn15c,NaN,11,11,11,NaN,NaN,11.0,68.8,20.5,NaN,NaN,67.3,18.7,NaN,NaN,56.7,14.7,57,15,dist_W2_formula_young,Gagn15c also find near-IR spectral type L1.0 VL-G.,N,N,2MASS J19350976-6200473,293.7907000,-62.0131450,Cutr03,-5.800,3.100,-69.700,11.400,Gagn15a,NaN,NaN,null,2MASS J19350976-6200473|TIC 339202911|WISEA J193509.75-620048.0|WISE J193509.76-620047.8,Gagn15c,NaN,NaN,NaN,NaN,null,FIELD (92.0%); THA (7.9%),THA,0.079,pm+phot-plx,2MASS J19350976-6200473,https://simple-bd-archive.org/solo_result/2MASS%20J19350976-6200473,293.7906,-62.0137,CatWISE;Maro21,J1935-6200
